index,name,team,points,value
Ederson Santana de Moraes2023-12-10T14:00:00Z,Ederson Santana de Moraes,Man City,1.784583564211613,55
Alisson Ramses Becker2023-12-09T12:30:00Z,Alisson Ramses Becker,Liverpool,2.7118424633771356,56
Emiliano Martínez Romero2023-12-09T17:30:00Z,Emiliano Martínez Romero,Aston Villa,8.736956997605592,50
David Raya Martin2023-12-09T17:30:00Z,David Raya Martin,Arsenal,1.8550328996177428,49
Martin Dubravka2023-12-10T16:30:00Z,Martin Dubravka,Newcastle,1.537541693178653,41
Bart Verbruggen2023-12-09T15:00:00Z,Bart Verbruggen,Brighton,1.913713009525841,44
Guglielmo Vicario2023-12-10T16:30:00Z,Guglielmo Vicario,Spurs,1.8946695366867408,52
Robert Sánchez2023-12-10T14:00:00Z,Robert Sánchez,Chelsea,2.7673463688936755,46
Lukasz Fabianski2023-12-10T14:00:00Z,Lukasz Fabianski,West Ham,0.975642894777596,42
Mark Flekken2023-12-09T15:00:00Z,Mark Flekken,Brentford,2.8114110881243937,45
Bernd Leno2023-12-10T14:00:00Z,Bernd Leno,Fulham,8.699019616963781,47
José Malheiro de Sá2023-12-09T15:00:00Z,José Malheiro de Sá,Wolves,1.7839257963647528,50
Jordan Pickford2023-12-10T14:00:00Z,Jordan Pickford,Everton,8.790407780291439,44
André Onana2023-12-09T15:00:00Z,André Onana,Man Utd,1.1266637177356065,48
Thomas Kaminski2023-12-10T14:00:00Z,Thomas Kaminski,Luton,1.8795390193223134,45
Norberto Murara Neto2023-12-09T15:00:00Z,Norberto Murara Neto,Bournemouth,5.602009335515388,45
James Trafford2023-12-09T15:00:00Z,James Trafford,Burnley,6.8545521628555415,45
Matt Turner2023-12-09T15:00:00Z,Matt Turner,Nott'm Forest,2.6939284394828724,40
Sam Johnstone2023-12-09T12:30:00Z,Sam Johnstone,Crystal Palace,1.6508464497746766,47
Remi Matthews2023-12-09T12:30:00Z,Remi Matthews,Crystal Palace,1.0393330713887663,39
Wes Foderingham2023-12-09T15:00:00Z,Wes Foderingham,Sheffield Utd,8.203409773687989,45
