,name,team,minutes
2,Yasin Ayari,Brighton,0.0
4,Mahmoud Dahoud,Brighton,0.0
5,Facundo Buonanotte,Brighton,0.0
6,Steven Alzate,Brighton,0.0
10,Jeremy Sarmiento Morante,Brighton,0.0
12,Solly March,Brighton,61.0
13,Kaoru Mitoma,Brighton,90.0
14,Simon Adingra,Brighton,28.0
17,Ben Doak,Liverpool,0.0
26,Billy Gilmour,Brighton,90.0
27,Kacper Kozłowski,Brighton,0.0
29,Adam Lallana,Brighton,0.0
32,Jakub Moder,Brighton,0.0
33,Bobby Clark,Liverpool,0.0
34,Pascal Groß,Brighton,0.0
35,James McConnell,Liverpool,0.0
36,Julio Enciso,Brighton,0.0
38,James Milner,Brighton,0.0
39,Phil Foden,Man City,90.0
40,Jack Hinshelwood,Brighton,85.0
42,Bernardo Veiga de Carvalho e Silva,Man City,0.0
43,Oscar Bobb,Man City,45.0
45,Shea Charles,Man City,0.0
49,Kevin De Bruyne,Man City,0.0
52,Riyad Mahrez,Man City,0.0
60,Matt Ritchie,Newcastle,0.0
61,Bruno Guimarães Rodriguez Moura,Newcastle,90.0
63,Elliot Anderson,Newcastle,63.0
66,Jack Grealish,Man City,10.0
67,Jacob Murphy,Newcastle,1.0
68,Isaac Hayden,Newcastle,0.0
71,Harvey Barnes,Newcastle,0.0
75,Garang Kuol,Newcastle,0.0
77,Jeff Hendrick,Newcastle,0.0
78,Máximo Perrone,Man City,0.0
81,Rodrigo Hernandez,Man City,0.0
82,Ryan Fraser,Newcastle,0.0
83,Joe Willock,Newcastle,0.0
84,Joelinton Cássio Apolinário de Lira,Newcastle,4.0
85,Miguel Almirón Rejala,Newcastle,90.0
86,Sandro Tonali,Newcastle,22.0
87,Kalvin Phillips,Man City,25.0
88,Sean Longstaff,Newcastle,90.0
90,Anthony Gordon,Newcastle,90.0
93,Allan Saint-Maximin,Newcastle,0.0
99,Mateo Kovačić,Man City,64.0
102,Diogo Teixeira da Silva,Liverpool,23.0
108,Dejan Kulusevski,Spurs,90.0
110,Mohamed Salah,Liverpool,73.0
111,Dominik Szoboszlai,Liverpool,90.0
117,Richarlison de Andrade,Spurs,90.0
118,Fabio Henrique Tavares,Liverpool,0.0
119,Jordan Henderson,Liverpool,0.0
121,Manor Solomon,Spurs,21.0
122,Pape Matar Sarr,Spurs,82.0
126,Luis Díaz,Liverpool,72.0
127,Harvey Elliott,Liverpool,0.0
129,James Maddison,Spurs,89.0
131,Giovani Lo Celso,Spurs,0.0
133,Alexis Mac Allister,Liverpool,79.0
138,Oliver Skipp,Spurs,7.0
139,Curtis Jones,Liverpool,25.0
142,Stefan Bajcetic,Liverpool,0.0
143,Son Heung-min,Spurs,68.0
144,Tanguy Ndombélé Alvaro,Spurs,0.0
147,Thiago Alcántara do Nascimento,Liverpool,0.0
153,Pierre-Emile Højbjerg,Spurs,1.0
154,Bryan Gil Salvatierra,Spurs,0.0
156,Yves Bissouma,Spurs,89.0
158,Rodrigo Bentancur,Spurs,0.0
162,Lewis Miley,Newcastle,0.0
163,Omari Kellyman,Aston Villa,0.0
166,Tim Iroegbunam,Aston Villa,0.0
169,Philippe Coutinho Correia,Aston Villa,0.0
170,Leon Bailey,Aston Villa,0.0
171,Emiliano Buendía Stati,Aston Villa,0.0
172,Moussa Diaby,Aston Villa,78.0
173,Bertrand Traoré,Aston Villa,0.0
174,Morgan Sanson,Aston Villa,0.0
179,James McAtee,Sheffield Utd,69.0
182,John McGinn,Aston Villa,90.0
186,Jaden Philogene-Bidace,Aston Villa,0.0
187,Boubacar Kamara,Aston Villa,89.0
191,Youri Tielemans,Aston Villa,1.0
193,Douglas Luiz Soares de Paulo,Aston Villa,90.0
194,Jacob Ramsey,Aston Villa,33.0
195,Matheus Luiz Nunes,Man City,45.0
196,Leander Dendoncker,Aston Villa,0.0
197,Gabriel Martinelli Silva,Arsenal,0.0
203,Fábio Ferreira Vieira,Arsenal,14.0
204,Thomas Partey,Arsenal,0.0
205,Kai Havertz,Arsenal,80.0
207,Marcus Oliveira Alencar,Arsenal,0.0
208,Bukayo Saka,Arsenal,75.0
210,Granit Xhaka,Arsenal,0.0
212,Nicolas Pépé,Arsenal,0.0
213,Reiss Nelson,Arsenal,21.0
214,Martin Ødegaard,Arsenal,90.0
215,Leandro Trossard,Arsenal,0.0
216,Declan Rice,Arsenal,80.0
218,Mohamed Elneny,Arsenal,0.0
219,Jorge Luiz Frello Filho,Arsenal,9.0
226,Emile Smith Rowe,Arsenal,9.0
229,Edson Álvarez Velázquez,West Ham,71.0
231,Tommy Doyle,Wolves,0.0
232,Brennan Johnson,Spurs,0.0
233,Pablo Fornals Malla,West Ham,1.0
236,Tomáš Souček,West Ham,90.0
237,Maxwel Cornet,West Ham,0.0
238,Saïd Benrahma,West Ham,18.0
240,Conor Coventry,West Ham,0.0
244,Jarrod Bowen,West Ham,90.0
245,Lucas Tolentino Coelho de Lima,West Ham,90.0
248,Flynn Downes,West Ham,0.0
253,Nikola Vlašić,West Ham,0.0
257,Mikkel Damsgaard,Brentford,0.0
260,Keane Lewis-Potter,Brentford,74.0
263,Kevin Schade,Brentford,0.0
266,Josh Dasilva,Brentford,0.0
267,Mads Bidstrup,Brentford,0.0
268,Mathias Jensen,Brentford,68.0
270,Sergi Canós Tenés,Brentford,0.0
272,Vitaly Janelt,Brentford,88.0
280,Yegor Yarmolyuk,Brentford,0.0
281,Frank Onyeka,Brentford,21.0
282,Ryan Trevitt,Brentford,0.0
283,Albert Sambi Lokonga,Luton,0.0
284,Bryan Mbeumo,Brentford,90.0
286,Christian Nørgaard,Brentford,90.0
287,Shandon Baptiste,Brentford,0.0
291,Moisés Caicedo Corozo,Chelsea,90.0
292,Lewis Dobbin,Everton,0.0
294,Tyler Onyango,Everton,0.0
298,Omari Forson,Man Utd,0.0
300,Mason Mount,Man Utd,76.0
301,Bruno Borges Fernandes,Man Utd,90.0
302,Marcus Rashford,Man Utd,76.0
304,Carlos Henrique Casimiro,Man Utd,90.0
307,Cheikhou Kouyaté,Nott'm Forest,13.0
310,Brandon Aguilera Zamora,Nott'm Forest,0.0
312,Christian Eriksen,Man Utd,13.0
316,Josh Bowler,Nott'm Forest,0.0
318,Braian Ojeda Rodríguez,Nott'm Forest,0.0
319,Alejandro Garnacho,Man Utd,29.0
321,Andrey Nascimento dos Santos,Nott'm Forest,0.0
323,Anthony Elanga,Nott'm Forest,60.0
327,Kobbie Mainoo,Man Utd,0.0
328,Lewis O'Brien,Nott'm Forest,0.0
333,Amad Diallo,Man Utd,0.0
336,Alex Mighten,Nott'm Forest,0.0
337,Antony Matheus dos Santos,Man Utd,0.0
339,Facundo Pellistri Rebollo,Man Utd,60.0
340,Donny van de Beek,Man Utd,2.0
347,Frederico Rodrigues de Paula Santos,Man Utd,0.0
351,Gustavo Henrique Furtado Scarpa,Nott'm Forest,0.0
352,Hannibal Mejbri,Man Utd,0.0
353,Harry Arter,Nott'm Forest,0.0
358,Orel Mangala,Nott'm Forest,90.0
359,Jadon Sancho,Man Utd,0.0
360,Morgan Gibbs-White,Nott'm Forest,29.0
361,Remo Freuler,Nott'm Forest,0.0
362,Jonjo Shelvey,Nott'm Forest,0.0
367,Ryan Yates,Nott'm Forest,0.0
368,Scott McTominay,Man Utd,0.0
369,Danilo dos Santos de Oliveira,Nott'm Forest,0.0
372,Pelly Ruddock Mpanzu,Luton,90.0
373,Mario Lemina,Wolves,90.0
376,Marvelous Nakamba,Luton,90.0
377,Sander Berge,Burnley,90.0
379,Pedro Lomba Neto,Wolves,90.0
380,Michael Olise,Crystal Palace,0.0
381,Will Hughes,Crystal Palace,90.0
383,Pablo Sarabia,Wolves,0.0
385,Manuel Benson Hedilazio,Burnley,0.0
391,Malcolm Ebiowei,Crystal Palace,0.0
392,Samuel Bastien,Burnley,0.0
406,Naouirou Ahamada,Crystal Palace,0.0
408,Scott Twine,Burnley,0.0
411,Matheus França de Oliveira,Crystal Palace,0.0
412,Vini de Souza Costa,Sheffield Utd,90.0
414,Nathan Redmond,Burnley,0.0
416,Tahith Chong,Luton,21.0
420,Francisco Jorge Tomás Oliveira,Wolves,0.0
422,Amadou Onana,Everton,90.0
426,Fred Onyedinma,Luton,0.0
428,Enock Agyei,Burnley,0.0
429,Dion Pereira,Luton,0.0
431,Elliot Thorpe,Luton,0.0
433,Eberechi Eze,Crystal Palace,87.0
435,Dwight McNeil,Everton,83.0
436,Glen Rea,Luton,0.0
437,Gonçalo Manuel Ganchinho Guedes,Wolves,0.0
438,Allan Campbell,Luton,0.0
441,Hwang Hee-chan,Wolves,85.0
443,Idrissa Gueye,Everton,45.0
445,Jack Cork,Burnley,0.0
447,Jacob Bruun Larsen,Burnley,15.0
448,Jairo Riedewald,Crystal Palace,12.0
450,James Garner,Everton,90.0
454,Anass Zaroury,Burnley,0.0
458,Carlos Mendes Gomes,Luton,0.0
460,Bruno Cavaco Jordão,Wolves,0.0
462,Boubacar Traoré,Wolves,23.0
464,Demarai Gray,Everton,0.0
468,Arnaut Danjuma Groeneveld,Everton,6.0
471,André Tavares Gomes,Everton,0.0
474,Cheick Doucouré,Crystal Palace,90.0
477,Andre Brooks,Sheffield Utd,0.0
482,Daniel Castelo Podence,Wolves,0.0
483,Dara Costelloe,Burnley,0.0
485,Darko Churlinov,Burnley,0.0
487,Dele Alli,Everton,0.0
495,Jordan Ayew,Crystal Palace,90.0
497,Jordan Clark,Luton,0.0
499,Josh Brownhill,Burnley,90.0
500,Josh Cullen,Burnley,90.0
502,João Victor Gomes da Silva,Wolves,66.0
503,Jóhann Berg Gudmundsson,Burnley,0.0
508,Louie Watson,Luton,0.0
509,Luca Koleosho,Burnley,74.0
510,Luke Berry,Luton,0.0
511,Luke Cundle,Wolves,0.0
512,Luke Freeman,Luton,0.0
516,Abdoulaye Doucouré,Everton,59.0
519,Jeffrey Schlupp,Crystal Palace,77.0
520,Joe Hodge,Wolves,0.0
521,Jefferson Lerma Solís,Crystal Palace,0.0
522,Jesurun Rak-Sakyi,Crystal Palace,0.0
524,Jean-Philippe Gbamin,Everton,0.0
530,Siriki Dembélé,Bournemouth,0.0
534,Lewis Cook,Bournemouth,90.0
536,Jaidon Anthony,Bournemouth,0.0
541,Joe Rothwell,Bournemouth,15.0
543,Jamal Lowe,Bournemouth,0.0
547,Anis Slimane,Sheffield Utd,11.0
551,Ben Osborn,Sheffield Utd,0.0
552,Ben Pearson,Bournemouth,0.0
