,name,team,minutes
4,João Cancelo,Man City,0
6,Rúben Gato Alves Dias,Man City,1
8,Manuel Akanji,Man City,0
11,Rico Lewis,Man City,1
12,Nathan Aké,Man City,1
15,John Stones,Man City,0
16,Aymeric Laporte,Man City,0
19,Kyle Walker,Man City,1
22,Sergio Gómez,Man City,0
29,Jarell Quansah,Liverpool,0
30,Joško Gvardiol,Man City,1
33,Joe Gomez,Liverpool,1
37,Joel Matip,Liverpool,0
39,Konstantinos Tsimikas,Liverpool,1
40,Virgil van Dijk,Liverpool,1
41,Nathaniel Phillips,Liverpool,0
46,Trent Alexander-Arnold,Liverpool,1
48,Andrew Robertson,Liverpool,0
49,Sepp van den Berg,Liverpool,0
53,Ibrahima Konaté,Liverpool,1
58,Lucas Digne,Aston Villa,0
60,Ezri Konsa Ngoyo,Aston Villa,1
61,Tyrone Mings,Aston Villa,0
65,Kortney Hause,Aston Villa,0
69,Calum Chambers,Aston Villa,0
72,Diego Carlos Santos Silva,Aston Villa,1
74,Matty Cash,Aston Villa,1
77,Alexandre Moreno Lopera,Aston Villa,1
82,Pau Torres,Aston Villa,1
87,Javier Manquillo Gaitán,Newcastle,0
89,Dan Burn,Newcastle,1
93,Micky van de Ven,Spurs,0
99,Cristian Romero,Spurs,1
101,Djed Spence,Spurs,0
102,Pedro Porro,Spurs,1
104,Ryan Sessegnon,Spurs,0
105,Destiny Udogie,Spurs,1
106,Joe Rodon,Spurs,0
107,Ivan Perišić,Spurs,0
109,Japhet Tanganga,Spurs,0
110,Davinson Sánchez,Spurs,0
117,Jamal Lewis,Newcastle,0
121,Jamaal Lascelles,Newcastle,1
123,Jakub Kiwior,Arsenal,0
126,Takehiro Tomiyasu,Arsenal,0
128,Fabian Schär,Newcastle,1
134,Gabriel dos Santos Magalhães,Arsenal,1
138,Igor Julio dos Santos de Paulo,Brighton,1
140,Harrison Ashby,Newcastle,0
147,Sven Botman,Newcastle,1
148,Michał Karbownik,Brighton,0
150,Kell Watts,Newcastle,0
151,Kieran Tierney,Arsenal,0
152,Kieran Trippier,Newcastle,0
155,Oleksandr Zinchenko,Arsenal,1
158,Eric Dier,Spurs,0
172,Jan Paul van Hecke,Brighton,1
174,Tariq Lamptey,Brighton,0
177,Matt Targett,Newcastle,0
182,Pervis Estupiñán,Brighton,0
184,Paul Dummett,Newcastle,0
186,Joël Veltman,Brighton,1
189,Jurriën Timber,Arsenal,0
192,William Saliba,Arsenal,1
193,Lewis Dunk,Brighton,1
208,Emerson Leite de Souza Junior,Spurs,0
209,Benjamin White,Arsenal,1
210,Cédric Alves Soares,Arsenal,0
211,Emil Krafth,Newcastle,1
213,Ben Davies,Spurs,1
217,Adam Webster,Brighton,0
223,Lewis Hall,Newcastle,1
225,Alex Murphy,Newcastle,0
226,Tino Livramento,Newcastle,1
230,Luc De Fougerolles,Fulham,0
234,Ethan Ampadu,Chelsea,0
236,César Azpilicueta,Chelsea,0
239,Abdul Rahman Baba,Chelsea,0
240,Benoît Badiashile,Chelsea,1
242,Issa Diop,Fulham,1
245,Tosin Adarabioyo,Fulham,1
246,Calvin Bassey,Fulham,0
247,Kevin Mbabu,Fulham,0
248,Kenny Tete,Fulham,1
253,Tim Ream,Fulham,0
259,Terence Kongolo,Fulham,0
260,Antonee Robinson,Fulham,1
273,Aaron Cresswell,West Ham,0
276,Ben Johnson,West Ham,0
282,Nayef Aguerd,West Ham,1
283,Malang Sarr,Chelsea,0
284,Malo Gusto,Chelsea,1
285,Axel Disasi,Chelsea,1
287,Ben Chilwell,Chelsea,0
290,Angelo Ogbonna,West Ham,0
291,Kurt Zouma,West Ham,1
294,Reece James,Chelsea,0
300,Levi Colwill,Chelsea,1
303,Marc Cucurella Saseta,Chelsea,0
