,name,team,minutes
3,Aaron Connolly,Brighton,0
7,João Pedro Junqueira de Jesus,Brighton,1
11,Andi Zeqiri,Brighton,0
19,Deniz Undav,Brighton,0
26,Danny Welbeck,Brighton,1
32,Evan Ferguson,Brighton,1
37,Callum Wilson,Newcastle,1
60,Alexander Isak,Newcastle,1
76,Jhon Durán,Aston Villa,0
89,Ollie Watkins,Aston Villa,1
100,Wesley Moraes Ferreira da Silva,Aston Villa,0
103,Dane Scarlett,Spurs,0
104,Alejo Véliz,Spurs,0
125,Darwin Núñez Ribeiro,Liverpool,1
140,Keinan Davis,Aston Villa,0
149,Cody Gakpo,Liverpool,0
153,Harry Kane,Spurs,0
175,Julián Álvarez,Man City,1
191,Erling Haaland,Man City,1
198,Gabriel Fernando de Jesus,Arsenal,1
207,Eddie Nketiah,Arsenal,1
224,Folarin Balogun,Arsenal,0
233,Danny Ings,West Ham,1
242,Gianluca Scamacca,West Ham,0
243,Michail Antonio,West Ham,1
251,Divin Mubama,West Ham,0
257,Thomas Cannon,Everton,0
261,Youssef Ramalho Chermiti,Everton,1
289,Yoane Wissa,Brentford,1
293,Halil Dervişoğlu,Brentford,0
299,Ivan Toney,Brentford,0
300,Pierre-Emerick Aubameyang,Chelsea,0
309,Ellis Simms,Everton,0
312,Dominic Calvert-Lewin,Everton,1
322,Cameron Archer,Sheffield Utd,1
332,Lyle Foster,Burnley,1
340,Zeki Amdouni,Burnley,1
346,Jay Rodriguez,Burnley,0
353,Wout Weghorst,Burnley,0
356,Michael Obafemi,Burnley,0
363,Mason Burstow,Chelsea,0
371,Rasmus Højlund,Man Utd,1
372,Nicolas Jackson,Chelsea,1
375,Romelu Lukaku Bolingoli,Chelsea,0
381,Armando Broja,Chelsea,0
389,David Datro Fofana,Chelsea,0
390,Christopher Nkunku,Chelsea,0
394,Fábio Silva,Wolves,0
414,Matheus Santos Carneiro Da Cunha,Wolves,1
416,Anthony Martial,Man Utd,1
431,Shola Shoretire,Man Utd,0
436,Sasa Kalajdzic,Wolves,1
461,Taiwo Awoniyi,Nott'm Forest,0
464,Hwang Ui-jo,Nott'm Forest,0
471,Sam Surridge,Nott'm Forest,0
476,Chris Wood,Nott'm Forest,1
494,Emmanuel Dennis,Nott'm Forest,0
502,Carlos Vinícius Alves Morais,Fulham,1
503,Luke Plange,Crystal Palace,0
509,Rodrigo Muniz Carvalho,Fulham,0
518,Aleksandar Mitrović,Fulham,0
523,Louie Marsh,Sheffield Utd,0
531,Raúl Jiménez,Fulham,1
538,Odsonne Edouard,Crystal Palace,1
541,Jean-Philippe Mateta,Crystal Palace,1
554,Antwoine Hackford,Sheffield Utd,0
557,John-Kymani Gordon,Crystal Palace,0
561,Jay Stansfield,Fulham,0
567,William Osula,Sheffield Utd,0
571,Rhian Brewster,Sheffield Utd,1
572,Bénie Traoré,Sheffield Utd,1
573,Daniel Jebbison,Sheffield Utd,0
574,Oliver McBurnie,Sheffield Utd,1
576,Iliman Ndiaye,Sheffield Utd,0
586,Neal Maupay,Brentford,1
589,Joe Taylor,Luton,0
593,Cauley Woodrow,Luton,1
594,Elijah Adebayo,Luton,1
599,Admiral Muskwe,Luton,0
600,Carlton Morris,Luton,1
603,John McAtee,Luton,0
609,Chiedozie Ogbene,Luton,1
611,Aribim Pepple,Luton,0
631,Antoine Semenyo,Bournemouth,0
636,Dominic Solanke,Bournemouth,1
641,Kieffer Moore,Bournemouth,1
657,Jacob Brown,Luton,1
