,name,team,minutes
4,Rúben Gato Alves Dias,Man City,1
7,Rico Lewis,Man City,0
9,João Cancelo,Man City,0
12,Nathan Aké,Man City,1
14,Manuel Akanji,Man City,0
19,Sergio Gómez,Man City,0
20,Aymeric Laporte,Man City,0
21,Kyle Walker,Man City,1
27,John Stones,Man City,0
29,Jarell Quansah,Liverpool,0
32,Joško Gvardiol,Man City,1
36,Joe Gomez,Liverpool,1
37,Virgil van Dijk,Liverpool,1
41,Ibrahima Konaté,Liverpool,1
42,Nathaniel Phillips,Liverpool,0
43,Trent Alexander-Arnold,Liverpool,1
47,Andrew Robertson,Liverpool,0
48,Joel Matip,Liverpool,0
53,Sepp van den Berg,Liverpool,0
55,Konstantinos Tsimikas,Liverpool,1
59,Kortney Hause,Aston Villa,0
61,Lucas Digne,Aston Villa,1
71,Alexandre Moreno Lopera,Aston Villa,1
73,Tyrone Mings,Aston Villa,0
79,Diego Carlos Santos Silva,Aston Villa,1
80,Pau Torres,Aston Villa,1
81,Calum Chambers,Aston Villa,0
86,Matty Cash,Aston Villa,1
87,Ezri Konsa Ngoyo,Aston Villa,1
88,Javier Manquillo Gaitán,Newcastle,0
92,Dan Burn,Newcastle,0
93,Cédric Alves Soares,Arsenal,0
100,Jakub Kiwior,Arsenal,0
103,Gabriel dos Santos Magalhães,Arsenal,1
105,Jurriën Timber,Arsenal,0
108,Benjamin White,Arsenal,1
110,William Saliba,Arsenal,1
112,Takehiro Tomiyasu,Arsenal,0
115,Oleksandr Zinchenko,Arsenal,1
121,Kieran Tierney,Arsenal,0
126,Paul Dummett,Newcastle,0
127,Pervis Estupiñán,Brighton,0
130,Joël Veltman,Brighton,0
135,Fabian Schär,Newcastle,1
136,Harrison Ashby,Newcastle,0
139,Sven Botman,Newcastle,0
140,Tariq Lamptey,Brighton,0
144,Emil Krafth,Newcastle,1
151,Kell Watts,Newcastle,0
152,Lewis Dunk,Brighton,1
159,Jan Paul van Hecke,Brighton,1
162,Jamal Lewis,Newcastle,0
163,Jamaal Lascelles,Newcastle,1
167,Matt Targett,Newcastle,0
168,Michał Karbownik,Brighton,0
170,Kieran Trippier,Newcastle,1
174,Igor Julio dos Santos de Paulo,Brighton,1
182,Adam Webster,Brighton,0
190,Ben Davies,Spurs,1
191,Emerson Leite de Souza Junior,Spurs,0
193,Lewis Hall,Newcastle,1
200,Eric Dier,Spurs,0
204,Davinson Sánchez,Spurs,0
205,Pedro Porro,Spurs,1
207,Ivan Perišić,Spurs,0
209,Tino Livramento,Newcastle,1
211,Japhet Tanganga,Spurs,0
220,Destiny Udogie,Spurs,1
222,Cristian Romero,Spurs,1
223,Ryan Sessegnon,Spurs,0
224,Joe Rodon,Spurs,0
225,Djed Spence,Spurs,0
226,Alex Murphy,Newcastle,0
228,Micky van de Ven,Spurs,0
231,Bashir Humphreys,Chelsea,0
234,César Azpilicueta,Chelsea,0
235,Benoît Badiashile,Chelsea,1
238,Abdul Rahman Baba,Chelsea,0
241,Ethan Ampadu,Chelsea,0
250,Aaron Cresswell,West Ham,1
255,Nayef Aguerd,West Ham,1
259,Reece James,Chelsea,1
260,Angelo Ogbonna,West Ham,1
261,Ben Chilwell,Chelsea,0
268,Ben Johnson,West Ham,0
269,Axel Disasi,Chelsea,1
271,Malang Sarr,Chelsea,0
272,Kurt Zouma,West Ham,1
274,Malo Gusto,Chelsea,0
281,Wesley Fofana,Chelsea,0
283,Levi Colwill,Chelsea,1
285,Vladimír Coufal,West Ham,1
286,Thiago Emiliano da Silva,Chelsea,0
287,Thilo Kehrer,West Ham,0
288,Trevoh Chalobah,Chelsea,0
290,Marc Cucurella Saseta,Chelsea,1
292,Emerson Palmieri dos Santos,West Ham,1
301,Hannes Delcroix,Burnley,1
304,Charlie Goode,Brentford,0
305,Nathan Collins,Brentford,0
307,Aaron Hickey,Brentford,0
309,Ethan Pinnock,Brentford,1
310,Mads Bech Sørensen,Brentford,0
314,Mads Roerslev Rasmussen,Brentford,0
315,Ben Mee,Brentford,1
317,Rico Henry,Brentford,0
318,Kristoffer Ajer,Brentford,0
324,Mathias Jorgensen,Brentford,0
335,Joseph Johnson,Luton,0
338,Luc De Fougerolles,Fulham,0
348,Terence Kongolo,Fulham,0
349,Calvin Bassey,Fulham,1
352,Tim Ream,Fulham,0
355,Issa Diop,Fulham,0
357,Kenny Tete,Fulham,0
360,Kevin Mbabu,Fulham,0
361,Antonee Robinson,Fulham,1
366,Tosin Adarabioyo,Fulham,1
372,Bendegúz Bolla,Wolves,0
373,Hugo Bueno López,Wolves,1
374,Toti António Gomes,Wolves,1
376,Ki-Jana Hoever,Wolves,0
381,Jonathan Castro Otto,Wolves,0
383,Sergio Reguilón,Man Utd,1
385,Max Kilman,Wolves,1
387,Nélson Cabral Semedo,Wolves,1
389,Matt Doherty,Wolves,1
395,Craig Dawson,Wolves,1
399,Rayan Aït-Nouri,Wolves,0
400,Owen Dodgson,Burnley,0
401,Ben Godfrey,Everton,0
402,Mason Holgate,Everton,0
406,Vitalii Mykolenko,Everton,1
407,Ashley Young,Everton,1
409,Nathan Patterson,Everton,1
410,Seamus Coleman,Everton,0
412,Michael Keane,Everton,0
415,Jarrad Branthwaite,Everton,1
422,James Tarkowski,Everton,1
428,Aidan Francis-Clarke,Luton,0
432,Max Aarons,Bournemouth,0
433,Ben Greenwood,Bournemouth,0
435,Harry Maguire,Man Utd,1
438,Alfie Doughty,Luton,1
440,Raphaël Varane,Man Utd,0
443,Dan Potts,Luton,0
445,James Hill,Bournemouth,0
446,Alex Telles,Man Utd,0
451,Milos Kerkez,Bournemouth,1
454,Illia Zabarnyi,Bournemouth,1
465,Ryan Fredericks,Bournemouth,0
466,Ryan Giles,Luton,1
468,Amari'i Bell,Luton,1
471,Issa Kaboré,Luton,0
477,Chris Mepham,Bournemouth,0
480,Reece Burke,Luton,0
486,Brandon Williams,Man Utd,0
487,Marcos Senesi,Bournemouth,1
488,Diogo Dalot Teixeira,Man Utd,1
492,Aaron Wan-Bissaka,Man Utd,0
494,Mads Juel Andersen,Luton,0
499,Luke Shaw,Man Utd,1
502,Lisandro Martínez,Man Utd,0
504,Lloyd Kelly,Bournemouth,0
505,Álvaro Fernández Carreras,Man Utd,0
507,Eric Bailly,Man Utd,0
509,Adam Smith,Bournemouth,1
520,Victor Lindelöf,Man Utd,0
524,Tom Lockyer,Luton,1
525,Gabriel Osho,Luton,0
529,Tyrell Malacia,Man Utd,0
532,Dara O'Shea,Burnley,1
535,Hjalmar Ekdal,Burnley,1
538,Ameen Al-Dakhil,Burnley,0
539,Victor da Silva,Burnley,1
548,Jordan Beyer,Burnley,1
554,Charlie Taylor,Burnley,1
559,Connor Roberts,Burnley,1
560,Bobby Thomas,Burnley,0
562,Luke McNally,Burnley,0
563,CJ Egan-Riley,Burnley,0
565,Rob Holding,Crystal Palace,0
568,Josh Powell,Nott'm Forest,0
571,Joe Worrall,Nott'm Forest,0
572,Harry Toffolo,Nott'm Forest,1
574,Moussa Niakhaté,Nott'm Forest,1
575,Steve Cook,Nott'm Forest,0
581,Mohamed Dräger,Nott'm Forest,0
583,Giulian Biancone,Nott'm Forest,0
586,Jonathan Panzo,Nott'm Forest,0
589,Willy Boly,Nott'm Forest,1
593,Felipe Augusto de Almeida Monteiro,Nott'm Forest,1
594,Loïc Mbe Soh,Nott'm Forest,0
596,Scott McKenna,Nott'm Forest,0
602,Omar Richards,Nott'm Forest,0
603,Olu Aina,Nott'm Forest,0
604,Richie Laryea,Nott'm Forest,0
605,Nuno Varela Tavares,Nott'm Forest,0
608,Neco Williams,Nott'm Forest,1
609,Serge Aurier,Nott'm Forest,0
611,Tyrick Mitchell,Crystal Palace,0
612,Jake O'Brien,Crystal Palace,0
613,Joel Ward,Crystal Palace,1
621,Nathaniel Clyne,Crystal Palace,1
623,James Tomkins,Crystal Palace,0
624,Marc Guéhi,Crystal Palace,1
626,Joachim Andersen,Crystal Palace,1
631,Teden Mengi,Luton,1
632,Chris Richards,Crystal Palace,1
646,Femi Seriki,Sheffield Utd,0
651,Rhys Norrington-Davies,Sheffield Utd,0
653,Yasser Larouci,Sheffield Utd,0
654,Jack Robinson,Sheffield Utd,1
659,John Egan,Sheffield Utd,0
663,George Baldock,Sheffield Utd,0
664,Max Lowe,Sheffield Utd,1
665,Chris Basham,Sheffield Utd,0
667,Jayden Bogle,Sheffield Utd,1
669,Anel Ahmedhodžić,Sheffield Utd,1
672,Auston Trusty,Sheffield Utd,1
