index,name,team,points,value
Kieran Trippier2023-12-07T19:30:00Z,Kieran Trippier,Newcastle,17.869724,70
Trent Alexander-Arnold2023-12-06T19:30:00Z,Trent Alexander-Arnold,Liverpool,15.303503,80
Max Kilman2023-12-05T19:30:00Z,Max Kilman,Wolves,10.811791,45
Virgil van Dijk2023-12-06T19:30:00Z,Virgil van Dijk,Liverpool,10.457053,61
William Saliba2023-12-05T20:15:00Z,William Saliba,Arsenal,10.333117,55
James Tarkowski2023-12-07T19:30:00Z,James Tarkowski,Everton,10.2646885,44
Tim Ream2023-12-06T19:30:00Z,Tim Ream,Fulham,10.241805,45
Tyrone Mings2023-12-06T20:15:00Z,Tyrone Mings,Aston Villa,10.121635,41
Thiago Emiliano da Silva2023-12-06T20:15:00Z,Thiago Emiliano da Silva,Chelsea,9.971572,50
Marc Guéhi2023-12-06T19:30:00Z,Marc Guéhi,Crystal Palace,9.902059,47
Vitalii Mykolenko2023-12-07T19:30:00Z,Vitalii Mykolenko,Everton,9.810021,44
Tyrick Mitchell2023-12-06T19:30:00Z,Tyrick Mitchell,Crystal Palace,9.643441,47
Gabriel dos Santos Magalhães2023-12-05T20:15:00Z,Gabriel dos Santos Magalhães,Arsenal,9.641627,49
Luke Shaw2023-12-06T20:15:00Z,Luke Shaw,Man Utd,9.581555,52
Pervis Estupiñán2023-12-06T19:30:00Z,Pervis Estupiñán,Brighton,9.562514,50
Benjamin White2023-12-05T20:15:00Z,Benjamin White,Arsenal,9.3289795,57
Oleksandr Zinchenko2023-12-05T20:15:00Z,Oleksandr Zinchenko,Arsenal,9.109917,52
Ben Mee2023-12-06T19:30:00Z,Ben Mee,Brentford,9.102206,48
Ethan Pinnock2023-12-06T19:30:00Z,Ethan Pinnock,Brentford,9.007125,46
Ezri Konsa Ngoyo2023-12-06T20:15:00Z,Ezri Konsa Ngoyo,Aston Villa,8.968873,45
Antonee Robinson2023-12-06T19:30:00Z,Antonee Robinson,Fulham,8.884297,44
Sven Botman2023-12-07T19:30:00Z,Sven Botman,Newcastle,8.633374,45
Lewis Dunk2023-12-06T19:30:00Z,Lewis Dunk,Brighton,8.523703,50
Andrew Robertson2023-12-06T19:30:00Z,Andrew Robertson,Liverpool,8.444827,64
Marcos Senesi2023-12-06T19:30:00Z,Marcos Senesi,Bournemouth,8.340423,43
Kenny Tete2023-12-06T19:30:00Z,Kenny Tete,Fulham,8.334876,44
Rico Henry2023-12-06T19:30:00Z,Rico Henry,Brentford,8.331798,43
Rúben Gato Alves Dias2023-12-06T20:15:00Z,Rúben Gato Alves Dias,Man City,8.251527,55
Nélson Cabral Semedo2023-12-05T19:30:00Z,Nélson Cabral Semedo,Wolves,8.226733,45
