,name,team,minutes
1,Scott Carson,Man City,0
13,Ederson Santana de Moraes,Man City,1
15,Stefan Ortega Moreno,Man City,0
23,Zack Steffen,Man City,0
46,Adrián San Miguel del Castillo,Liverpool,0
54,Alisson Ramses Becker,Liverpool,1
58,Caoimhin Kelleher,Liverpool,0
74,Viljami Sinisalo,Aston Villa,0
75,Robin Olsen,Aston Villa,0
78,Emiliano Martínez Romero,Aston Villa,1
89,Jason Steele,Brighton,0
90,Karl Hein,Arsenal,0
96,David Raya Martin,Arsenal,1
109,Aaron Ramsdale,Arsenal,0
113,Rúnar Alex Rúnarsson,Arsenal,0
142,Tom McGill,Brighton,0
143,Karl Darlow,Newcastle,0
150,Loris Karius,Newcastle,0
157,Mark Gillespie,Newcastle,0
158,Martin Dubravka,Newcastle,1
161,Kjell Scherpen,Brighton,0
172,Nick Pope,Newcastle,0
178,Bart Verbruggen,Brighton,1
194,Fraser Forster,Spurs,0
195,Brandon Austin,Spurs,0
203,Alfie Whiteman,Spurs,0
208,Hugo Lloris,Spurs,0
219,Guglielmo Vicario,Spurs,1
236,Robert Sánchez,Chelsea,1
237,Kepa Arrizabalaga,Chelsea,0
240,Marcus Bettinelli,Chelsea,0
242,Joseph Anang,West Ham,0
245,Lucas Bergström,Chelsea,0
277,Lukasz Fabianski,West Ham,1
278,Gabriel Słonina,Chelsea,0
294,Alphonse Areola,West Ham,0
303,Matthew Cox,Brentford,0
311,Ellery Balcombe,Brentford,0
312,Mark Flekken,Brentford,1
319,Thomas Strakosha,Brentford,0
332,Filip Marschall,Aston Villa,0
334,Tim Krul,Luton,0
358,Marek Rodák,Fulham,0
367,Bernd Leno,Fulham,1
379,Tom King,Wolves,0
391,Matija Šarkić,Wolves,0
394,José Malheiro de Sá,Wolves,1
396,Daniel Bentley,Wolves,0
404,Andy Lonergan,Everton,0
416,Jordan Pickford,Everton,1
418,João Neves Virgínia,Everton,0
436,André Onana,Man Utd,1
453,Thomas Kaminski,Luton,1
462,James Shea,Luton,0
467,Jack Walton,Luton,0
472,Ionuț Radu,Bournemouth,0
475,Norberto Murara Neto,Bournemouth,1
495,Mark Travers,Bournemouth,0
511,Matt Macey,Luton,0
526,Tom Heaton,Man Utd,0
528,Darren Randolph,Bournemouth,0
551,James Trafford,Burnley,1
557,Bailey Peacock-Farrell,Burnley,0
558,Lawrence Vigouroux,Burnley,0
561,Arijanet Muric,Burnley,0
566,Denis Franchi,Burnley,0
567,George Shelvey,Nott'm Forest,0
569,Wayne Hennessey,Nott'm Forest,0
584,Ethan Horvath,Nott'm Forest,0
590,Matt Turner,Nott'm Forest,1
614,Dean Henderson,Crystal Palace,0
618,Sam Johnstone,Crystal Palace,1
619,Vicente Guaita,Crystal Palace,0
630,Remi Matthews,Crystal Palace,1
635,Joe Whitworth,Crystal Palace,0
656,Jordan Amissah,Sheffield Utd,0
662,Wes Foderingham,Sheffield Utd,1
668,Adam Davies,Sheffield Utd,0
673,Radek Vítek,Man Utd,0
