,name,team,minutes
3,Javier Manquillo Gaitán,Newcastle,0
9,Joël Veltman,Brighton,1
11,Lewis Dunk,Brighton,1
21,Michał Karbownik,Brighton,0
22,Dan Burn,Newcastle,1
23,Jarell Quansah,Liverpool,0
25,Jan Paul van Hecke,Brighton,0
28,Tariq Lamptey,Brighton,1
30,Igor Julio dos Santos de Paulo,Brighton,0
31,Adam Webster,Brighton,1
37,Pervis Estupiñán,Brighton,1
44,Manuel Akanji,Man City,1
46,Rúben Gato Alves Dias,Man City,1
48,Nathan Aké,Man City,1
50,João Cancelo,Man City,0
53,Rico Lewis,Man City,0
54,Micky van de Ven,Spurs,1
57,Sven Botman,Newcastle,0
58,Matt Targett,Newcastle,0
64,Sergio Gómez,Man City,0
65,John Stones,Man City,0
69,Paul Dummett,Newcastle,0
70,Jamaal Lascelles,Newcastle,1
72,Jamal Lewis,Newcastle,0
73,Harrison Ashby,Newcastle,0
76,Fabian Schär,Newcastle,1
80,Emil Krafth,Newcastle,0
91,Kell Watts,Newcastle,0
96,Kyle Walker,Man City,1
97,Aymeric Laporte,Man City,0
100,Kieran Trippier,Newcastle,1
103,Davinson Sánchez,Spurs,0
105,Joe Gomez,Liverpool,1
106,Konstantinos Tsimikas,Liverpool,0
107,Virgil van Dijk,Liverpool,1
109,Djed Spence,Spurs,0
112,Ryan Sessegnon,Spurs,0
113,Destiny Udogie,Spurs,1
114,Andrew Robertson,Liverpool,1
115,Joel Matip,Liverpool,1
116,Joe Rodon,Spurs,0
120,Ivan Perišić,Spurs,0
123,Ibrahima Konaté,Liverpool,1
128,Pedro Porro,Spurs,1
132,Nathaniel Phillips,Liverpool,0
135,Japhet Tanganga,Spurs,0
137,Trent Alexander-Arnold,Liverpool,1
140,Joško Gvardiol,Man City,0
145,Sepp van den Berg,Liverpool,0
146,Cristian Romero,Spurs,1
150,Ben Davies,Spurs,1
151,Emerson Leite de Souza Junior,Spurs,0
155,Eric Dier,Spurs,0
160,Tino Livramento,Newcastle,0
161,Alex Murphy,Newcastle,0
164,Lewis Hall,Newcastle,0
165,Calum Chambers,Aston Villa,0
168,Alexandre Moreno Lopera,Aston Villa,0
175,Ezri Konsa Ngoyo,Aston Villa,1
180,Owen Dodgson,Burnley,0
181,Tyrone Mings,Aston Villa,0
184,Kortney Hause,Aston Villa,0
185,Lucas Digne,Aston Villa,1
189,Diego Carlos Santos Silva,Aston Villa,0
190,Pau Torres,Aston Villa,1
192,Matty Cash,Aston Villa,1
199,Oleksandr Zinchenko,Arsenal,1
201,Benjamin White,Arsenal,1
202,Gabriel dos Santos Magalhães,Arsenal,1
206,Jakub Kiwior,Arsenal,0
209,Takehiro Tomiyasu,Arsenal,0
211,Jurriën Timber,Arsenal,0
220,Kieran Tierney,Arsenal,0
221,William Saliba,Arsenal,1
225,Cédric Alves Soares,Arsenal,0
235,Thilo Kehrer,West Ham,0
239,Kurt Zouma,West Ham,1
243,Aaron Cresswell,West Ham,0
249,Nayef Aguerd,West Ham,1
251,Vladimír Coufal,West Ham,1
252,Ben Johnson,West Ham,0
255,Emerson Palmieri dos Santos,West Ham,1
256,Angelo Ogbonna,West Ham,0
259,Kristoffer Ajer,Brentford,1
262,Mathias Jorgensen,Brentford,0
264,Nathan Collins,Brentford,1
265,Mads Bech Sørensen,Brentford,0
269,Mads Roerslev Rasmussen,Brentford,1
