index,name,team,points,value
Mohamed Salah2023-12-23T17:30:00Z,Mohamed Salah,Liverpool,7.690070420501226,132
Son Heung-min2023-12-23T15:00:00Z,Son Heung-min,Spurs,4.859018782869268,98
Jarrod Bowen2023-12-23T12:30:00Z,Jarrod Bowen,West Ham,4.738839112870537,77
Richarlison de Andrade2023-12-23T15:00:00Z,Richarlison de Andrade,Spurs,4.413675028349552,67
Dejan Kulusevski2023-12-23T15:00:00Z,Dejan Kulusevski,Spurs,4.361499869325295,71
Mohammed Kudus2023-12-23T12:30:00Z,Mohammed Kudus,West Ham,4.3457057726038935,67
Dwight McNeil2023-12-23T15:00:00Z,Dwight McNeil,Everton,4.251553327277478,54
Cole Palmer2023-12-24T13:00:00Z,Cole Palmer,Chelsea,4.213654443846712,56
Andreas Hoelgebaum Pereira2023-12-23T15:00:00Z,Andreas Hoelgebaum Pereira,Fulham,4.170226881749716,53
Martin Ødegaard2023-12-23T17:30:00Z,Martin Ødegaard,Arsenal,4.110820143987836,84
Bukayo Saka2023-12-23T17:30:00Z,Bukayo Saka,Arsenal,4.098484930190924,90
Bruno Borges Fernandes2023-12-23T12:30:00Z,Bruno Borges Fernandes,Man Utd,4.029572694783578,82
Anthony Gordon2023-12-23T15:00:00Z,Anthony Gordon,Newcastle,3.9389177454023994,62
John McGinn2023-12-22T20:00:00Z,John McGinn,Aston Villa,3.9099122998018814,55
Miguel Almirón Rejala2023-12-23T15:00:00Z,Miguel Almirón Rejala,Newcastle,3.8695884855896123,62
Jack Grealish2023-12-27T20:15:00Z,Jack Grealish,Man City,3.804710608704428,72
Leon Bailey2023-12-22T20:00:00Z,Leon Bailey,Aston Villa,3.7517836864624994,56
Phil Foden2023-12-27T20:15:00Z,Phil Foden,Man City,3.7287602874339045,76
Hwang Hee-chan2023-12-24T13:00:00Z,Hwang Hee-chan,Wolves,3.721888709752495,58
Kai Havertz2023-12-23T17:30:00Z,Kai Havertz,Arsenal,3.6140688720115377,71
James Ward-Prowse2023-12-23T12:30:00Z,James Ward-Prowse,West Ham,3.58498401369139,61
Scott McTominay2023-12-23T12:30:00Z,Scott McTominay,Man Utd,3.506695241638582,49
