index,name,team,points,value
Emiliano Martínez Romero2023-12-22T20:00:00Z,Emiliano Martínez Romero,Aston Villa,4.106032232865751,51
Jordan Pickford2023-12-23T15:00:00Z,Jordan Pickford,Everton,3.8205815911836596,44
Norberto Murara Neto2023-12-23T15:00:00Z,Norberto Murara Neto,Bournemouth,3.676227725072183,46
Bernd Leno2023-12-23T15:00:00Z,Bernd Leno,Fulham,3.5123902923661237,48
Martin Dubravka2023-12-23T15:00:00Z,Martin Dubravka,Newcastle,3.423731809311769,42
Mark Flekken2023-12-27T19:30:00Z,Mark Flekken,Brentford,3.3492161108547527,45
Guglielmo Vicario2023-12-23T15:00:00Z,Guglielmo Vicario,Spurs,3.2346622348895124,53
André Onana2023-12-23T12:30:00Z,André Onana,Man Utd,3.171778256424551,48
Ederson Santana de Moraes2023-12-27T20:15:00Z,Ederson Santana de Moraes,Man City,2.7883707072322275,55
Lukasz Fabianski2023-12-23T12:30:00Z,Lukasz Fabianski,West Ham,2.6995519080582895,42
Wes Foderingham2023-12-22T20:00:00Z,Wes Foderingham,Sheffield Utd,2.677962428885533,45
David Raya Martin2023-12-23T17:30:00Z,David Raya Martin,Arsenal,2.59247613658803,49
Alisson Ramses Becker2023-12-23T17:30:00Z,Alisson Ramses Becker,Liverpool,2.5893574589930477,56
Robert Sánchez2023-12-24T13:00:00Z,Robert Sánchez,Chelsea,2.4940691074047314,47
James Trafford2023-12-23T15:00:00Z,James Trafford,Burnley,2.4488010176825106,45
Thomas Kaminski2023-12-23T15:00:00Z,Thomas Kaminski,Luton,2.2514164939718646,45
Daniel Bentley2023-12-24T13:00:00Z,Daniel Bentley,Wolves,1.9978254594991747,39
Sam Johnstone2023-12-21T20:00:00Z,Sam Johnstone,Crystal Palace,1.9564811902659038,46
Bart Verbruggen2023-12-21T20:00:00Z,Bart Verbruggen,Brighton,1.8174015500886072,44
José Malheiro de Sá2023-12-24T13:00:00Z,José Malheiro de Sá,Wolves,1.7919532728509033,50
Matt Turner2023-12-23T15:00:00Z,Matt Turner,Nott'm Forest,1.4199103801787465,39
Djordje Petrovic2023-12-24T13:00:00Z,Djordje Petrovic,Chelsea,1.0677439796978483,45
Odysseas Vlachodimos2023-12-23T15:00:00Z,Odysseas Vlachodimos,Nott'm Forest,0.9755112483340435,45
Jason Steele2023-12-21T20:00:00Z,Jason Steele,Brighton,0.9571419106675584,43
Caoimhin Kelleher2023-12-23T17:30:00Z,Caoimhin Kelleher,Liverpool,0.9358974410820814,39
Dean Henderson2023-12-21T20:00:00Z,Dean Henderson,Crystal Palace,0.9325938899101862,44
Nick Pope2023-12-23T15:00:00Z,Nick Pope,Newcastle,0.6063095783050961,54
Sam Proctor2023-12-22T20:00:00Z,Sam Proctor,Aston Villa,0.396598231839026,40
Aaron Ramsdale2023-12-23T17:30:00Z,Aaron Ramsdale,Arsenal,0.3847945926617232,46
Remi Matthews2023-12-21T20:00:00Z,Remi Matthews,Crystal Palace,0.36193123958300716,39
Kepa Arrizabalaga2023-12-24T13:00:00Z,Kepa Arrizabalaga,Chelsea,0.3429613518859923,50
Vincent Angelini2023-12-27T19:30:00Z,Vincent Angelini,Brentford,0.29043662760443917,40
Hugo Lloris2023-12-23T15:00:00Z,Hugo Lloris,Spurs,0.2338981162415143,48
Marcelo de Araújo Pitaluga Filho2023-12-23T17:30:00Z,Marcelo de Araújo Pitaluga Filho,Liverpool,0.2324825552181363,40
Vicente Guaita2023-12-21T20:00:00Z,Vicente Guaita,Crystal Palace,0.18490355233727498,44
Alphonse Areola2023-12-23T12:30:00Z,Alphonse Areola,West Ham,0.11751299256387222,42
Robin Olsen2023-12-22T20:00:00Z,Robin Olsen,Aston Villa,0.11442769000039944,39
Fraser Forster2023-12-23T15:00:00Z,Fraser Forster,Spurs,0.10710086514161303,39
Tom King2023-12-24T13:00:00Z,Tom King,Wolves,0.09765455839772492,39
Mark Travers2023-12-23T15:00:00Z,Mark Travers,Bournemouth,0.08840870548124942,40
Ethan Horvath2023-12-23T15:00:00Z,Ethan Horvath,Nott'm Forest,0.08336974014969885,43
Arijanet Muric2023-12-23T15:00:00Z,Arijanet Muric,Burnley,0.07487154813242013,43
Steven Benda2023-12-23T15:00:00Z,Steven Benda,Fulham,0.07220606887467954,40
Ionuț Radu2023-12-23T15:00:00Z,Ionuț Radu,Bournemouth,0.06912654245364219,44
Filip Marschall2023-12-22T20:00:00Z,Filip Marschall,Aston Villa,0.06853075181907425,40
Viljami Sinisalo2023-12-22T20:00:00Z,Viljami Sinisalo,Aston Villa,0.06853075181907425,40
Oliwier Zych2023-12-22T20:00:00Z,Oliwier Zych,Aston Villa,0.06853075181907425,40
Stefan Ortega Moreno2023-12-27T20:15:00Z,Stefan Ortega Moreno,Man City,0.06556481580403364,39
