,name,team,minutes
3,Luke Harris,Fulham,
4,Adama Traoré,Fulham,
8,Riyad Mahrez,Man City,
9,Oscar Bobb,Man City,
13,Shea Charles,Man City,
14,Bernardo Veiga de Carvalho e Silva,Man City,
16,Phil Foden,Man City,
18,Kevin De Bruyne,Man City,
20,Rodrigo Hernandez,Man City,
21,Máximo Perrone,Man City,
27,Mateo Kovačić,Man City,
29,Jack Grealish,Man City,
31,Kalvin Phillips,Man City,
33,Omari Kellyman,Aston Villa,
34,Tyler Adams,Bournemouth,
36,James McConnell,Liverpool,
37,Ben Doak,Liverpool,
38,Bobby Clark,Liverpool,
44,John McGinn,Aston Villa,
45,Emiliano Buendía Stati,Aston Villa,
48,Morgan Sanson,Aston Villa,
50,Boubacar Kamara,Aston Villa,
52,Philippe Coutinho Correia,Aston Villa,
54,Jacob Ramsey,Aston Villa,
56,Jaden Philogene-Bidace,Aston Villa,
57,Douglas Luiz Soares de Paulo,Aston Villa,
58,Leon Bailey,Aston Villa,
59,Leander Dendoncker,Aston Villa,
60,Bertrand Traoré,Aston Villa,
61,Moussa Diaby,Aston Villa,
62,Youri Tielemans,Aston Villa,
65,Tim Iroegbunam,Aston Villa,
71,Mohamed Salah,Liverpool,
76,Stefan Bajcetic,Liverpool,
77,Dominik Szoboszlai,Liverpool,
81,Thiago Alcántara do Nascimento,Liverpool,
82,Luis Díaz,Liverpool,
84,Alexis Mac Allister,Liverpool,
85,Curtis Jones,Liverpool,
86,Fabio Henrique Tavares,Liverpool,
89,Harvey Elliott,Liverpool,
91,Jordan Henderson,Liverpool,
95,Diogo Teixeira da Silva,Liverpool,
96,Jeff Hendrick,Newcastle,
98,Jacob Murphy,Newcastle,
99,Garang Kuol,Newcastle,
103,Joe Willock,Newcastle,
105,Joelinton Cássio Apolinário de Lira,Newcastle,
110,Harvey Barnes,Newcastle,
111,Matt Ritchie,Newcastle,
112,Matheus Luiz Nunes,Man City,
115,Miguel Almirón Rejala,Newcastle,
116,Ryan Fraser,Newcastle,
117,Elliot Anderson,Newcastle,
118,Allan Saint-Maximin,Newcastle,
120,Sandro Tonali,Newcastle,
121,Isaac Hayden,Newcastle,
123,Sean Longstaff,Newcastle,
124,Anthony Gordon,Newcastle,
127,Bruno Guimarães Rodriguez Moura,Newcastle,
133,Pape Matar Sarr,Spurs,
139,Oliver Skipp,Spurs,
141,Dejan Kulusevski,Spurs,
142,Richarlison de Andrade,Spurs,
144,Manor Solomon,Spurs,
147,James Maddison,Spurs,
149,Giovani Lo Celso,Spurs,
150,Tanguy Ndombélé Alvaro,Spurs,
153,Son Heung-min,Spurs,
159,Fábio Ferreira Vieira,Arsenal,
160,Gabriel Martinelli Silva,Arsenal,
163,Granit Xhaka,Arsenal,
166,Emile Smith Rowe,Arsenal,
167,Declan Rice,Arsenal,
171,Reiss Nelson,Arsenal,
173,Marcus Oliveira Alencar,Arsenal,
174,Bukayo Saka,Arsenal,
175,Bryan Gil Salvatierra,Spurs,
176,Martin Ødegaard,Arsenal,
177,Mohamed Elneny,Arsenal,
180,Nicolas Pépé,Arsenal,
184,Rodrigo Bentancur,Spurs,
