,name,team,minutes
4,Julio Enciso,Brighton,0
5,Mahmoud Dahoud,Brighton,0
6,Steven Alzate,Brighton,0
9,Solly March,Brighton,1
10,Simon Adingra,Brighton,1
13,Kacper Kozłowski,Brighton,0
14,Kaoru Mitoma,Brighton,1
15,Facundo Buonanotte,Brighton,0
16,Pascal Groß,Brighton,1
22,James Milner,Brighton,1
23,Yasin Ayari,Brighton,0
25,Jeremy Sarmiento Morante,Brighton,0
29,Adam Lallana,Brighton,0
31,Jakub Moder,Brighton,0
33,Billy Gilmour,Brighton,1
35,Omari Kellyman,Aston Villa,0
39,Matt Ritchie,Newcastle,0
41,Jacob Murphy,Newcastle,1
42,Isaac Hayden,Newcastle,0
43,Miguel Almirón Rejala,Newcastle,1
45,Harvey Barnes,Newcastle,0
46,Ben Doak,Liverpool,0
50,Bruno Guimarães Rodriguez Moura,Newcastle,1
51,Sandro Tonali,Newcastle,1
52,Garang Kuol,Newcastle,0
56,James McConnell,Liverpool,0
58,Jeff Hendrick,Newcastle,0
61,Joe Willock,Newcastle,0
62,Joelinton Cássio Apolinário de Lira,Newcastle,1
63,Allan Saint-Maximin,Newcastle,0
66,Ryan Fraser,Newcastle,0
67,Anthony Gordon,Newcastle,1
69,Elliot Anderson,Newcastle,1
70,Bobby Clark,Liverpool,0
72,Sean Longstaff,Newcastle,1
73,Jack Hinshelwood,Brighton,0
78,John McGinn,Aston Villa,1
79,Leon Bailey,Aston Villa,1
81,Leander Dendoncker,Aston Villa,0
82,Boubacar Kamara,Aston Villa,1
83,Jaden Philogene-Bidace,Aston Villa,0
84,Jacob Ramsey,Aston Villa,0
86,Philippe Coutinho Correia,Aston Villa,0
88,Bertrand Traoré,Aston Villa,0
91,Douglas Luiz Soares de Paulo,Aston Villa,1
93,Tim Iroegbunam,Aston Villa,0
95,Emiliano Buendía Stati,Aston Villa,0
97,Moussa Diaby,Aston Villa,1
98,Morgan Sanson,Aston Villa,0
101,Youri Tielemans,Aston Villa,1
108,Curtis Jones,Liverpool,0
110,Oliver Skipp,Spurs,1
111,Tanguy Ndombélé Alvaro,Spurs,0
113,Luis Díaz,Liverpool,1
114,Thiago Alcántara do Nascimento,Liverpool,0
115,Diogo Teixeira da Silva,Liverpool,1
116,Dominik Szoboszlai,Liverpool,1
117,Harvey Elliott,Liverpool,1
121,Manor Solomon,Spurs,0
123,James Maddison,Spurs,1
126,Mohamed Salah,Liverpool,1
132,Alexis Mac Allister,Liverpool,1
137,Richarlison de Andrade,Spurs,1
138,Giovani Lo Celso,Spurs,1
139,Pape Matar Sarr,Spurs,1
142,Fabio Henrique Tavares,Liverpool,0
145,Son Heung-min,Spurs,1
146,Stefan Bajcetic,Liverpool,0
147,Dejan Kulusevski,Spurs,1
148,Jordan Henderson,Liverpool,0
156,Bryan Gil Salvatierra,Spurs,0
158,Rodrigo Bentancur,Spurs,0
159,Pierre-Emile Højbjerg,Spurs,1
162,Yves Bissouma,Spurs,0
164,Shea Charles,Man City,0
167,Phil Foden,Man City,1
170,Riyad Mahrez,Man City,0
174,Oscar Bobb,Man City,0
176,Bernardo Veiga de Carvalho e Silva,Man City,1
178,Lewis Miley,Newcastle,0
180,Kevin De Bruyne,Man City,0
183,Jack Grealish,Man City,1
184,Kalvin Phillips,Man City,0
188,Rodrigo Hernandez,Man City,1
189,Mateo Kovačić,Man City,0
190,Máximo Perrone,Man City,0
194,Fábio Ferreira Vieira,Arsenal,0
195,Martin Ødegaard,Arsenal,1
199,Gabriel Martinelli Silva,Arsenal,1
203,Mohamed Elneny,Arsenal,0
206,Granit Xhaka,Arsenal,0
208,Thomas Partey,Arsenal,0
211,Nicolas Pépé,Arsenal,0
212,Jorge Luiz Frello Filho,Arsenal,1
215,Bukayo Saka,Arsenal,1
216,Emile Smith Rowe,Arsenal,1
217,Reiss Nelson,Arsenal,0
219,Kai Havertz,Arsenal,1
221,Marcus Oliveira Alencar,Arsenal,0
222,Declan Rice,Arsenal,1
223,Leandro Trossard,Arsenal,1
227,Edson Álvarez Velázquez,West Ham,1
228,Moisés Caicedo Corozo,Chelsea,1
229,Saïd Benrahma,West Ham,0
232,Jarrod Bowen,West Ham,1
234,Pablo Fornals Malla,West Ham,1
235,Nikola Vlašić,West Ham,0
237,Conor Coventry,West Ham,0
241,Tomáš Souček,West Ham,1
244,Maxwel Cornet,West Ham,0
247,Flynn Downes,West Ham,0
250,Lucas Tolentino Coelho de Lima,West Ham,1
253,Matheus Luiz Nunes,Man City,0
254,Brennan Johnson,Spurs,1
255,Tommy Doyle,Wolves,1
256,James McAtee,Sheffield Utd,1
258,Lewis Dobbin,Everton,0
259,Albert Sambi Lokonga,Luton,0
260,Tyler Onyango,Everton,0
262,Cole Palmer,Chelsea,1
265,Mathias Jensen,Brentford,1
269,Vitaly Janelt,Brentford,1
275,Frank Onyeka,Brentford,1
277,Josh Dasilva,Brentford,0
278,Keane Lewis-Potter,Brentford,0
280,Kevin Schade,Brentford,0
286,Christian Nørgaard,Brentford,1
287,Bryan Mbeumo,Brentford,1
290,Mads Bidstrup,Brentford,0
292,Yegor Yarmolyuk,Brentford,1
294,Mikkel Damsgaard,Brentford,0
295,Shandon Baptiste,Brentford,0
296,Sergi Canós Tenés,Brentford,0
298,Ryan Trevitt,Brentford,0
303,Arnaut Danjuma Groeneveld,Everton,1
304,Demarai Gray,Everton,0
308,James Garner,Everton,1
319,Abdoulaye Doucouré,Everton,1
320,Jean-Philippe Gbamin,Everton,0
321,André Tavares Gomes,Everton,0
323,Dwight McNeil,Everton,1
324,Amadou Onana,Everton,1
326,Idrissa Gueye,Everton,0
327,Dele Alli,Everton,0
328,Manuel Benson Hedilazio,Burnley,0
329,Jacob Bruun Larsen,Burnley,1
330,Jack Cork,Burnley,0
331,Jóhann Berg Gudmundsson,Burnley,0
334,Josh Brownhill,Burnley,1
337,Scott Twine,Burnley,0
338,Luca Koleosho,Burnley,1
341,Enock Agyei,Burnley,0
342,Josh Cullen,Burnley,1
344,Samuel Bastien,Burnley,0
345,Anass Zaroury,Burnley,0
348,Nathan Redmond,Burnley,1
349,Dara Costelloe,Burnley,0
352,Darko Churlinov,Burnley,0
357,Sander Berge,Burnley,1
365,Omari Forson,Man Utd,0
367,Noni Madueke,Chelsea,0
368,Lesley Ugochukwu,Chelsea,0
376,Mykhailo Mudryk,Chelsea,1
383,Raheem Sterling,Chelsea,1
384,Enzo Fernández,Chelsea,1
385,Ângelo Gabriel Borges Damaceno,Chelsea,0
387,Conor Gallagher,Chelsea,1
388,Christian Pulisic,Chelsea,0
391,Hakim Ziyech,Chelsea,0
392,Ian Maatsen,Chelsea,0
393,Carney Chukwuemeka,Chelsea,0
395,Joe Hodge,Wolves,0
396,Jadon Sancho,Man Utd,0
397,Antony Matheus dos Santos,Man Utd,1
398,Carlos Henrique Casimiro,Man Utd,0
399,Facundo Pellistri Rebollo,Man Utd,0
400,Pablo Sarabia,Wolves,1
401,Daniel Castelo Podence,Wolves,0
411,Boubacar Traoré,Wolves,1
417,Frederico Rodrigues de Paula Santos,Man Utd,0
422,Gonçalo Manuel Ganchinho Guedes,Wolves,0
425,Alejandro Garnacho,Man Utd,1
426,Francisco Jorge Tomás Oliveira,Wolves,0
427,Hannibal Mejbri,Man Utd,0
429,Amad Diallo,Man Utd,0
432,Donny van de Beek,Man Utd,0
434,Hwang Hee-chan,Wolves,1
435,Scott McTominay,Man Utd,1
438,Mason Mount,Man Utd,0
439,Pedro Lomba Neto,Wolves,1
441,Christian Eriksen,Man Utd,1
442,Bruno Borges Fernandes,Man Utd,1
445,Marcus Rashford,Man Utd,1
447,Mario Lemina,Wolves,0
448,João Victor Gomes da Silva,Wolves,1
449,Luke Cundle,Wolves,0
450,Bruno Cavaco Jordão,Wolves,0
451,Kobbie Mainoo,Man Utd,0
455,Harry Arter,Nott'm Forest,0
457,Cheikhou Kouyaté,Nott'm Forest,1
462,Brandon Aguilera Zamora,Nott'm Forest,0
465,Danilo dos Santos de Oliveira,Nott'm Forest,0
469,Andrey Nascimento dos Santos,Nott'm Forest,0
470,Orel Mangala,Nott'm Forest,1
