,name,team,minutes
2,Jakub Moder,Brighton,0
3,Riyad Mahrez,Man City,0
7,Facundo Buonanotte,Brighton,1
12,Shea Charles,Man City,0
14,Simon Adingra,Brighton,1
15,Solly March,Brighton,0
17,Steven Alzate,Brighton,0
19,Bobby Clark,Liverpool,0
20,Billy Gilmour,Brighton,1
22,Bernardo Veiga de Carvalho e Silva,Man City,0
24,James McConnell,Liverpool,0
29,Mahmoud Dahoud,Brighton,1
32,Kevin De Bruyne,Man City,0
33,Oscar Bobb,Man City,0
34,Kaoru Mitoma,Brighton,1
35,Kacper Kozłowski,Brighton,0
36,Julio Enciso,Brighton,0
37,James Milner,Brighton,0
40,Pascal Groß,Brighton,0
43,Phil Foden,Man City,1
44,Jeremy Sarmiento Morante,Brighton,0
47,Ben Doak,Liverpool,0
50,Adam Lallana,Brighton,0
53,Yasin Ayari,Brighton,0
54,Máximo Perrone,Man City,0
56,Rodrigo Hernandez,Man City,1
58,Mateo Kovačić,Man City,0
59,Jack Grealish,Man City,1
64,Kalvin Phillips,Man City,1
66,Richarlison de Andrade,Spurs,1
69,Jack Hinshelwood,Brighton,0
70,James Maddison,Spurs,1
72,Tanguy Ndombélé Alvaro,Spurs,0
75,Giovani Lo Celso,Spurs,0
79,Dejan Kulusevski,Spurs,1
81,Son Heung-min,Spurs,1
84,Oliver Skipp,Spurs,0
85,Manor Solomon,Spurs,1
88,Pape Matar Sarr,Spurs,1
89,Yves Bissouma,Spurs,1
92,Pierre-Emile Højbjerg,Spurs,1
95,Rodrigo Bentancur,Spurs,0
98,Bryan Gil Salvatierra,Spurs,0
101,Diogo Teixeira da Silva,Liverpool,1
104,Mohamed Salah,Liverpool,1
105,Dominik Szoboszlai,Liverpool,1
106,Luis Díaz,Liverpool,1
107,Alexis Mac Allister,Liverpool,1
109,Fabio Henrique Tavares,Liverpool,0
110,Omari Kellyman,Aston Villa,0
112,Harvey Elliott,Liverpool,0
113,Jordan Henderson,Liverpool,0
118,James McAtee,Sheffield Utd,1
123,Curtis Jones,Liverpool,1
124,Thiago Alcántara do Nascimento,Liverpool,0
126,Stefan Bajcetic,Liverpool,0
127,Tim Iroegbunam,Aston Villa,0
130,Douglas Luiz Soares de Paulo,Aston Villa,1
131,Leander Dendoncker,Aston Villa,1
133,Leon Bailey,Aston Villa,1
134,Jacob Ramsey,Aston Villa,1
136,Emiliano Buendía Stati,Aston Villa,0
137,Bertrand Traoré,Aston Villa,0
142,John McGinn,Aston Villa,1
143,Moussa Diaby,Aston Villa,1
144,Morgan Sanson,Aston Villa,0
147,Youri Tielemans,Aston Villa,1
152,Philippe Coutinho Correia,Aston Villa,0
153,Jaden Philogene-Bidace,Aston Villa,0
154,Boubacar Kamara,Aston Villa,1
157,Matheus Luiz Nunes,Man City,1
159,Edson Álvarez Velázquez,West Ham,1
165,Tommy Doyle,Wolves,0
166,Kai Havertz,Arsenal,1
169,Leandro Trossard,Arsenal,0
170,Gabriel Martinelli Silva,Arsenal,0
174,Fábio Ferreira Vieira,Arsenal,1
175,Emile Smith Rowe,Arsenal,1
177,Martin Ødegaard,Arsenal,1
178,Bukayo Saka,Arsenal,1
179,Reiss Nelson,Arsenal,1
180,Mohamed Elneny,Arsenal,0
183,Declan Rice,Arsenal,1
185,Thomas Partey,Arsenal,0
186,Granit Xhaka,Arsenal,0
188,Jorge Luiz Frello Filho,Arsenal,1
190,Marcus Oliveira Alencar,Arsenal,0
192,Nicolas Pépé,Arsenal,0
193,Pablo Fornals Malla,West Ham,1
199,Tomáš Souček,West Ham,1
200,Jarrod Bowen,West Ham,1
204,Flynn Downes,West Ham,0
205,Saïd Benrahma,West Ham,0
207,Maxwel Cornet,West Ham,0
208,Nikola Vlašić,West Ham,0
210,Lucas Tolentino Coelho de Lima,West Ham,1
216,Conor Coventry,West Ham,0
220,Joelinton Cássio Apolinário de Lira,Newcastle,0
222,Matt Ritchie,Newcastle,0
223,Jeff Hendrick,Newcastle,0
224,Joe Willock,Newcastle,0
226,Moisés Caicedo Corozo,Chelsea,1
228,Brennan Johnson,Spurs,1
229,Mikkel Damsgaard,Brentford,0
230,Miguel Almirón Rejala,Newcastle,1
232,Mathias Jensen,Brentford,1
233,Kevin Schade,Brentford,0
235,Mads Bidstrup,Brentford,0
237,Keane Lewis-Potter,Brentford,1
242,Vitaly Janelt,Brentford,1
244,Albert Sambi Lokonga,Luton,1
250,Yegor Yarmolyuk,Brentford,0
252,Josh Dasilva,Brentford,0
255,Ryan Trevitt,Brentford,0
260,Anthony Gordon,Newcastle,1
261,Jacob Murphy,Newcastle,0
262,Ryan Fraser,Newcastle,0
263,Harvey Barnes,Newcastle,1
264,Frank Onyeka,Brentford,1
266,Elliot Anderson,Newcastle,1
267,Garang Kuol,Newcastle,0
272,Isaac Hayden,Newcastle,0
274,Sean Longstaff,Newcastle,1
276,Sergi Canós Tenés,Brentford,0
278,Bruno Guimarães Rodriguez Moura,Newcastle,1
279,Bryan Mbeumo,Brentford,1
280,Shandon Baptiste,Brentford,0
283,Allan Saint-Maximin,Newcastle,0
285,Sandro Tonali,Newcastle,1
286,Christian Nørgaard,Brentford,1
289,Cheikhou Kouyaté,Nott'm Forest,0
295,Harry Arter,Nott'm Forest,0
300,Ryan Yates,Nott'm Forest,0
301,Gustavo Henrique Furtado Scarpa,Nott'm Forest,0
304,Orel Mangala,Nott'm Forest,1
306,Anthony Elanga,Nott'm Forest,1
307,Lewis O'Brien,Nott'm Forest,0
309,Danilo dos Santos de Oliveira,Nott'm Forest,0
311,Remo Freuler,Nott'm Forest,0
314,Morgan Gibbs-White,Nott'm Forest,1
315,Brandon Aguilera Zamora,Nott'm Forest,0
317,Braian Ojeda Rodríguez,Nott'm Forest,0
323,Alex Mighten,Nott'm Forest,0
325,Andrey Nascimento dos Santos,Nott'm Forest,0
327,Jonjo Shelvey,Nott'm Forest,0
328,Josh Bowler,Nott'm Forest,0
330,Matheus França de Oliveira,Crystal Palace,0
331,Jesurun Rak-Sakyi,Crystal Palace,0
334,Andre Brooks,Sheffield Utd,0
337,Malcolm Ebiowei,Crystal Palace,0
341,Naouirou Ahamada,Crystal Palace,0
342,Eberechi Eze,Crystal Palace,1
345,Will Hughes,Crystal Palace,1
346,Michael Olise,Crystal Palace,0
350,Omari Forson,Man Utd,0
353,Jefferson Lerma Solís,Crystal Palace,0
354,Jeffrey Schlupp,Crystal Palace,1
358,Jairo Riedewald,Crystal Palace,0
360,Jordan Ayew,Crystal Palace,1
361,Vini de Souza Costa,Sheffield Utd,1
362,Cheick Doucouré,Crystal Palace,1
366,Kobbie Mainoo,Man Utd,0
368,Mason Mount,Man Utd,0
371,Donny van de Beek,Man Utd,0
372,Facundo Pellistri Rebollo,Man Utd,0
374,Jadon Sancho,Man Utd,0
379,Bruno Borges Fernandes,Man Utd,1
382,Antony Matheus dos Santos,Man Utd,0
383,Scott McTominay,Man Utd,1
384,Marcus Rashford,Man Utd,1
385,Hannibal Mejbri,Man Utd,1
387,Carlos Henrique Casimiro,Man Utd,1
388,Alejandro Garnacho,Man Utd,0
389,Amad Diallo,Man Utd,0
395,Frederico Rodrigues de Paula Santos,Man Utd,0
396,Christian Eriksen,Man Utd,0
404,Oliver Norwood,Sheffield Utd,1
405,Pedro Lomba Neto,Wolves,1
409,Pablo Sarabia,Wolves,0
417,Anis Slimane,Sheffield Utd,1
419,Ben Osborn,Sheffield Utd,0
422,Joe Hodge,Wolves,0
424,Francisco Jorge Tomás Oliveira,Wolves,0
425,Hwang Hee-chan,Wolves,1
428,Gonçalo Manuel Ganchinho Guedes,Wolves,0
432,João Victor Gomes da Silva,Wolves,1
434,John Fleck,Sheffield Utd,0
436,Luke Cundle,Wolves,0
437,Daniel Castelo Podence,Wolves,0
440,Bruno Cavaco Jordão,Wolves,0
444,Boubacar Traoré,Wolves,1
452,Mario Lemina,Wolves,1
454,Cole Palmer,Chelsea,1
459,Ismaila Coulibaly,Sheffield Utd,0
463,Ryan Christie,Bournemouth,1
465,Hamed Traorè,Bournemouth,0
466,Gavin Kilkenny,Bournemouth,0
467,Emiliano Marcondes,Bournemouth,0
469,Ben Pearson,Bournemouth,0
470,David Brooks,Bournemouth,1
472,Siriki Dembélé,Bournemouth,0
473,Dango Ouattara,Bournemouth,1
475,Jaidon Anthony,Bournemouth,0
476,Jamal Lowe,Bournemouth,0
477,Marcus Tavernier,Bournemouth,1
478,Justin Kluivert,Bournemouth,1
480,Joe Rothwell,Bournemouth,0
481,Philip Billing,Bournemouth,1
486,Lewis Cook,Bournemouth,1
490,Willian Borges da Silva,Fulham,1
492,Lewis Miley,Newcastle,0
493,Alex Scott,Bournemouth,0
495,Alex Iwobi,Fulham,1
498,Tyrese Francois,Fulham,0
501,Bobby De Cordova-Reid,Fulham,1
504,Tom Cairney,Fulham,0
506,Callum Hudson-Odoi,Nott'm Forest,1
513,Saša Lukić,Fulham,0
515,Andreas Hoelgebaum Pereira,Fulham,1
516,Ivan Neves Abreu Cavaleiro,Fulham,0
518,Anthony Knockaert,Fulham,0
520,Harrison Reed,Fulham,1
521,João Palhinha Gonçalves,Fulham,1
522,Harry Wilson,Fulham,1
523,Tyler Onyango,Everton,0
526,Lewis Dobbin,Everton,0
529,Matthew Dibley-Dias,Fulham,0
533,Abdoulaye Doucouré,Everton,1
534,Arnaut Danjuma Groeneveld,Everton,1
537,Amadou Onana,Everton,1
539,André Tavares Gomes,Everton,0
543,Ângelo Gabriel Borges Damaceno,Chelsea,0
545,James Garner,Everton,1
548,Raheem Sterling,Chelsea,1
549,Jean-Philippe Gbamin,Everton,0
552,Lesley Ugochukwu,Chelsea,1
554,Noni Madueke,Chelsea,0
561,Mykhailo Mudryk,Chelsea,1
565,Idrissa Gueye,Everton,1
566,Ian Maatsen,Chelsea,0
567,Carney Chukwuemeka,Chelsea,0
568,Christian Pulisic,Chelsea,0
570,Conor Gallagher,Chelsea,1
572,Dele Alli,Everton,0
573,Demarai Gray,Everton,0
575,Dwight McNeil,Everton,1
578,Enzo Fernández,Chelsea,1
581,Hakim Ziyech,Chelsea,0
585,Michael Olakigbe,Brentford,1
