,name,team,minutes
4,Igor Julio dos Santos de Paulo,Brighton,0
5,Micky van de Ven,Spurs,1
6,Rúben Gato Alves Dias,Man City,1
18,Tariq Lamptey,Brighton,1
23,Rico Lewis,Man City,0
27,Nathan Aké,Man City,1
28,Manuel Akanji,Man City,1
30,Lewis Dunk,Brighton,1
38,Joël Veltman,Brighton,1
41,João Cancelo,Man City,0
42,Pervis Estupiñán,Brighton,1
45,Jarell Quansah,Liverpool,0
46,Jan Paul van Hecke,Brighton,0
48,Michał Karbownik,Brighton,0
51,Adam Webster,Brighton,1
55,Aymeric Laporte,Man City,0
57,Sergio Gómez,Man City,0
61,Kyle Walker,Man City,1
65,John Stones,Man City,0
68,Ryan Sessegnon,Spurs,0
71,Ivan Perišić,Spurs,0
74,Japhet Tanganga,Spurs,0
76,Djed Spence,Spurs,0
77,Cristian Romero,Spurs,1
78,Destiny Udogie,Spurs,1
80,Davinson Sánchez,Spurs,0
83,Pedro Porro,Spurs,1
86,Joe Rodon,Spurs,0
87,Joško Gvardiol,Man City,1
90,Emerson Leite de Souza Junior,Spurs,0
94,Eric Dier,Spurs,0
96,Ben Davies,Spurs,0
100,Andrew Robertson,Liverpool,1
102,Nathaniel Phillips,Liverpool,0
103,Sepp van den Berg,Liverpool,0
108,Konstantinos Tsimikas,Liverpool,0
114,Ibrahima Konaté,Liverpool,0
115,Joel Matip,Liverpool,1
116,Joe Gomez,Liverpool,1
120,Virgil van Dijk,Liverpool,1
125,Trent Alexander-Arnold,Liverpool,0
128,Pau Torres,Aston Villa,1
129,Alexandre Moreno Lopera,Aston Villa,0
132,Calum Chambers,Aston Villa,0
139,Tyrone Mings,Aston Villa,0
140,Lucas Digne,Aston Villa,1
149,Matty Cash,Aston Villa,1
150,Kortney Hause,Aston Villa,0
151,Diego Carlos Santos Silva,Aston Villa,0
155,Ezri Konsa Ngoyo,Aston Villa,1
161,Oleksandr Zinchenko,Arsenal,1
162,Jurriën Timber,Arsenal,0
163,Kieran Tierney,Arsenal,0
164,Takehiro Tomiyasu,Arsenal,0
168,Gabriel dos Santos Magalhães,Arsenal,1
171,Benjamin White,Arsenal,1
176,William Saliba,Arsenal,1
182,Jakub Kiwior,Arsenal,0
184,Cédric Alves Soares,Arsenal,0
189,Rob Holding,Crystal Palace,0
195,Vladimír Coufal,West Ham,1
196,Javier Manquillo Gaitán,Newcastle,0
198,Thilo Kehrer,West Ham,0
201,Aaron Cresswell,West Ham,0
202,Angelo Ogbonna,West Ham,0
203,Kurt Zouma,West Ham,1
206,Dan Burn,Newcastle,1
211,Nayef Aguerd,West Ham,1
212,Emerson Palmieri dos Santos,West Ham,1
214,Ben Johnson,West Ham,0
219,Matt Targett,Newcastle,0
221,Mathias Jorgensen,Brentford,0
227,Paul Dummett,Newcastle,0
