index,name,team,points,value
Alisson Ramses Becker2023-09-24T13:00:00Z,Alisson Ramses Becker,Liverpool,4.494041,55
José Malheiro de Sá2023-09-23T14:00:00Z,José Malheiro de Sá,Wolves,4.385248,50
Nick Pope2023-09-24T15:30:00Z,Nick Pope,Newcastle,4.321313,55
Ederson Santana de Moraes2023-09-23T14:00:00Z,Ederson Santana de Moraes,Man City,3.859397,56
Robert Sánchez2023-09-24T13:00:00Z,Robert Sánchez,Chelsea,3.7184763,46
Bernd Leno2023-09-23T14:00:00Z,Bernd Leno,Fulham,3.698554,46
Mark Flekken2023-09-23T16:30:00Z,Mark Flekken,Brentford,3.591786,45
Norberto Murara Neto2023-09-24T13:00:00Z,Norberto Murara Neto,Bournemouth,3.4187214,45
André Onana2023-09-23T19:00:00Z,André Onana,Man Utd,3.3760586,49
Sam Johnstone2023-09-23T14:00:00Z,Sam Johnstone,Crystal Palace,3.3093681,45
Jason Steele2023-09-24T13:00:00Z,Jason Steele,Brighton,3.0256853,44
Jordan Pickford2023-09-23T16:30:00Z,Jordan Pickford,Everton,2.8545105,44
Wes Foderingham2023-09-24T15:30:00Z,Wes Foderingham,Sheffield Utd,2.5829139,45
Guglielmo Vicario2023-09-24T13:00:00Z,Guglielmo Vicario,Spurs,2.5505753,51
Emiliano Martínez Romero2023-09-24T13:00:00Z,Emiliano Martínez Romero,Aston Villa,2.4765005,49
Bart Verbruggen2023-09-24T13:00:00Z,Bart Verbruggen,Brighton,2.401261,44
Alphonse Areola2023-09-24T13:00:00Z,Alphonse Areola,West Ham,2.1417823,41
Matt Turner2023-09-23T14:00:00Z,Matt Turner,Nott'm Forest,1.8542182,40
Aaron Ramsdale2023-09-24T13:00:00Z,Aaron Ramsdale,Arsenal,1.7696229,50
David Raya Martin2023-09-24T13:00:00Z,David Raya Martin,Arsenal,1.2276611,48
Robin Olsen2023-09-24T13:00:00Z,Robin Olsen,Aston Villa,0.6683043,40
Kepa Arrizabalaga2023-09-24T13:00:00Z,Kepa Arrizabalaga,Chelsea,0.40512395,50
Dean Henderson2023-09-23T14:00:00Z,Dean Henderson,Crystal Palace,0.36820447,45
Lukasz Fabianski2023-09-24T13:00:00Z,Lukasz Fabianski,West Ham,0.32516146,43
Vicente Guaita2023-09-23T14:00:00Z,Vicente Guaita,Crystal Palace,0.18048978,44
Ethan Horvath2023-09-23T14:00:00Z,Ethan Horvath,Nott'm Forest,0.13594747,44
Adrián San Miguel del Castillo2023-09-24T13:00:00Z,Adrián San Miguel del Castillo,Liverpool,0.08486152,40
Stefan Ortega Moreno2023-09-23T14:00:00Z,Stefan Ortega Moreno,Man City,0.03035736,39
Tom King2023-09-23T14:00:00Z,Tom King,Wolves,0.024275541,40
João Neves Virgínia2023-09-23T16:30:00Z,João Neves Virgínia,Everton,0.017759323,39
