,name,team,minutes
1,Omari Kellyman,Aston Villa,0
7,Facundo Buonanotte,Brighton,0
10,Steven Alzate,Brighton,0
12,James Milner,Brighton,1
13,James McConnell,Liverpool,0
14,Simon Adingra,Brighton,1
17,Ben Doak,Liverpool,0
18,Jakub Moder,Brighton,0
20,Billy Gilmour,Brighton,1
21,Bobby Clark,Liverpool,0
24,Pascal Groß,Brighton,1
27,Mahmoud Dahoud,Brighton,1
28,Jeremy Sarmiento Morante,Brighton,0
29,Solly March,Brighton,1
30,Kaoru Mitoma,Brighton,1
31,Kacper Kozłowski,Brighton,0
33,Edson Álvarez Velázquez,West Ham,1
34,Adam Lallana,Brighton,1
35,Yasin Ayari,Brighton,0
38,Julio Enciso,Brighton,0
40,Tim Iroegbunam,Aston Villa,0
41,Boubacar Kamara,Aston Villa,1
42,Bertrand Traoré,Aston Villa,0
43,Jacob Ramsey,Aston Villa,0
44,Jaden Philogene-Bidace,Aston Villa,0
45,Leander Dendoncker,Aston Villa,0
47,Leon Bailey,Aston Villa,1
49,John McGinn,Aston Villa,1
53,Youri Tielemans,Aston Villa,1
58,Emiliano Buendía Stati,Aston Villa,0
59,Moussa Diaby,Aston Villa,1
61,Morgan Sanson,Aston Villa,0
62,Douglas Luiz Soares de Paulo,Aston Villa,1
65,Philippe Coutinho Correia,Aston Villa,0
69,Moisés Caicedo Corozo,Chelsea,1
71,Jack Hinshelwood,Brighton,0
77,Fabio Henrique Tavares,Liverpool,0
79,Mateo Kovačić,Man City,1
80,Mathias Jensen,Brentford,1
84,Giovani Lo Celso,Spurs,0
86,Mohamed Salah,Liverpool,1
88,Flynn Downes,West Ham,0
91,Matt Ritchie,Newcastle,0
94,Garang Kuol,Newcastle,0
95,Mikkel Damsgaard,Brentford,0
98,Miguel Almirón Rejala,Newcastle,1
99,Frank Onyeka,Brentford,1
100,Maxwel Cornet,West Ham,0
101,Máximo Perrone,Man City,0
108,James Maddison,Spurs,1
109,James McAtee,Sheffield Utd,0
112,Kevin Schade,Brentford,1
113,Jarrod Bowen,West Ham,1
114,Kevin De Bruyne,Man City,0
116,Jeff Hendrick,Newcastle,0
117,Keane Lewis-Potter,Brentford,1
119,Kalvin Phillips,Man City,1
122,Joe Willock,Newcastle,0
125,Joelinton Cássio Apolinário de Lira,Newcastle,1
129,Josh Dasilva,Brentford,0
138,Manor Solomon,Spurs,1
139,Harvey Barnes,Newcastle,1
140,Harvey Elliott,Liverpool,1
143,Mads Bidstrup,Brentford,0
147,Luis Díaz,Liverpool,1
