,name,team,minutes
0,Jason Steele,Brighton,0
3,Bart Verbruggen,Brighton,1
5,Tom McGill,Brighton,0
15,Kjell Scherpen,Brighton,0
32,Joseph Anang,West Ham,0
48,Emiliano Martínez Romero,Aston Villa,1
63,Viljami Sinisalo,Aston Villa,0
64,Robin Olsen,Aston Villa,0
78,Guglielmo Vicario,Spurs,1
87,George Shelvey,Nott'm Forest,0
97,Matthew Cox,Brentford,0
102,Fraser Forster,Spurs,0
104,Martin Dubravka,Newcastle,0
106,Mark Gillespie,Newcastle,0
107,Mark Flekken,Brentford,1
118,Karl Darlow,Newcastle,0
134,Lukasz Fabianski,West Ham,0
142,Hugo Lloris,Spurs,0
150,Loris Karius,Newcastle,0
158,Nick Pope,Newcastle,1
160,Scott Carson,Man City,0
176,Brandon Austin,Spurs,0
188,Stefan Ortega Moreno,Man City,0
189,Caoimhin Kelleher,Liverpool,0
190,Alfie Whiteman,Spurs,0
192,Zack Steffen,Man City,0
196,Adrián San Miguel del Castillo,Liverpool,0
203,Alisson Ramses Becker,Liverpool,1
206,Alphonse Areola,West Ham,1
211,Thomas Strakosha,Brentford,0
248,Ellery Balcombe,Brentford,0
251,Ederson Santana de Moraes,Man City,1
259,Wayne Hennessey,Nott'm Forest,0
268,Robert Sánchez,Chelsea,1
273,Marcus Bettinelli,Chelsea,0
278,Rúnar Alex Rúnarsson,Arsenal,0
286,Matt Turner,Nott'm Forest,1
294,Kepa Arrizabalaga,Chelsea,0
309,David Raya Martin,Arsenal,0
318,Ethan Horvath,Nott'm Forest,0
334,Aaron Ramsdale,Arsenal,1
337,Karl Hein,Arsenal,0
355,Tom Heaton,Man Utd,0
363,André Onana,Man Utd,1
377,Gabriel Słonina,Chelsea,0
405,Lucas Bergström,Chelsea,0
409,Darren Randolph,Bournemouth,0
410,Tom King,Wolves,0
417,Daniel Bentley,Wolves,0
418,Ionuț Radu,Bournemouth,0
425,Matija Šarkić,Wolves,0
458,Mark Travers,Bournemouth,0
463,Adam Davies,Sheffield Utd,0
465,José Malheiro de Sá,Wolves,1
470,Jordan Amissah,Sheffield Utd,0
477,Norberto Murara Neto,Bournemouth,1
485,Wes Foderingham,Sheffield Utd,1
490,Vicente Guaita,Crystal Palace,0
499,Joe Whitworth,Crystal Palace,0
518,Marek Rodák,Fulham,0
521,Remi Matthews,Crystal Palace,0
529,Dean Henderson,Crystal Palace,0
544,Sam Johnstone,Crystal Palace,1
548,Bernd Leno,Fulham,1
554,João Neves Virgínia,Everton,0
575,Andy Lonergan,Everton,0
584,Jordan Pickford,Everton,1
