index,name,team,points,value
Trent Alexander-Arnold2023-12-09T12:30:00Z,Trent Alexander-Arnold,Liverpool,3.8485994,81
Kieran Trippier2023-12-10T16:30:00Z,Kieran Trippier,Newcastle,3.7161741,70
Pedro Porro2023-12-10T16:30:00Z,Pedro Porro,Spurs,3.1688685,53
Diogo Dalot Teixeira2023-12-09T15:00:00Z,Diogo Dalot Teixeira,Man Utd,2.958973,50
Rúben Gato Alves Dias2023-12-10T14:00:00Z,Rúben Gato Alves Dias,Man City,2.9280412,55
Fabian Schär2023-12-10T16:30:00Z,Fabian Schär,Newcastle,2.924623,53
Luke Shaw2023-12-09T15:00:00Z,Luke Shaw,Man Utd,2.7848148,52
Lucas Digne2023-12-09T17:30:00Z,Lucas Digne,Aston Villa,2.7520738,47
James Tarkowski2023-12-10T14:00:00Z,James Tarkowski,Everton,2.7184782,44
Antonee Robinson2023-12-10T14:00:00Z,Antonee Robinson,Fulham,2.68189,44
Nélson Cabral Semedo2023-12-09T15:00:00Z,Nélson Cabral Semedo,Wolves,2.6197152,45
Pau Torres2023-12-09T17:30:00Z,Pau Torres,Aston Villa,2.6113117,46
Kyle Walker2023-12-10T14:00:00Z,Kyle Walker,Man City,2.5851603,53
Ben Mee2023-12-09T15:00:00Z,Ben Mee,Brentford,2.5702667,48
Virgil van Dijk2023-12-09T12:30:00Z,Virgil van Dijk,Liverpool,2.5607617,61
Joachim Andersen2023-12-09T12:30:00Z,Joachim Andersen,Crystal Palace,2.5234485,51
Adam Smith2023-12-09T15:00:00Z,Adam Smith,Bournemouth,2.5005326,44
Harry Maguire2023-12-09T15:00:00Z,Harry Maguire,Man Utd,2.486301,43
Vitalii Mykolenko2023-12-10T14:00:00Z,Vitalii Mykolenko,Everton,2.4574542,45
Toti António Gomes2023-12-09T15:00:00Z,Toti António Gomes,Wolves,2.4473426,44
Tino Livramento2023-12-10T16:30:00Z,Tino Livramento,Newcastle,2.4156642,43
Ashley Young2023-12-10T14:00:00Z,Ashley Young,Everton,2.4150772,44
William Saliba2023-12-09T17:30:00Z,William Saliba,Arsenal,2.3699284,55
Max Kilman2023-12-09T15:00:00Z,Max Kilman,Wolves,2.3505874,45
Thiago Emiliano da Silva2023-12-10T14:00:00Z,Thiago Emiliano da Silva,Chelsea,2.3296547,50
Oleksandr Zinchenko2023-12-09T17:30:00Z,Oleksandr Zinchenko,Arsenal,2.3140376,52
Gabriel dos Santos Magalhães2023-12-09T17:30:00Z,Gabriel dos Santos Magalhães,Arsenal,2.311299,49
Diego Carlos Santos Silva2023-12-09T17:30:00Z,Diego Carlos Santos Silva,Aston Villa,2.2837353,44
Manuel Akanji2023-12-10T14:00:00Z,Manuel Akanji,Man City,2.2684026,49
