,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
377,327,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-116,7213,0,116,327,Admiral Muskwe,45,FWD,Luton,Newcastle,Luton
378,328,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-748,18548,597,1345,328,Chiedozie Ogbene,49,FWD,Luton,Newcastle,Luton
379,329,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,122,0,0,329,Fred Onyedinma,50,MID,Luton,Newcastle,Luton
380,330,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,97,2009,449,352,330,Gabriel Osho,44,DEF,Luton,Newcastle,Luton
381,331,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-110,6546,0,110,331,Aribim Pepple,45,FWD,Luton,Newcastle,Luton
382,332,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-108,5570,0,108,332,Dion Pereira,44,MID,Luton,Newcastle,Luton
383,333,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,178,8115,582,404,333,Dan Potts,39,DEF,Luton,Newcastle,Luton
384,334,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-38,2394,0,38,334,Glen Rea,44,MID,Luton,Newcastle,Luton
385,335,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-300,12541,68,368,335,James Shea,43,GKP,Luton,Newcastle,Luton
386,336,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-151,8691,0,151,336,Joe Taylor,45,FWD,Luton,Newcastle,Luton
387,337,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-3,401,0,3,337,Elliot Thorpe,45,MID,Luton,Newcastle,Luton
388,338,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-7,935,0,7,338,Jack Walton,40,GKP,Luton,Newcastle,Luton
389,339,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-198,14415,0,198,339,Louie Watson,44,MID,Luton,Newcastle,Luton
390,340,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-3594,83221,320,3914,340,Cauley Woodrow,44,FWD,Luton,Newcastle,Luton
391,393,146,Arsenal,0,True,2023-12-05T20:15:00Z,3,4,15,90,0,0,0,4,0,0,0,0,0,0,0,16,26.6,0.6,7.0,3.4,1,0.01,0.01,0.02,2.44,39,3224,164533,12049,8825,393,Teden Mengi,39,DEF,Luton,Newcastle,Luton
392,553,156,Man City,1,True,2023-12-10T14:00:00Z,1,2,16,83,0,0,0,2,0,0,0,0,0,0,0,8,12.8,1.8,0.0,1.5,1,0.00,0.01,0.01,1.60,43,-222,10353,48,270,553,Ryan Giles,43,DEF,Luton,Newcastle,Luton
393,575,156,Man City,1,True,2023-12-10T14:00:00Z,1,2,16,89,0,0,0,2,0,0,0,0,0,0,0,9,21.6,0.3,0.0,2.2,1,0.00,0.00,0.00,1.60,43,-2190,21884,37,2227,575,Tom Lockyer,43,DEF,Luton,Newcastle,Luton
394,582,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-286,3700,62,348,582,Pelly Ruddock Mpanzu,47,MID,Luton,Newcastle,Luton
395,586,156,Man City,1,True,2023-12-10T14:00:00Z,1,2,16,6,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,6.0,0.6,0,0.03,0.00,0.03,0.00,48,-432,8377,150,582,586,Tahith Chong,48,MID,Luton,Newcastle,Luton
396,602,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-29961,525742,1642,31603,602,Issa Kaboré,40,DEF,Luton,Newcastle,Luton
397,614,156,Man City,2,True,2023-12-10T14:00:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,4,0,16,28.2,0.0,0.0,2.8,1,0.00,0.00,0.00,1.60,45,-2344,26879,1427,3771,614,Thomas Kaminski,45,GKP,Luton,Newcastle,Luton
398,630,156,Man City,2,True,2023-12-10T14:00:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,0,0,5,11.4,3.1,1.0,1.6,1,0.03,0.03,0.06,1.60,49,950,9692,1586,636,630,Ross Barkley,49,MID,Luton,Newcastle,Luton
399,631,156,Man City,2,True,2023-12-10T14:00:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,0,0,5,3.6,1.9,4.0,1.0,1,0.00,0.05,0.05,1.60,49,506,17494,1557,1051,631,Jacob Brown,49,FWD,Luton,Newcastle,Luton
400,648,156,Man City,0,True,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-16,1817,0,16,648,Aidan Francis-Clarke,40,DEF,Luton,Newcastle,Luton
401,665,162,Bournemouth,0,False,2023-12-16T15:00:00Z,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,55,4234,177,122,665,Tim Krul,44,GKP,Luton,Newcastle,Luton
402,682,162,Bournemouth,0,False,2023-12-16T15:00:00Z,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,45,4462,235,190,682,Joseph Johnson,40,DEF,Luton,Newcastle,Luton
403,341,156,Luton,1,False,2023-12-10T14:00:00Z,1,2,16,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,43510,606731,54346,10836,341,Manuel Akanji,49,DEF,Everton,Man City,Man City
404,342,156,Luton,2,False,2023-12-10T14:00:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,0,0,22,21.8,11.7,8.0,4.2,1,0.00,0.15,0.15,0.33,50,-4695,541815,15241,19936,342,Nathan Aké,50,DEF,Everton,Man City,Man City
405,343,156,Luton,5,False,2023-12-10T14:00:00Z,1,2,16,90,0,1,0,1,0,0,0,0,0,0,0,15,27.4,18.2,11.0,5.7,1,0.47,0.30,0.77,0.33,70,-48172,2985228,88187,136359,343,Julián Álvarez,69,FWD,Everton,Man City,Man City
406,344,156,Luton,9,False,2023-12-10T14:00:00Z,1,2,16,90,1,0,0,1,0,0,0,0,0,0,2,32,50.2,38.2,30.0,11.8,1,0.14,0.15,0.29,0.33,64,9807,339179,35954,26147,344,Bernardo Veiga de Carvalho e Silva,64,MID,Everton,Man City,Man City
407,345,156,Luton,0,False,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-126,5932,260,386,345,Oscar Bobb,44,MID,Everton,Man City,Man City
408,346,156,Luton,0,False,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-383,109534,0,383,346,João Cancelo,58,DEF,Everton,Man City,Man City
409,347,156,Luton,0,False,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,-138,8910,121,259,347,Scott Carson,39,GKP,Everton,Man City,Man City
410,348,156,Luton,0,False,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,36,0,0,348,Shea Charles,45,MID,Everton,Man City,Man City
411,349,156,Luton,0,False,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,102,7,162521,787,780,349,Kevin De Bruyne,102,MID,Everton,Man City,Man City
412,350,156,Luton,2,False,2023-12-10T14:00:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,0,0,5,15.8,1.9,19.0,3.7,1,0.15,0.02,0.17,0.33,55,4317,744145,17704,13387,350,Rúben Gato Alves Dias,55,DEF,Everton,Man City,Man City
413,352,156,Luton,2,False,2023-12-10T14:00:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,1,0,10,8.0,0.0,0.0,0.8,1,0.00,0.00,0.00,0.33,55,79126,1807845,100043,20917,352,Ederson Santana de Moraes,55,GKP,Everton,Man City,Man City
414,353,156,Luton,2,False,2023-12-10T14:00:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,0,0,10,16.8,32.9,36.0,8.6,1,0.13,0.06,0.19,0.33,76,119406,1196026,148002,28596,353,Phil Foden,76,MID,Everton,Man City,Man City
415,354,156,Luton,10,False,2023-12-10T14:00:00Z,1,2,16,90,1,0,0,1,0,0,0,0,0,0,3,35,41.8,19.4,34.0,9.5,1,0.42,0.39,0.81,0.33,72,3527,165707,5835,2308,354,Jack Grealish,72,MID,Everton,Man City,Man City
416,355,156,Luton,0,False,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,140,73122,8812520,93107,19985,355,Erling Haaland,139,FWD,Everton,Man City,Man City
417,356,156,Luton,2,False,2023-12-10T14:00:00Z,1,2,16,82,0,0,0,1,0,0,0,0,0,0,0,17,11.4,18.1,1.0,3.1,1,0.05,0.06,0.11,0.30,47,-499,39818,345,844,356,Mateo Kovačić,47,MID,Everton,Man City,Man City
418,357,156,Luton,0,False,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-37,11206,0,37,357,Aymeric Laporte,49,DEF,Everton,Man City,Man City
419,358,156,Luton,0,False,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,1277,34351,2334,1057,358,Rico Lewis,43,DEF,Everton,Man City,Man City
420,359,156,Luton,0,False,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,75,-18,4314,0,18,359,Riyad Mahrez,75,MID,Everton,Man City,Man City
421,361,156,Luton,0,False,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,-2744,81871,952,3696,361,Stefan Ortega Moreno,39,GKP,Everton,Man City,Man City
422,363,156,Luton,0,False,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-11,1037,0,11,363,Máximo Perrone,44,MID,Everton,Man City,Man City
423,364,156,Luton,0,False,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-38,3970,36,74,364,Kalvin Phillips,47,MID,Everton,Man City,Man City
424,365,156,Luton,1,False,2023-12-10T14:00:00Z,1,2,16,90,0,0,0,1,0,0,0,1,0,0,0,10,14.8,20.6,16.0,5.1,1,0.18,0.20,0.38,0.33,56,-8011,561127,11184,19195,365,Rodrigo Hernandez,56,MID,Everton,Man City,Man City
425,366,156,Luton,0,False,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,-735,106461,3225,3960,366,Sergio Gómez,39,DEF,Everton,Man City,Man City
426,367,156,Luton,0,False,2023-12-10T14:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,-452,21878,344,796,367,Zack Steffen,39,GKP,Everton,Man City,Man City
427,368,156,Luton,1,False,2023-12-10T14:00:00Z,1,2,16,21,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.0,0.0,0.2,0,0.00,0.00,0.00,0.03,53,6848,308244,9541,2693,368,John Stones,53,DEF,Everton,Man City,Man City
428,369,156,Luton,2,False,2023-12-10T14:00:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,0,0,12,11.8,20.4,1.0,3.3,1,0.02,0.12,0.14,0.33,53,48514,1697627,87788,39274,369,Kyle Walker,53,DEF,Everton,Man City,Man City
429,566,156,Luton,1,False,2023-12-10T14:00:00Z,1,2,16,7,0,0,0,0,0,0,0,0,0,0,0,3,4.2,0.3,2.0,0.7,0,0.00,0.00,0.00,0.03,48,-209,10296,60,269,566,Matheus Luiz Nunes,48,MID,Everton,Man City,Man City
430,616,156,Luton,2,False,2023-12-10T14:00:00Z,1,2,16,68,0,0,0,1,0,0,0,0,0,0,0,5,6.0,4.4,10.0,2.0,1,0.04,0.02,0.06,0.30,49,-7033,375895,5908,12941,616,Joško Gvardiol,49,DEF,Everton,Man City,Man City
431,209,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,68,-1215,90124,50,1265,209,Mason Mount,68,MID,West Ham,Man Utd,Man Utd
432,370,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1,544,0,1,370,Alex Telles,45,DEF,West Ham,Man Utd,Man Utd
433,371,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-7,2117,39,46,371,Amad Diallo,44,MID,West Ham,Man Utd,Man Utd
434,372,157,Bournemouth,2,True,2023-12-09T15:00:00Z,0,3,16,78,0,0,0,3,0,0,0,0,0,0,0,15,14.6,31.6,9.0,5.5,1,0.06,0.19,0.25,1.06,68,2614,61725,3275,661,372,Antony Matheus dos Santos,68,MID,West Ham,Man Utd,Man Utd
435,373,157,Bournemouth,1,True,2023-12-09T15:00:00Z,0,3,16,90,0,0,0,3,0,0,0,1,0,0,0,18,21.8,81.0,11.0,11.4,1,0.06,0.45,0.51,1.48,83,6027,1420129,63012,56985,373,Bruno Borges Fernandes,82,MID,West Ham,Man Utd,Man Utd
436,374,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-92,7160,0,92,374,Brandon Williams,40,DEF,West Ham,Man Utd,Man Utd
437,375,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-109,9839,0,109,375,Eric Bailly,40,DEF,West Ham,Man Utd,Man Utd
438,376,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-3348,217717,43,3391,376,Carlos Henrique Casimiro,54,MID,West Ham,Man Utd,Man Utd
439,377,157,Bournemouth,1,True,2023-12-09T15:00:00Z,0,3,16,90,0,0,0,3,0,0,0,0,0,0,0,15,12.0,17.6,14.0,4.4,1,0.16,0.08,0.24,1.48,50,57246,508539,71769,14523,377,Diogo Dalot Teixeira,51,DEF,West Ham,Man Utd,Man Utd
440,379,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-1041,41265,27,1068,379,Christian Eriksen,58,MID,West Ham,Man Utd,Man Utd
441,380,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-124,13557,0,124,380,Álvaro Fernández Carreras,40,DEF,West Ham,Man Utd,Man Utd
442,381,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-18,3834,0,18,381,Frederico Rodrigues de Paula Santos,50,MID,West Ham,Man Utd,Man Utd
443,382,157,Bournemouth,2,True,2023-12-09T15:00:00Z,0,3,16,78,0,0,0,3,0,0,0,0,0,0,0,12,10.2,29.5,36.0,7.6,1,0.10,0.07,0.17,1.06,48,95259,310102,102194,6935,382,Alejandro Garnacho,48,MID,West Ham,Man Utd,Man Utd
444,383,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1467,20004,137,1604,383,Hannibal Mejbri,44,MID,West Ham,Man Utd,Man Utd
445,384,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-115,9236,60,175,384,Tom Heaton,40,GKP,West Ham,Man Utd,Man Utd
446,386,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-4624,66396,7052,11676,386,Victor Lindelöf,45,DEF,West Ham,Man Utd,Man Utd
447,387,157,Bournemouth,1,True,2023-12-09T15:00:00Z,0,3,16,90,0,0,0,3,0,0,0,0,0,0,0,15,24.8,1.9,24.0,5.1,1,0.06,0.02,0.08,1.48,43,88249,381700,92719,4470,387,Harry Maguire,43,DEF,West Ham,Man Utd,Man Utd
448,388,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-264,16416,2377,2641,388,Kobbie Mainoo,44,MID,West Ham,Man Utd,Man Utd
449,389,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-11,2395,19,30,389,Tyrell Malacia,43,DEF,West Ham,Man Utd,Man Utd
450,390,157,Bournemouth,1,True,2023-12-09T15:00:00Z,0,3,16,55,0,0,0,1,0,0,0,0,0,0,0,1,5.2,16.1,13.0,3.4,1,0.04,0.02,0.06,0.62,64,-1203,41090,1576,2779,390,Anthony Martial,64,FWD,West Ham,Man Utd,Man Utd
451,391,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-2359,237991,52,2411,391,Lisandro Martínez,47,DEF,West Ham,Man Utd,Man Utd
452,392,157,Bournemouth,2,True,2023-12-09T15:00:00Z,0,3,16,90,0,0,0,3,0,0,0,0,0,0,0,9,3.8,4.7,44.0,5.3,1,0.52,0.04,0.56,1.48,49,128275,261195,133530,5255,392,Scott McTominay,49,MID,West Ham,Man Utd,Man Utd
453,394,157,Bournemouth,1,True,2023-12-09T15:00:00Z,0,3,16,11,0,0,0,0,0,0,0,0,0,0,0,3,1.4,0.8,2.0,0.4,0,0.00,0.05,0.05,0.42,44,-1510,23875,486,1996,394,Facundo Pellistri Rebollo,44,MID,West Ham,Man Utd,Man Utd
454,395,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-7767,239546,462,8229,395,Raphaël Varane,49,DEF,West Ham,Man Utd,Man Utd
455,396,157,Bournemouth,1,True,2023-12-09T15:00:00Z,0,3,16,11,0,0,0,0,0,0,0,0,0,0,0,4,5.2,0.3,4.0,1.0,0,0.00,0.00,0.00,0.42,85,-54140,1177665,4367,58507,396,Marcus Rashford,85,MID,West Ham,Man Utd,Man Utd
456,397,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,67,-146,40413,34,180,397,Jadon Sancho,67,MID,West Ham,Man Utd,Man Utd
457,398,157,Bournemouth,1,True,2023-12-09T15:00:00Z,0,3,16,78,0,0,0,3,0,0,0,0,0,0,0,12,12.0,2.9,0.0,1.5,1,0.00,0.02,0.02,1.06,52,32949,374119,36724,3775,398,Luke Shaw,52,DEF,West Ham,Man Utd,Man Utd
458,399,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-269,27080,738,1007,399,Shola Shoretire,44,FWD,West Ham,Man Utd,Man Utd
459,400,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-15,4337,41,56,400,Donny van de Beek,47,MID,West Ham,Man Utd,Man Utd
460,401,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-9368,240446,2068,11436,401,Aaron Wan-Bissaka,44,DEF,West Ham,Man Utd,Man Utd
461,508,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,90,0,0,0,3,0,0,0,1,0,0,0,13,21.0,33.5,15.0,7.0,1,0.12,0.14,0.26,1.48,44,-2345,44727,1346,3691,508,Sergio Reguilón,44,DEF,West Ham,Man Utd,Man Utd
462,597,157,Bournemouth,1,True,2023-12-09T15:00:00Z,0,3,16,90,0,0,0,3,0,0,0,0,0,1,0,14,16.6,0.0,0.0,1.7,1,0.00,0.00,0.00,1.48,48,87415,1655188,110747,23332,597,André Onana,48,GKP,West Ham,Man Utd,Man Utd
463,617,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,34,0,0,0,2,0,0,0,1,0,0,0,1,3.4,11.2,4.0,1.9,0,0.04,0.01,0.05,0.85,69,5286,338919,23875,18589,617,Rasmus Højlund,68,FWD,West Ham,Man Utd,Man Utd
464,632,157,Bournemouth,0,True,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-10,1644,36,46,632,Omari Forson,44,MID,West Ham,Man Utd,Man Utd
465,669,166,Liverpool,0,False,2023-12-17T16:30:00Z,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-9,2947,51,60,669,Radek Vítek,40,GKP,West Ham,Man Utd,Man Utd
466,204,159,Spurs,1,False,2023-12-10T16:30:00Z,4,1,16,16,0,0,0,1,0,0,0,0,0,0,0,-1,4.6,0.3,0.0,0.5,0,0.00,0.00,0.00,1.44,43,-401,16781,190,591,204,Lewis Hall,43,DEF,Luton,Newcastle,Newcastle
467,402,159,Spurs,2,False,2023-12-10T16:30:00Z,4,1,16,63,0,0,0,3,0,0,0,0,0,0,0,7,14.6,3.1,17.0,3.5,1,0.14,0.04,0.18,2.30,62,-13440,440159,10122,23562,402,Miguel Almirón Rejala,62,MID,Luton,Newcastle,Newcastle
468,403,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-13948,216265,1419,15367,403,Elliot Anderson,42,MID,Luton,Newcastle,Newcastle
469,404,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-12,1346,0,12,404,Harrison Ashby,40,DEF,Luton,Newcastle,Newcastle
470,405,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-24555,547943,183,24738,405,Sven Botman,45,DEF,Luton,Newcastle,Newcastle
471,406,159,Spurs,2,False,2023-12-10T16:30:00Z,4,1,16,90,0,0,0,4,0,0,0,0,0,0,0,13,22.8,6.3,3.0,3.2,1,0.05,0.19,0.24,3.88,58,-2312,212234,3222,5534,406,Bruno Guimarães Rodriguez Moura,58,MID,Luton,Newcastle,Newcastle
472,407,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-31358,297697,139,31497,407,Dan Burn,44,DEF,Luton,Newcastle,Newcastle
473,408,159,Spurs,0,False,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-11,830,0,11,408,Karl Darlow,40,GKP,Luton,Newcastle,Newcastle
