index,name,team,points,value
Mohamed Salah2023-11-12T14:00:00Z,Mohamed Salah,Liverpool,5.1654396,129
Erling Haaland2023-11-12T16:30:00Z,Erling Haaland,Man City,4.407867,140
Bruno Borges Fernandes2023-11-11T15:00:00Z,Bruno Borges Fernandes,Man Utd,4.2170486,83
Trent Alexander-Arnold2023-11-12T14:00:00Z,Trent Alexander-Arnold,Liverpool,4.147164,79
Jérémy Doku2023-12-03T16:30:00Z,Jérémy Doku,Man City,4.055756,68
Son Heung-min2023-11-11T12:30:00Z,Son Heung-min,Spurs,3.9782805,97
Hwang Hee-chan2023-11-11T12:30:00Z,Hwang Hee-chan,Wolves,3.783224,55
Bryan Mbeumo2023-11-12T14:00:00Z,Bryan Mbeumo,Brentford,3.7410145,68
Kieran Trippier2023-11-11T17:30:00Z,Kieran Trippier,Newcastle,3.7073007,70
Bukayo Saka2023-11-11T15:00:00Z,Bukayo Saka,Arsenal,3.6352706,86
Kaoru Mitoma2023-11-12T14:00:00Z,Kaoru Mitoma,Brighton,3.6290412,65
Ollie Watkins2023-11-12T14:00:00Z,Ollie Watkins,Aston Villa,3.6265078,84
Jack Harrison2023-11-26T16:30:00Z,Jack Harrison,Everton,3.6152453,55
Alisson Ramses Becker2023-11-12T14:00:00Z,Alisson Ramses Becker,Liverpool,3.5527272,56
Guglielmo Vicario2023-11-11T12:30:00Z,Guglielmo Vicario,Spurs,3.5489712,52
Luis Sinisterra2023-12-09T15:00:00Z,Luis Sinisterra,Bournemouth,3.5430002,55
Conor Gallagher2023-11-12T16:30:00Z,Conor Gallagher,Chelsea,3.5241494,54
Raheem Sterling2023-11-12T16:30:00Z,Raheem Sterling,Chelsea,3.5205817,69
Lucas Digne2023-11-12T14:00:00Z,Lucas Digne,Aston Villa,3.514072,47
Julián Álvarez2023-11-12T16:30:00Z,Julián Álvarez,Man City,3.4823709,72
James Maddison2023-11-11T12:30:00Z,James Maddison,Spurs,3.478191,80
James Ward-Prowse2023-11-25T15:00:00Z,James Ward-Prowse,West Ham,3.455051,62
Moussa Diaby2023-11-12T14:00:00Z,Moussa Diaby,Aston Villa,3.4538627,68
Nick Pope2023-11-11T17:30:00Z,Nick Pope,Newcastle,3.367217,55
Virgil van Dijk2023-11-12T14:00:00Z,Virgil van Dijk,Liverpool,3.3369417,61
Jarrod Bowen2023-11-12T14:00:00Z,Jarrod Bowen,West Ham,3.330584,76
Pascal Groß2023-11-12T14:00:00Z,Pascal Groß,Brighton,3.3092709,63
Bernd Leno2023-11-12T14:00:00Z,Bernd Leno,Fulham,3.2745242,47
Max Kilman2023-11-11T12:30:00Z,Max Kilman,Wolves,3.2243958,45
Pedro Porro2023-11-11T12:30:00Z,Pedro Porro,Spurs,3.2134633,52
Lewis Dunk2023-11-12T14:00:00Z,Lewis Dunk,Brighton,3.208622,50
André Onana2023-11-11T15:00:00Z,André Onana,Man Utd,3.2033362,48
Rayan Aït-Nouri2023-11-11T12:30:00Z,Rayan Aït-Nouri,Wolves,3.146411,45
Darwin Núñez Ribeiro2023-11-12T14:00:00Z,Darwin Núñez Ribeiro,Liverpool,3.1235785,75
Christian Nørgaard2023-11-12T14:00:00Z,Christian Nørgaard,Brentford,3.0970616,55
Gabriel Martinelli Silva2023-11-11T15:00:00Z,Gabriel Martinelli Silva,Arsenal,3.0902987,78
Callum Wilson2023-11-11T17:30:00Z,Callum Wilson,Newcastle,3.0630403,79
Mohammed Kudus2023-12-07T20:15:00Z,Mohammed Kudus,West Ham,3.0623431,66
Nicolas Jackson2023-11-12T16:30:00Z,Nicolas Jackson,Chelsea,3.0534286,68
Tim Ream2023-11-12T14:00:00Z,Tim Ream,Fulham,3.0381951,45
Phil Foden2023-11-12T16:30:00Z,Phil Foden,Man City,3.0207071,75
Diogo Teixeira da Silva2023-11-12T14:00:00Z,Diogo Teixeira da Silva,Liverpool,3.00953,77
José Malheiro de Sá2023-11-11T12:30:00Z,José Malheiro de Sá,Wolves,2.9879222,50
Fabian Schär2023-11-11T17:30:00Z,Fabian Schär,Newcastle,2.9677444,52
Jordan Pickford2023-11-11T15:00:00Z,Jordan Pickford,Everton,2.9609327,44
Kyle Walker2023-11-12T16:30:00Z,Kyle Walker,Man City,2.9457746,53
Diogo Dalot Teixeira2023-11-11T15:00:00Z,Diogo Dalot Teixeira,Man Utd,2.9426951,50
Emiliano Martínez Romero2023-11-12T14:00:00Z,Emiliano Martínez Romero,Aston Villa,2.9271588,49
Robert Sánchez2023-11-12T16:30:00Z,Robert Sánchez,Chelsea,2.9183679,46
James Trafford2023-11-11T15:00:00Z,James Trafford,Burnley,2.9049883,45
Morgan Gibbs-White2023-11-12T14:00:00Z,Morgan Gibbs-White,Nott'm Forest,2.9032402,57
Dejan Kulusevski2023-11-11T12:30:00Z,Dejan Kulusevski,Spurs,2.8932538,70
Pedro Lomba Neto2023-11-11T12:30:00Z,Pedro Lomba Neto,Wolves,2.8859568,56
Dominic Solanke2023-11-11T17:30:00Z,Dominic Solanke,Bournemouth,2.8829236,64
Thiago Emiliano da Silva2023-11-12T16:30:00Z,Thiago Emiliano da Silva,Chelsea,2.8821702,50
William Saliba2023-11-11T15:00:00Z,William Saliba,Arsenal,2.8748727,53
Lloyd Kelly2023-11-11T17:30:00Z,Lloyd Kelly,Bournemouth,2.8699532,45
Douglas Luiz Soares de Paulo2023-11-12T14:00:00Z,Douglas Luiz Soares de Paulo,Aston Villa,2.8685253,56
Pau Torres2023-11-12T14:00:00Z,Pau Torres,Aston Villa,2.8675008,46
Matty Cash2023-11-12T14:00:00Z,Matty Cash,Aston Villa,2.8572202,52
Max Aarons2023-11-11T17:30:00Z,Max Aarons,Bournemouth,2.8548872,45
Murillo Santiago Costa dos Santos2023-12-06T19:30:00Z,Murillo Santiago Costa dos Santos,Nott'm Forest,2.845312,45
John McGinn2023-11-12T14:00:00Z,John McGinn,Aston Villa,2.8435867,55
Joachim Andersen2023-11-11T15:00:00Z,Joachim Andersen,Crystal Palace,2.8418994,51
Dominik Szoboszlai2023-11-12T14:00:00Z,Dominik Szoboszlai,Liverpool,2.8213944,71
Gustavo Hamer2023-11-25T15:00:00Z,Gustavo Hamer,Sheffield Utd,2.8163815,50
Cole Palmer2023-11-12T16:30:00Z,Cole Palmer,Chelsea,2.7947297,51
Matheus Santos Carneiro Da Cunha2023-11-11T12:30:00Z,Matheus Santos Carneiro Da Cunha,Wolves,2.7845168,55
Alexis Mac Allister2023-11-12T14:00:00Z,Alexis Mac Allister,Liverpool,2.7802799,58
Joelinton Cássio Apolinário de Lira2023-11-11T17:30:00Z,Joelinton Cássio Apolinário de Lira,Newcastle,2.7785883,58
Sam Johnstone2023-11-11T15:00:00Z,Sam Johnstone,Crystal Palace,2.7779589,46
Benjamin White2023-11-11T15:00:00Z,Benjamin White,Arsenal,2.7755232,58
Mathias Jensen2023-11-12T14:00:00Z,Mathias Jensen,Brentford,2.759189,54
Eddie Nketiah2023-11-11T15:00:00Z,Eddie Nketiah,Arsenal,2.7368927,57
Rasmus Højlund2023-11-11T15:00:00Z,Rasmus Højlund,Man Utd,2.7213285,71
Illia Zabarnyi2023-11-11T17:30:00Z,Illia Zabarnyi,Bournemouth,2.7150493,44
Evan Ferguson2023-11-12T14:00:00Z,Evan Ferguson,Brighton,2.7135968,60
Bernardo Veiga de Carvalho e Silva2023-11-12T16:30:00Z,Bernardo Veiga de Carvalho e Silva,Man City,2.7074552,63
Sofyan Amrabat2023-12-09T15:00:00Z,Sofyan Amrabat,Man Utd,2.7016659,50
David Raya Martin2023-11-11T15:00:00Z,David Raya Martin,Arsenal,2.7004912,49
Marc Guéhi2023-11-11T15:00:00Z,Marc Guéhi,Crystal Palace,2.6947808,46
Alphonse Areola2023-11-12T14:00:00Z,Alphonse Areola,West Ham,2.686373,43
Declan Rice2023-11-11T15:00:00Z,Declan Rice,Arsenal,2.6794548,54
Boubacar Kamara2023-11-12T14:00:00Z,Boubacar Kamara,Aston Villa,2.6672559,50
Yoane Wissa2023-11-12T14:00:00Z,Yoane Wissa,Brentford,2.6657157,59
Antonee Robinson2023-11-12T14:00:00Z,Antonee Robinson,Fulham,2.6650333,44
Jordan Ayew2023-11-11T15:00:00Z,Jordan Ayew,Crystal Palace,2.6550694,54
Andreas Hoelgebaum Pereira2023-11-12T14:00:00Z,Andreas Hoelgebaum Pereira,Fulham,2.6393538,54
Ezri Konsa Ngoyo2023-11-12T14:00:00Z,Ezri Konsa Ngoyo,Aston Villa,2.6251702,45
Calvin Bassey2023-11-12T14:00:00Z,Calvin Bassey,Fulham,2.60893,44
Dominic Calvert-Lewin2023-11-11T15:00:00Z,Dominic Calvert-Lewin,Everton,2.6005182,58
John Stones2023-11-12T16:30:00Z,John Stones,Man City,2.5994933,53
Dara O'Shea2023-11-11T15:00:00Z,Dara O'Shea,Burnley,2.5949998,44
Philip Billing2023-11-11T17:30:00Z,Philip Billing,Bournemouth,2.5879364,52
Vitaly Janelt2023-11-12T14:00:00Z,Vitaly Janelt,Brentford,2.5842013,53
Bruno Guimarães Rodriguez Moura2023-11-11T17:30:00Z,Bruno Guimarães Rodriguez Moura,Newcastle,2.5809789,58
Nayef Aguerd2023-11-12T14:00:00Z,Nayef Aguerd,West Ham,2.5643983,45
Christian Eriksen2023-11-11T15:00:00Z,Christian Eriksen,Man Utd,2.5494227,59
Anthony Elanga2023-11-12T14:00:00Z,Anthony Elanga,Nott'm Forest,2.5492337,50
Alex Iwobi2023-11-12T14:00:00Z,Alex Iwobi,Fulham,2.5449407,54
Odsonne Edouard2023-11-11T15:00:00Z,Odsonne Edouard,Crystal Palace,2.5291724,55
Tyrick Mitchell2023-11-11T15:00:00Z,Tyrick Mitchell,Crystal Palace,2.52568,46
Rodrigo Hernandez2023-11-12T16:30:00Z,Rodrigo Hernandez,Man City,2.5141795,56
Nathan Collins2023-11-12T14:00:00Z,Nathan Collins,Brentford,2.5127263,45
Willian Borges da Silva2023-11-12T14:00:00Z,Willian Borges da Silva,Fulham,2.4980402,53
Odysseas Vlachodimos2023-12-09T15:00:00Z,Odysseas Vlachodimos,Nott'm Forest,2.4972115,45
Will Hughes2023-11-11T15:00:00Z,Will Hughes,Crystal Palace,2.4948065,49
Craig Dawson2023-11-11T12:30:00Z,Craig Dawson,Wolves,2.4938872,45
Ibrahima Konaté2023-11-12T14:00:00Z,Ibrahima Konaté,Liverpool,2.4908357,49
Reece James2023-11-12T16:30:00Z,Reece James,Chelsea,2.4905443,53
Harry Maguire2023-11-11T15:00:00Z,Harry Maguire,Man Utd,2.4898891,42
Ethan Pinnock2023-11-12T14:00:00Z,Ethan Pinnock,Brentford,2.4855738,45
Anthony Gordon2023-11-11T17:30:00Z,Anthony Gordon,Newcastle,2.4743853,58
Mykhailo Mudryk2023-11-12T16:30:00Z,Mykhailo Mudryk,Chelsea,2.468324,63
Moisés Caicedo Corozo2023-11-12T16:30:00Z,Moisés Caicedo Corozo,Chelsea,2.438564,47
Jamaal Lascelles2023-11-11T17:30:00Z,Jamaal Lascelles,Newcastle,2.411384,41
Kristoffer Ajer2023-11-12T14:00:00Z,Kristoffer Ajer,Brentford,2.405393,45
Luis Díaz2023-11-12T14:00:00Z,Luis Díaz,Liverpool,2.4025655,74
Marcus Rashford2023-11-11T15:00:00Z,Marcus Rashford,Man Utd,2.4019556,86
Vladimír Coufal2023-11-12T14:00:00Z,Vladimír Coufal,West Ham,2.3988838,46
Leon Bailey2023-11-12T14:00:00Z,Leon Bailey,Aston Villa,2.3983178,55
Neal Maupay2023-11-12T14:00:00Z,Neal Maupay,Brentford,2.3959274,49
Cristian Romero2023-11-11T12:30:00Z,Cristian Romero,Spurs,2.3801994,50
Thomas Kaminski2023-11-11T15:00:00Z,Thomas Kaminski,Luton,2.3691378,45
Orel Mangala2023-11-12T14:00:00Z,Orel Mangala,Nott'm Forest,2.3455477,50
James Garner2023-11-11T15:00:00Z,James Garner,Everton,2.335947,49
Marc Cucurella Saseta2023-11-12T16:30:00Z,Marc Cucurella Saseta,Chelsea,2.3231764,48
Miguel Almirón Rejala2023-11-11T17:30:00Z,Miguel Almirón Rejala,Newcastle,2.3187492,63
Olu Aina2023-11-12T14:00:00Z,Olu Aina,Nott'm Forest,2.299095,45
Cheick Doucouré2023-11-11T15:00:00Z,Cheick Doucouré,Crystal Palace,2.2756262,50
Abdoulaye Doucouré2023-11-11T15:00:00Z,Abdoulaye Doucouré,Everton,2.2717311,55
Nathan Aké2023-11-12T16:30:00Z,Nathan Aké,Man City,2.2589216,50
Joško Gvardiol2023-11-12T16:30:00Z,Joško Gvardiol,Man City,2.2477722,50
Charlie Taylor2023-11-11T15:00:00Z,Charlie Taylor,Burnley,2.2468476,40
Dwight McNeil2023-11-11T15:00:00Z,Dwight McNeil,Everton,2.233264,54
Wes Foderingham2023-11-12T14:00:00Z,Wes Foderingham,Sheffield Utd,2.2317386,45
João Palhinha Gonçalves2023-11-12T14:00:00Z,João Palhinha Gonçalves,Fulham,2.218644,50
Antoine Semenyo2023-11-11T17:30:00Z,Antoine Semenyo,Bournemouth,2.2066321,45
Sean Longstaff2023-11-11T17:30:00Z,Sean Longstaff,Newcastle,2.2055678,49
Toti António Gomes2023-11-11T12:30:00Z,Toti António Gomes,Wolves,2.2010112,44
