,name,team,minutes
0,Mike Trésor,Burnley,1
1,Fodé Ballo-Touré,Fulham,1
2,Bashir Humphreys,Chelsea,0
3,Roméo Lavia,Chelsea,0
4,Saman Ghoddos,Brentford,1
5,Timothy Castagne,Fulham,1
6,Steven Benda,Fulham,0
7,Jack Harrison,Everton,1
8,Tyler Adams,Bournemouth,0
9,Ashley Phillips,Spurs,0
10,James Ward-Prowse,West Ham,1
11,Wataru Endo,Liverpool,1
12,Luke Harris,Fulham,0
13,Yegor Yarmoliuk,Brentford,1
14,Djordje Petrovic,Chelsea,0
15,Daniel Gore,Man Utd,0
16,Riyad Mahrez,Man City,0
17,Rico Lewis,Man City,0
18,Bernardo Veiga de Carvalho e Silva,Man City,1
19,Manuel Akanji,Man City,1
20,Rúben Gato Alves Dias,Man City,1
21,Phil Foden,Man City,1
22,Oscar Bobb,Man City,0
23,Scott Carson,Man City,0
24,Ederson Santana de Moraes,Man City,1
25,Kevin De Bruyne,Man City,0
26,Shea Charles,Man City,0
27,Dan Burn,Newcastle,0
28,Julián Álvarez,Man City,1
29,Nathan Aké,Man City,0
30,João Cancelo,Man City,0
31,Javier Manquillo Gaitán,Newcastle,0
32,Mateo Kovačić,Man City,1
33,Kalvin Phillips,Man City,0
34,Zack Steffen,Man City,0
35,Rodrigo Hernandez,Man City,1
36,Máximo Perrone,Man City,0
37,John Stones,Man City,0
38,Jack Grealish,Man City,1
39,Kyle Walker,Man City,1
40,Sergio Gómez,Man City,0
41,Stefan Ortega Moreno,Man City,0
42,Erling Haaland,Man City,1
43,Aymeric Laporte,Man City,0
44,Joško Gvardiol,Man City,1
45,Omari Kellyman,Aston Villa,0
46,Bruno Guimarães Rodriguez Moura,Newcastle,0
47,Isaac Hayden,Newcastle,0
48,Garang Kuol,Newcastle,0
49,Jeff Hendrick,Newcastle,0
50,Sean Longstaff,Newcastle,1
51,Matt Targett,Newcastle,0
52,Kieran Trippier,Newcastle,1
53,Loris Karius,Newcastle,0
54,Kell Watts,Newcastle,0
55,Sandro Tonali,Newcastle,0
56,Emil Krafth,Newcastle,0
57,Ryan Fraser,Newcastle,0
58,Matt Ritchie,Newcastle,1
59,Harvey Barnes,Newcastle,0
60,Harrison Ashby,Newcastle,0
61,Joelinton Cássio Apolinário de Lira,Newcastle,1
62,Alexander Isak,Newcastle,0
63,Elliot Anderson,Newcastle,0
64,Miguel Almirón Rejala,Newcastle,1
65,Nick Pope,Newcastle,1
66,Jamal Lewis,Newcastle,0
67,Jamaal Lascelles,Newcastle,1
68,Martin Dubravka,Newcastle,0
69,Joe Willock,Newcastle,1
70,Fabian Schär,Newcastle,1
71,Paul Dummett,Newcastle,0
72,Callum Wilson,Newcastle,0
73,Jacob Murphy,Newcastle,0
74,Sven Botman,Newcastle,0
75,Allan Saint-Maximin,Newcastle,0
76,Anthony Gordon,Newcastle,1
77,Karl Darlow,Newcastle,0
78,Mark Gillespie,Newcastle,0
79,Wesley Moraes Ferreira da Silva,Aston Villa,0
80,Ollie Watkins,Aston Villa,1
81,Ezri Konsa Ngoyo,Aston Villa,1
82,Emiliano Martínez Romero,Aston Villa,1
83,John McGinn,Aston Villa,1
84,Bertrand Traoré,Aston Villa,0
85,Lucas Digne,Aston Villa,1
86,Robin Olsen,Aston Villa,0
87,Pau Torres,Aston Villa,1
88,Emiliano Buendía Stati,Aston Villa,0
89,Calum Chambers,Aston Villa,0
90,Boubacar Kamara,Aston Villa,1
91,Leon Bailey,Aston Villa,1
92,Viljami Sinisalo,Aston Villa,0
93,Moussa Diaby,Aston Villa,1
94,Morgan Sanson,Aston Villa,0
95,Jhon Durán,Aston Villa,0
96,Tim Iroegbunam,Aston Villa,0
97,Diego Carlos Santos Silva,Aston Villa,0
98,Jaden Philogene-Bidace,Aston Villa,0
99,Jacob Ramsey,Aston Villa,0
100,Alexandre Moreno Lopera,Aston Villa,0
101,Tyrone Mings,Aston Villa,0
102,Philippe Coutinho Correia,Aston Villa,0
103,Leander Dendoncker,Aston Villa,0
104,Douglas Luiz Soares de Paulo,Aston Villa,1
105,Matty Cash,Aston Villa,1
106,Youri Tielemans,Aston Villa,1
107,Kortney Hause,Aston Villa,0
108,Bobby Clark,Liverpool,0
109,Ben Doak,Liverpool,0
110,James McConnell,Liverpool,0
111,Jarell Quansah,Liverpool,1
112,Keinan Davis,Aston Villa,0
113,Jason Steele,Brighton,1
114,Darwin Núñez Ribeiro,Liverpool,1
115,Nathaniel Phillips,Liverpool,0
116,Dominik Szoboszlai,Liverpool,1
117,Mohamed Salah,Liverpool,1
118,Joel Matip,Liverpool,1
119,Diogo Teixeira da Silva,Liverpool,1
120,Curtis Jones,Liverpool,0
121,Cody Gakpo,Liverpool,1
122,Trent Alexander-Arnold,Liverpool,1
123,Virgil van Dijk,Liverpool,1
124,Harvey Elliott,Liverpool,1
125,Alisson Ramses Becker,Liverpool,1
126,Tino Livramento,Newcastle,1
127,Alexis Mac Allister,Liverpool,0
128,Andrew Robertson,Liverpool,0
129,Thiago Alcántara do Nascimento,Liverpool,0
130,Stefan Bajcetic,Liverpool,0
131,Alex Murphy,Newcastle,0
132,Sepp van den Berg,Liverpool,0
133,Fabio Henrique Tavares,Liverpool,0
134,Ibrahima Konaté,Liverpool,0
135,Konstantinos Tsimikas,Liverpool,1
136,Joe Gomez,Liverpool,0
137,Caoimhin Kelleher,Liverpool,0
138,Lewis Miley,Newcastle,1
139,Luis Díaz,Liverpool,0
140,Adrián San Miguel del Castillo,Liverpool,0
141,Jordan Henderson,Liverpool,0
142,Lewis Dunk,Brighton,0
143,Deniz Undav,Brighton,0
144,James Milner,Brighton,0
145,Joël Veltman,Brighton,1
146,Julio Enciso,Brighton,0
147,Facundo Buonanotte,Brighton,1
148,Jeremy Sarmiento Morante,Brighton,0
149,Jakub Moder,Brighton,0
150,Kacper Kozłowski,Brighton,0
151,Mahmoud Dahoud,Brighton,1
152,João Pedro Junqueira de Jesus,Brighton,1
153,Matheus Luiz Nunes,Man City,0
154,Kaoru Mitoma,Brighton,1
155,Michał Karbownik,Brighton,0
156,Lewis Hall,Newcastle,1
157,Jan Paul van Hecke,Brighton,1
158,Kjell Scherpen,Brighton,0
159,Igor Julio dos Santos de Paulo,Brighton,1
160,Evan Ferguson,Brighton,0
161,Aaron Connolly,Brighton,0
162,Steven Alzate,Brighton,0
163,Bart Verbruggen,Brighton,0
164,Andi Zeqiri,Brighton,0
165,Tom McGill,Brighton,0
166,Pascal Groß,Brighton,1
167,Pervis Estupiñán,Brighton,0
168,Solly March,Brighton,0
169,Yasin Ayari,Brighton,0
170,Simon Adingra,Brighton,1
171,Adam Webster,Brighton,1
172,Tariq Lamptey,Brighton,0
173,Adam Lallana,Brighton,1
174,Danny Welbeck,Brighton,0
175,Billy Gilmour,Brighton,1
176,Micky van de Ven,Spurs,0
177,Alejo Véliz,Spurs,0
