,name,team,minutes
0,Omari Kellyman,Aston Villa,0
3,John McGinn,Aston Villa,1
4,Leon Bailey,Aston Villa,1
5,Bruno Guimarães Rodriguez Moura,Newcastle,1
6,Joelinton Cássio Apolinário de Lira,Newcastle,1
7,Boubacar Kamara,Aston Villa,1
9,Bertrand Traoré,Aston Villa,0
12,Leander Dendoncker,Aston Villa,1
18,Matt Ritchie,Newcastle,1
21,Miguel Almirón Rejala,Newcastle,1
22,Morgan Sanson,Aston Villa,0
23,Joe Willock,Newcastle,1
24,Jeff Hendrick,Newcastle,0
25,Moussa Diaby,Aston Villa,1
26,Garang Kuol,Newcastle,0
28,Douglas Luiz Soares de Paulo,Aston Villa,1
29,Elliot Anderson,Newcastle,0
31,Emiliano Buendía Stati,Aston Villa,0
37,Harvey Barnes,Newcastle,0
38,Isaac Hayden,Newcastle,0
39,Jacob Murphy,Newcastle,1
40,Jacob Ramsey,Aston Villa,0
41,Jaden Philogene-Bidace,Aston Villa,0
45,Anthony Gordon,Newcastle,1
49,Tim Iroegbunam,Aston Villa,0
51,Philippe Coutinho Correia,Aston Villa,0
52,Sandro Tonali,Newcastle,0
53,Allan Saint-Maximin,Newcastle,0
58,Sean Longstaff,Newcastle,1
62,Youri Tielemans,Aston Villa,1
64,Ryan Fraser,Newcastle,0
66,Bobby Clark,Liverpool,0
68,James McConnell,Liverpool,0
69,Ben Doak,Liverpool,0
71,Jordan Henderson,Liverpool,0
74,Alexis Mac Allister,Liverpool,1
77,Diogo Teixeira da Silva,Liverpool,1
78,Stefan Bajcetic,Liverpool,0
80,Dominik Szoboszlai,Liverpool,1
83,Fabio Henrique Tavares,Liverpool,0
84,Curtis Jones,Liverpool,0
89,Thiago Alcántara do Nascimento,Liverpool,0
90,Harvey Elliott,Liverpool,1
95,Luis Díaz,Liverpool,1
98,Lewis Miley,Newcastle,0
99,Mohamed Salah,Liverpool,1
100,Mohamed Elneny,Arsenal,0
102,Nicolas Pépé,Arsenal,0
104,Gabriel Martinelli Silva,Arsenal,1
106,Fábio Ferreira Vieira,Arsenal,1
108,Facundo Buonanotte,Brighton,1
109,Mahmoud Dahoud,Brighton,1
110,Marcus Oliveira Alencar,Arsenal,0
113,Yasin Ayari,Brighton,0
114,Martin Ødegaard,Arsenal,0
116,Reiss Nelson,Arsenal,0
117,Pascal Groß,Brighton,1
118,Emile Smith Rowe,Arsenal,0
123,Jorge Luiz Frello Filho,Arsenal,1
125,Granit Xhaka,Arsenal,0
127,Simon Adingra,Brighton,1
129,Julio Enciso,Brighton,0
131,Kacper Kozłowski,Brighton,0
132,Jeremy Sarmiento Morante,Brighton,0
133,Solly March,Brighton,0
134,Kai Havertz,Arsenal,1
135,Kaoru Mitoma,Brighton,1
138,James Milner,Brighton,1
141,Steven Alzate,Brighton,0
142,Jakub Moder,Brighton,0
147,Thomas Partey,Arsenal,0
149,Leandro Trossard,Arsenal,1
151,Declan Rice,Arsenal,1
159,Bukayo Saka,Arsenal,1
160,Adam Lallana,Brighton,1
162,Billy Gilmour,Brighton,1
166,Giovani Lo Celso,Spurs,0
169,Riyad Mahrez,Man City,0
172,Bernardo Veiga de Carvalho e Silva,Man City,1
173,Manor Solomon,Spurs,0
174,Richarlison de Andrade,Spurs,0
175,Tanguy Ndombélé Alvaro,Spurs,0
179,Son Heung-min,Spurs,1
180,Shea Charles,Man City,0
187,Dejan Kulusevski,Spurs,1
190,Oliver Skipp,Spurs,1
191,Kevin De Bruyne,Man City,0
192,Oscar Bobb,Man City,1
194,Pape Matar Sarr,Spurs,1
196,Phil Foden,Man City,1
199,James Maddison,Spurs,1
202,Mateo Kovačić,Man City,1
203,Rodrigo Hernandez,Man City,1
204,Máximo Perrone,Man City,0
205,Rodrigo Bentancur,Spurs,1
206,Jack Grealish,Man City,0
207,Pierre-Emile Højbjerg,Spurs,1
208,Bryan Gil Salvatierra,Spurs,0
213,Yves Bissouma,Spurs,1
217,Kalvin Phillips,Man City,1
225,Jack Hinshelwood,Brighton,0
226,Gustavo Hamer,Sheffield Utd,1
227,Tom Davies,Sheffield Utd,0
228,Matheus Luiz Nunes,Man City,1
229,Tommy Doyle,Wolves,1
230,Brennan Johnson,Spurs,1
240,Vitaly Janelt,Brentford,1
241,Keane Lewis-Potter,Brentford,0
242,Mikkel Damsgaard,Brentford,0
243,Kevin Schade,Brentford,0
244,Mathias Jensen,Brentford,1
246,Josh Dasilva,Brentford,0
247,Frank Onyeka,Brentford,1
249,Sergi Canós Tenés,Brentford,0
251,Mads Bidstrup,Brentford,0
252,Shandon Baptiste,Brentford,0
253,Bryan Mbeumo,Brentford,1
256,Ryan Trevitt,Brentford,0
260,Christian Nørgaard,Brentford,1
261,Moisés Caicedo Corozo,Chelsea,1
262,Edson Álvarez Velázquez,West Ham,0
266,Maxwel Cornet,West Ham,0
268,Jarrod Bowen,West Ham,1
270,Lucas Tolentino Coelho de Lima,West Ham,0
274,Pablo Fornals Malla,West Ham,1
277,Nikola Vlašić,West Ham,0
280,Flynn Downes,West Ham,0
283,Saïd Benrahma,West Ham,1
285,Tomáš Souček,West Ham,1
286,Conor Coventry,West Ham,0
287,Albert Sambi Lokonga,Luton,0
288,Cole Palmer,Chelsea,1
289,Michael Olakigbe,Brentford,0
290,James McAtee,Sheffield Utd,1
291,Bruno Cavaco Jordão,Wolves,0
292,Luke Cundle,Wolves,0
293,Francisco Jorge Tomás Oliveira,Wolves,0
295,Joe Hodge,Wolves,0
299,Daniel Castelo Podence,Wolves,0
302,Mario Lemina,Wolves,1
303,Gonçalo Manuel Ganchinho Guedes,Wolves,0
312,Boubacar Traoré,Wolves,1
314,Pablo Sarabia,Wolves,0
315,Pedro Lomba Neto,Wolves,0
317,Hwang Hee-chan,Wolves,1
326,João Victor Gomes da Silva,Wolves,0
330,Tyler Onyango,Everton,0
332,Lewis Dobbin,Everton,0
337,Omari Forson,Man Utd,0
340,Raheem Sterling,Chelsea,1
343,André Tavares Gomes,Everton,0
346,Mykhailo Mudryk,Chelsea,1
348,Abdoulaye Doucouré,Everton,1
349,Noni Madueke,Chelsea,0
355,Arnaut Danjuma Groeneveld,Everton,0
358,Amadou Onana,Everton,0
362,Lesley Ugochukwu,Chelsea,0
369,Ângelo Gabriel Borges Damaceno,Chelsea,0
371,Enzo Fernández,Chelsea,1
372,Conor Gallagher,Chelsea,1
376,Jean-Philippe Gbamin,Everton,0
377,Christian Pulisic,Chelsea,0
378,Dwight McNeil,Everton,1
379,Hakim Ziyech,Chelsea,0
384,Idrissa Gueye,Everton,1
386,Ian Maatsen,Chelsea,0
387,James Garner,Everton,1
388,Dele Alli,Everton,0
389,Demarai Gray,Everton,0
390,Carney Chukwuemeka,Chelsea,0
391,Marcus Rashford,Man Utd,0
395,Frederico Rodrigues de Paula Santos,Man Utd,0
397,Scott McTominay,Man Utd,1
399,Amad Diallo,Man Utd,0
400,Hannibal Mejbri,Man Utd,0
401,Antony Matheus dos Santos,Man Utd,1
402,Mason Mount,Man Utd,1
404,Christian Eriksen,Man Utd,1
405,Facundo Pellistri Rebollo,Man Utd,1
406,Carlos Henrique Casimiro,Man Utd,0
409,Jadon Sancho,Man Utd,0
413,Bruno Borges Fernandes,Man Utd,1
414,Donny van de Beek,Man Utd,0
415,Kobbie Mainoo,Man Utd,0
422,Alejandro Garnacho,Man Utd,1
423,Jack Cork,Burnley,0
425,Jacob Bruun Larsen,Burnley,1
429,Remo Freuler,Nott'm Forest,0
435,Harry Arter,Nott'm Forest,0
436,Cheikhou Kouyaté,Nott'm Forest,0
440,Anass Zaroury,Burnley,0
441,Darko Churlinov,Burnley,0
445,Pelly Ruddock Mpanzu,Luton,0
448,Andrey Nascimento dos Santos,Nott'm Forest,0
453,Dion Pereira,Luton,0
456,Dara Costelloe,Burnley,0
457,Scott Twine,Burnley,0
459,Allan Campbell,Luton,0
463,Fred Onyedinma,Luton,0
467,Enock Agyei,Burnley,0
470,Alex Mighten,Nott'm Forest,0
471,Tahith Chong,Luton,1
473,Nathan Redmond,Burnley,1
475,Danilo dos Santos de Oliveira,Nott'm Forest,0
477,Gustavo Henrique Furtado Scarpa,Nott'm Forest,0
479,Ross Barkley,Luton,1
480,Glen Rea,Luton,0
483,Sander Berge,Burnley,1
485,Ryan Yates,Nott'm Forest,0
486,Elliot Thorpe,Luton,0
488,Samuel Bastien,Burnley,0
491,Orel Mangala,Nott'm Forest,1
495,Josh Brownhill,Burnley,1
497,Josh Bowler,Nott'm Forest,0
505,Carlos Mendes Gomes,Luton,0
506,Lewis O'Brien,Nott'm Forest,0
508,Jonjo Shelvey,Nott'm Forest,0
509,Marvelous Nakamba,Luton,1
510,Louie Watson,Luton,0
512,Luca Koleosho,Burnley,1
515,Manuel Benson Hedilazio,Burnley,0
517,Luke Berry,Luton,0
519,Luke Freeman,Luton,0
524,Jordan Clark,Luton,0
525,Morgan Gibbs-White,Nott'm Forest,1
528,Anthony Elanga,Nott'm Forest,1
530,Jóhann Berg Gudmundsson,Burnley,1
532,Josh Cullen,Burnley,0
535,Braian Ojeda Rodríguez,Nott'm Forest,0
536,Brandon Aguilera Zamora,Nott'm Forest,0
538,Jamal Lowe,Bournemouth,0
539,Emiliano Marcondes,Bournemouth,0
540,Justin Kluivert,Bournemouth,1
545,Dango Ouattara,Bournemouth,0
547,Marcus Tavernier,Bournemouth,1
551,Joe Rothwell,Bournemouth,1
552,David Brooks,Bournemouth,0
553,Jaidon Anthony,Bournemouth,0
554,Gavin Kilkenny,Bournemouth,0
555,Ryan Christie,Bournemouth,1
556,Siriki Dembélé,Bournemouth,0
557,Philip Billing,Bournemouth,1
558,Hamed Traorè,Bournemouth,0
565,Lewis Cook,Bournemouth,0
567,Ben Pearson,Bournemouth,0
569,Alex Iwobi,Fulham,1
572,Alex Scott,Bournemouth,1
573,Vini de Souza Costa,Sheffield Utd,1
577,Willian Borges da Silva,Fulham,1
578,João Palhinha Gonçalves,Fulham,1
