,name,team,minutes
1,Aaron Connolly,Brighton,0.0
8,Evan Ferguson,Brighton,45.0
11,Deniz Undav,Brighton,0.0
13,Danny Welbeck,Brighton,62.0
16,Dane Scarlett,Spurs,0.0
26,Julián Álvarez,Man City,56.0
39,João Pedro Junqueira de Jesus,Brighton,27.0
49,Alejo Véliz,Spurs,0.0
52,Andi Zeqiri,Brighton,0.0
62,Erling Haaland,Man City,90.0
93,Harry Kane,Spurs,0.0
119,Darwin Núñez Ribeiro,Liverpool,80.0
122,Cody Gakpo,Liverpool,9.0
135,Ollie Watkins,Aston Villa,90.0
145,Jhon Durán,Aston Villa,1.0
146,Wesley Moraes Ferreira da Silva,Aston Villa,0.0
158,Cameron Archer,Sheffield Utd,90.0
160,Keinan Davis,Aston Villa,0.0
172,Folarin Balogun,Arsenal,0.0
173,Gabriel Fernando de Jesus,Arsenal,76.0
187,Eddie Nketiah,Arsenal,90.0
213,Divin Mubama,West Ham,0.0
215,Danny Ings,West Ham,3.0
217,Michail Antonio,West Ham,73.0
218,Gianluca Scamacca,West Ham,0.0
231,Alexander Isak,Newcastle,20.0
249,Yoane Wissa,Brentford,90.0
257,Halil Dervişoğlu,Brentford,0.0
268,Callum Wilson,Newcastle,69.0
269,Ivan Toney,Brentford,0.0
290,Chris Wood,Nott'm Forest,15.0
293,Taiwo Awoniyi,Nott'm Forest,74.0
296,Emmanuel Dennis,Nott'm Forest,0.0
298,Hwang Ui-jo,Nott'm Forest,0.0
319,Sam Surridge,Nott'm Forest,0.0
332,John-Kymani Gordon,Crystal Palace,0.0
333,Louie Marsh,Sheffield Utd,0.0
336,Luke Plange,Crystal Palace,0.0
339,Antwoine Hackford,Sheffield Utd,0.0
347,Odsonne Edouard,Crystal Palace,90.0
351,Rasmus Højlund,Man Utd,90.0
363,Jean-Philippe Mateta,Crystal Palace,20.0
380,Shola Shoretire,Man Utd,0.0
391,Anthony Martial,Man Utd,0.0
397,Pierre-Emerick Aubameyang,Chelsea,0.0
399,William Osula,Sheffield Utd,0.0
402,Oliver McBurnie,Sheffield Utd,0.0
407,Sasa Kalajdzic,Wolves,0.0
410,Rhian Brewster,Sheffield Utd,0.0
415,Fábio Silva,Wolves,0.0
416,Daniel Jebbison,Sheffield Utd,0.0
420,Iliman Ndiaye,Sheffield Utd,0.0
443,Bénie Traoré,Sheffield Utd,45.0
447,Matheus Santos Carneiro Da Cunha,Wolves,70.0
462,Dominic Solanke,Bournemouth,90.0
483,Kieffer Moore,Bournemouth,0.0
485,Antoine Semenyo,Bournemouth,26.0
497,Aleksandar Mitrović,Fulham,0.0
503,Carlos Vinícius Alves Morais,Fulham,11.0
512,Raúl Jiménez,Fulham,78.0
514,Rodrigo Muniz Carvalho,Fulham,0.0
524,Jay Stansfield,Fulham,0.0
525,Youssef Ramalho Chermiti,Everton,0.0
527,Thomas Cannon,Everton,0.0
530,Armando Broja,Chelsea,11.0
556,Nicolas Jackson,Chelsea,67.0
559,Neal Maupay,Brentford,0.0
569,Christopher Nkunku,Chelsea,0.0
571,David Datro Fofana,Chelsea,0.0
574,Dominic Calvert-Lewin,Everton,27.0
577,Ellis Simms,Everton,0.0
582,Romelu Lukaku Bolingoli,Chelsea,0.0
584,Mason Burstow,Chelsea,0.0
