,name,team,minutes
2,Dane Scarlett,Spurs,0
3,Alejo Véliz,Spurs,0
11,Evan Ferguson,Brighton,1
12,Aaron Connolly,Brighton,0
35,Danny Welbeck,Brighton,1
41,Deniz Undav,Brighton,0
61,João Pedro Junqueira de Jesus,Brighton,1
62,Julián Álvarez,Man City,1
69,Andi Zeqiri,Brighton,0
95,Erling Haaland,Man City,1
97,Harry Kane,Spurs,0
119,Darwin Núñez Ribeiro,Liverpool,1
127,Cody Gakpo,Liverpool,1
128,Cameron Archer,Sheffield Utd,1
133,Michail Antonio,West Ham,1
146,Ivan Toney,Brentford,0
170,Yoane Wissa,Brentford,1
176,Wesley Moraes Ferreira da Silva,Aston Villa,0
182,Gianluca Scamacca,West Ham,0
192,Jhon Durán,Aston Villa,1
195,Halil Dervişoğlu,Brentford,0
199,Divin Mubama,West Ham,0
201,Ollie Watkins,Aston Villa,1
204,Eddie Nketiah,Arsenal,1
230,Danny Ings,West Ham,0
236,Folarin Balogun,Arsenal,0
243,Gabriel Fernando de Jesus,Arsenal,1
264,Callum Wilson,Newcastle,1
283,Alexander Isak,Newcastle,0
286,Keinan Davis,Aston Villa,0
291,Taiwo Awoniyi,Nott'm Forest,1
305,Sam Surridge,Nott'm Forest,0
321,Chris Wood,Nott'm Forest,0
322,John-Kymani Gordon,Crystal Palace,0
325,Emmanuel Dennis,Nott'm Forest,0
329,Hwang Ui-jo,Nott'm Forest,0
336,Louie Marsh,Sheffield Utd,0
339,Odsonne Edouard,Crystal Palace,1
342,Luke Plange,Crystal Palace,0
347,Rasmus Højlund,Man Utd,1
356,Antwoine Hackford,Sheffield Utd,0
363,Jean-Philippe Mateta,Crystal Palace,1
367,Pierre-Emerick Aubameyang,Chelsea,0
393,Anthony Martial,Man Utd,1
401,Shola Shoretire,Man Utd,0
407,Sasa Kalajdzic,Wolves,0
410,Dominic Solanke,Bournemouth,1
417,Oliver McBurnie,Sheffield Utd,1
422,Thomas Cannon,Everton,0
423,Rhian Brewster,Sheffield Utd,0
435,Antoine Semenyo,Bournemouth,0
437,Daniel Jebbison,Sheffield Utd,0
438,Bénie Traoré,Sheffield Utd,0
460,Kieffer Moore,Bournemouth,0
465,William Osula,Sheffield Utd,0
471,Iliman Ndiaye,Sheffield Utd,0
479,Fábio Silva,Wolves,1
483,Matheus Santos Carneiro Da Cunha,Wolves,1
495,Youssef Ramalho Chermiti,Everton,1
497,Armando Broja,Chelsea,0
503,Aleksandar Mitrović,Fulham,0
522,Dominic Calvert-Lewin,Everton,1
561,Carlos Vinícius Alves Morais,Fulham,1
562,Romelu Lukaku Bolingoli,Chelsea,0
563,Rodrigo Muniz Carvalho,Fulham,0
566,Neal Maupay,Brentford,1
567,Christopher Nkunku,Chelsea,0
568,Raúl Jiménez,Fulham,1
570,Nicolas Jackson,Chelsea,1
571,Ellis Simms,Everton,0
577,David Datro Fofana,Chelsea,0
580,Jay Stansfield,Fulham,0
584,Mason Burstow,Chelsea,0
