,name,team,minutes
0,Jason Steele,Brighton,1
7,Ederson Santana de Moraes,Man City,1
17,Bart Verbruggen,Brighton,0
20,Guglielmo Vicario,Spurs,1
40,Scott Carson,Man City,0
46,Hugo Lloris,Spurs,0
48,Alfie Whiteman,Spurs,0
53,Kjell Scherpen,Brighton,0
74,Tom McGill,Brighton,0
77,Stefan Ortega Moreno,Man City,0
81,Zack Steffen,Man City,0
85,Fraser Forster,Spurs,0
91,Brandon Austin,Spurs,0
102,Joseph Anang,West Ham,0
115,Alisson Ramses Becker,Liverpool,1
125,Caoimhin Kelleher,Liverpool,0
126,Adrián San Miguel del Castillo,Liverpool,0
147,Matthew Cox,Brentford,0
148,Thomas Strakosha,Brentford,0
151,Mark Flekken,Brentford,1
153,Lukasz Fabianski,West Ham,0
157,Robin Olsen,Aston Villa,0
164,Karl Hein,Arsenal,0
173,Aaron Ramsdale,Arsenal,0
179,Viljami Sinisalo,Aston Villa,0
180,Alphonse Areola,West Ham,1
211,Emiliano Martínez Romero,Aston Villa,1
214,David Raya Martin,Arsenal,1
231,Rúnar Alex Rúnarsson,Arsenal,0
233,Ellery Balcombe,Brentford,0
265,Karl Darlow,Newcastle,0
270,Loris Karius,Newcastle,0
273,Martin Dubravka,Newcastle,0
274,Mark Gillespie,Newcastle,0
281,Nick Pope,Newcastle,1
287,George Shelvey,Nott'm Forest,0
303,Matt Turner,Nott'm Forest,1
304,Wayne Hennessey,Nott'm Forest,0
318,Ethan Horvath,Nott'm Forest,0
335,Vicente Guaita,Crystal Palace,0
350,Sam Johnstone,Crystal Palace,1
359,Joe Whitworth,Crystal Palace,0
360,Remi Matthews,Crystal Palace,0
365,Dean Henderson,Crystal Palace,0
371,André Onana,Man Utd,1
376,Tom Heaton,Man Utd,0
384,Marcus Bettinelli,Chelsea,0
396,Kepa Arrizabalaga,Chelsea,0
397,Robert Sánchez,Chelsea,1
409,Tom King,Wolves,0
433,Daniel Bentley,Wolves,0
440,Darren Randolph,Bournemouth,0
446,Mark Travers,Bournemouth,0
447,Ionuț Radu,Bournemouth,0
453,Norberto Murara Neto,Bournemouth,1
454,Wes Foderingham,Sheffield Utd,1
464,Adam Davies,Sheffield Utd,0
478,Jordan Amissah,Sheffield Utd,0
491,Matija Šarkić,Wolves,0
496,José Malheiro de Sá,Wolves,1
504,Andy Lonergan,Everton,0
533,Marek Rodák,Fulham,0
548,Jordan Pickford,Everton,1
549,João Neves Virgínia,Everton,0
551,Gabriel Słonina,Chelsea,0
555,Bernd Leno,Fulham,1
583,Lucas Bergström,Chelsea,0
