,name,team,minutes
1,Micky van de Ven,Spurs,1
10,Nathan Aké,Man City,0
21,Michał Karbownik,Brighton,0
23,Djed Spence,Spurs,0
24,Tariq Lamptey,Brighton,1
25,Pedro Porro,Spurs,1
26,Rico Lewis,Man City,0
27,Ryan Sessegnon,Spurs,0
29,Cristian Romero,Spurs,1
31,Pervis Estupiñán,Brighton,0
32,Rúben Gato Alves Dias,Man City,1
34,Destiny Udogie,Spurs,1
38,Davinson Sánchez,Spurs,0
44,Jan Paul van Hecke,Brighton,1
47,Japhet Tanganga,Spurs,0
49,Jarell Quansah,Liverpool,1
50,Lewis Dunk,Brighton,1
52,Joe Rodon,Spurs,0
57,Adam Webster,Brighton,0
58,João Cancelo,Man City,0
63,Joël Veltman,Brighton,1
66,Igor Julio dos Santos de Paulo,Brighton,0
67,Ivan Perišić,Spurs,1
75,Manuel Akanji,Man City,1
79,Sergio Gómez,Man City,0
86,John Stones,Man City,0
89,Aymeric Laporte,Man City,0
90,Eric Dier,Spurs,0
92,Ben Davies,Spurs,0
94,Kyle Walker,Man City,1
96,Emerson Leite de Souza Junior,Spurs,1
99,Joško Gvardiol,Man City,1
104,Nathaniel Phillips,Liverpool,0
105,Joel Matip,Liverpool,1
107,Konstantinos Tsimikas,Liverpool,0
108,Joe Gomez,Liverpool,1
113,Sepp van den Berg,Liverpool,0
114,Andrew Robertson,Liverpool,1
116,Virgil van Dijk,Liverpool,0
117,Trent Alexander-Arnold,Liverpool,0
118,Ibrahima Konaté,Liverpool,1
130,Rob Holding,Crystal Palace,0
134,Mads Bech Sørensen,Brentford,0
135,Mads Roerslev Rasmussen,Brentford,1
137,Jakub Kiwior,Arsenal,0
138,Takehiro Tomiyasu,Arsenal,0
141,Mathias Jorgensen,Brentford,0
143,Matty Cash,Aston Villa,1
149,Angelo Ogbonna,West Ham,0
155,Thilo Kehrer,West Ham,1
159,Kieran Tierney,Arsenal,0
160,William Saliba,Arsenal,1
163,Aaron Cresswell,West Ham,0
171,Jurriën Timber,Arsenal,0
174,Aaron Hickey,Brentford,1
177,Tyrone Mings,Aston Villa,0
178,Kortney Hause,Aston Villa,0
181,Lucas Digne,Aston Villa,1
184,Alexandre Moreno Lopera,Aston Villa,0
185,Javier Manquillo Gaitán,Newcastle,0
190,Vladimír Coufal,West Ham,1
191,Kurt Zouma,West Ham,1
193,Kristoffer Ajer,Brentford,0
198,Diego Carlos Santos Silva,Aston Villa,0
202,Oleksandr Zinchenko,Arsenal,1
