,name,team,minutes
2,Steven Benda,Fulham,0
6,Ederson Santana de Moraes,Man City,0
12,Scott Carson,Man City,0
24,Stefan Ortega Moreno,Man City,0
30,Zack Steffen,Man City,0
46,Emiliano Martínez Romero,Aston Villa,0
64,Viljami Sinisalo,Aston Villa,0
66,Robin Olsen,Aston Villa,0
70,Adrián San Miguel del Castillo,Liverpool,0
75,Caoimhin Kelleher,Liverpool,0
80,Alisson Ramses Becker,Liverpool,0
100,Loris Karius,Newcastle,0
104,Karl Darlow,Newcastle,0
113,Nick Pope,Newcastle,0
126,Martin Dubravka,Newcastle,0
129,Mark Gillespie,Newcastle,0
135,Hugo Lloris,Spurs,0
138,Guglielmo Vicario,Spurs,0
151,Alfie Whiteman,Spurs,0
152,Karl Hein,Arsenal,0
157,Fraser Forster,Spurs,0
169,Brandon Austin,Spurs,0
170,David Raya Martin,Arsenal,0
183,Rúnar Alex Rúnarsson,Arsenal,0
190,Aaron Ramsdale,Arsenal,0
202,Jason Steele,Brighton,0
209,Tom McGill,Brighton,0
217,Kjell Scherpen,Brighton,0
236,Bart Verbruggen,Brighton,0
249,Joseph Anang,West Ham,0
251,Marcus Bettinelli,Chelsea,0
252,Kepa Arrizabalaga,Chelsea,0
255,Robert Sánchez,Chelsea,0
265,Lukasz Fabianski,West Ham,0
267,Alphonse Areola,West Ham,0
284,Oliwier Zych,Aston Villa,0
286,Lucas Bergström,Chelsea,0
287,Filip Marschall,Aston Villa,0
314,Gabriel Słonina,Chelsea,0
325,Djordje Petrovic,Chelsea,0
326,Marek Rodák,Fulham,0
341,Bernd Leno,Fulham,0
367,Mark Flekken,Brentford,0
368,Matthew Cox,Brentford,0
380,Ellery Balcombe,Brentford,0
382,Thomas Strakosha,Brentford,0
385,Eddie Beach,Chelsea,0
391,Jordan Pickford,Everton,0
393,Andy Lonergan,Everton,0
409,João Neves Virgínia,Everton,0
415,Tim Krul,Luton,0
431,Norberto Murara Neto,Bournemouth,0
432,Mark Travers,Bournemouth,0
438,Darren Randolph,Bournemouth,0
447,Ionuț Radu,Bournemouth,0
458,Matija Šarkić,Wolves,0
471,José Malheiro de Sá,Wolves,0
475,Tom King,Wolves,0
477,Daniel Bentley,Wolves,0
494,Thomas Kaminski,Luton,0
495,Jack Walton,Luton,0
518,Matt Macey,Luton,0
520,James Shea,Luton,0
527,Arijanet Muric,Burnley,0
533,Bailey Peacock-Farrell,Burnley,0
540,Lawrence Vigouroux,Burnley,0
542,James Trafford,Burnley,0
564,André Onana,Man Utd,0
583,Tom Heaton,Man Utd,0
597,Dean Henderson,Crystal Palace,0
602,Wayne Hennessey,Nott'm Forest,0
613,Vicente Guaita,Crystal Palace,0
619,Joe Whitworth,Crystal Palace,0
620,Denis Franchi,Burnley,0
621,Ethan Horvath,Nott'm Forest,0
630,Matt Turner,Nott'm Forest,0
650,Remi Matthews,Crystal Palace,0
655,Sam Johnstone,Crystal Palace,0
662,George Shelvey,Nott'm Forest,0
686,Jordan Amissah,Sheffield Utd,0
687,Adam Davies,Sheffield Utd,0
698,Wes Foderingham,Sheffield Utd,0
713,Altay Bayindir,Man Utd,0
715,Odysseas Vlachodimos,Nott'm Forest,0
747,Marcelo de Araújo Pitaluga Filho,Liverpool,0
753,Radek Vítek,Man Utd,0
756,Sam Proctor,Aston Villa,0
762,Vincent Angelini,Brentford,0
