,name,team,minutes
12,Julián Álvarez,Man City,1
25,Erling Haaland,Man City,1
37,Jhon Durán,Aston Villa,1
55,Wesley Moraes Ferreira da Silva,Aston Villa,0
63,Callum Wilson,Newcastle,0
82,Alexander Isak,Newcastle,1
89,Ollie Watkins,Aston Villa,1
103,Keinan Davis,Aston Villa,0
112,Cody Gakpo,Liverpool,1
119,Darwin Núñez Ribeiro,Liverpool,1
139,Deniz Undav,Brighton,0
148,João Pedro Junqueira de Jesus,Brighton,1
154,Evan Ferguson,Brighton,1
156,Aaron Connolly,Brighton,0
168,Andi Zeqiri,Brighton,0
171,Danny Welbeck,Brighton,0
182,Folarin Balogun,Arsenal,0
185,Gabriel Fernando de Jesus,Arsenal,1
196,Eddie Nketiah,Arsenal,1
204,Norberto Bercique Gomes Betuncal,Everton,1
216,Harry Kane,Spurs,0
241,Alejo Véliz,Spurs,0
243,Dane Scarlett,Spurs,0
249,Pierre-Emerick Aubameyang,Chelsea,0
261,Danny Ings,West Ham,0
262,Deivid Washington de Souza Eugênio,Chelsea,0
264,Divin Mubama,West Ham,0
271,Gianluca Scamacca,West Ham,0
276,Michail Antonio,West Ham,0
289,Mason Burstow,Chelsea,0
297,Romelu Lukaku Bolingoli,Chelsea,0
303,Nicolas Jackson,Chelsea,1
308,Armando Broja,Chelsea,0
310,David Datro Fofana,Chelsea,0
317,Christopher Nkunku,Chelsea,0
320,Halil Dervişoğlu,Brentford,0
325,Ivan Toney,Brentford,0
348,Yoane Wissa,Brentford,1
357,Fábio Silva,Wolves,0
368,Matheus Santos Carneiro Da Cunha,Wolves,1
378,Sasa Kalajdzic,Wolves,1
386,Thomas Cannon,Everton,0
389,Youssef Ramalho Chermiti,Everton,0
393,Rasmus Højlund,Man Utd,1
395,Chris Wood,Nott'm Forest,1
406,Emmanuel Dennis,Nott'm Forest,0
440,Shola Shoretire,Man Utd,0
441,Hwang Ui-jo,Nott'm Forest,0
453,Sam Surridge,Nott'm Forest,0
458,Taiwo Awoniyi,Nott'm Forest,0
467,Anthony Martial,Man Utd,1
472,Cameron Archer,Sheffield Utd,1
484,Dominic Calvert-Lewin,Everton,0
486,Ellis Simms,Everton,0
496,Neal Maupay,Brentford,1
498,Antoine Semenyo,Bournemouth,1
515,Kieffer Moore,Bournemouth,0
516,Dominic Solanke,Bournemouth,1
539,Admiral Muskwe,Luton,0
547,Aribim Pepple,Luton,0
548,John McAtee,Luton,0
552,Jean-Philippe Mateta,Crystal Palace,1
565,Joe Taylor,Luton,0
569,Jacob Brown,Luton,1
572,John-Kymani Gordon,Crystal Palace,0
573,Nathan Fraser,Wolves,0
580,Cauley Woodrow,Luton,0
586,Odsonne Edouard,Crystal Palace,1
588,Luke Plange,Crystal Palace,0
589,Chiedozie Ogbene,Luton,1
593,Elijah Adebayo,Luton,1
595,Carlton Morris,Luton,1
606,Antwoine Hackford,Sheffield Utd,0
616,Raúl Jiménez,Fulham,1
629,Aleksandar Mitrović,Fulham,0
630,Carlos Vinícius Alves Morais,Fulham,0
631,Louie Marsh,Sheffield Utd,0
632,Rodrigo Muniz Carvalho,Fulham,0
636,Jay Stansfield,Fulham,0
639,Zeki Amdouni,Burnley,1
642,Wout Weghorst,Burnley,0
644,Jay Rodriguez,Burnley,1
645,Michael Obafemi,Burnley,1
654,Lyle Foster,Burnley,0
677,Bénie Traoré,Sheffield Utd,1
678,William Osula,Sheffield Utd,1
679,Daniel Jebbison,Sheffield Utd,0
682,Rhian Brewster,Sheffield Utd,0
691,Oliver McBurnie,Sheffield Utd,1
694,Iliman Ndiaye,Sheffield Utd,0
