,name,team,minutes
1,Timothy Castagne,Fulham,1
5,Ashley Phillips,Spurs,0
6,Bashir Humphreys,Chelsea,0
8,João Cancelo,Man City,0
11,Rúben Gato Alves Dias,Man City,1
13,Nathan Aké,Man City,1
14,Manuel Akanji,Man City,1
19,Rico Lewis,Man City,1
22,John Stones,Man City,0
29,Kyle Walker,Man City,1
30,Aymeric Laporte,Man City,0
32,Sergio Gómez,Man City,0
33,Joško Gvardiol,Man City,1
35,Dan Burn,Newcastle,0
36,Javier Manquillo Gaitán,Newcastle,0
38,Kell Watts,Newcastle,0
40,Emil Krafth,Newcastle,0
42,Kieran Trippier,Newcastle,1
51,Matty Cash,Aston Villa,1
53,Kortney Hause,Aston Villa,0
56,Calum Chambers,Aston Villa,0
57,Jamaal Lascelles,Newcastle,1
59,Ezri Konsa Ngoyo,Aston Villa,1
60,Lucas Digne,Aston Villa,1
61,Pau Torres,Aston Villa,1
62,Paul Dummett,Newcastle,0
65,Fabian Schär,Newcastle,1
67,Matt Targett,Newcastle,0
71,Harrison Ashby,Newcastle,0
78,Sven Botman,Newcastle,0
90,Alexandre Moreno Lopera,Aston Villa,1
91,Diego Carlos Santos Silva,Aston Villa,1
97,Tyrone Mings,Aston Villa,0
98,Jamal Lewis,Newcastle,0
104,Hannes Delcroix,Burnley,0
108,Jarell Quansah,Liverpool,0
111,Nathaniel Phillips,Liverpool,0
120,Alex Murphy,Newcastle,0
121,Trent Alexander-Arnold,Liverpool,1
122,Tino Livramento,Newcastle,1
123,Joel Matip,Liverpool,1
124,Andrew Robertson,Liverpool,0
127,Ibrahima Konaté,Liverpool,1
132,Joe Gomez,Liverpool,1
133,Sepp van den Berg,Liverpool,0
134,Virgil van Dijk,Liverpool,1
136,Konstantinos Tsimikas,Liverpool,1
140,Jan Paul van Hecke,Brighton,1
143,Lewis Hall,Newcastle,0
144,Igor Julio dos Santos de Paulo,Brighton,1
146,Lewis Dunk,Brighton,0
149,Joël Veltman,Brighton,1
159,Tariq Lamptey,Brighton,0
165,Adam Webster,Brighton,0
166,Pervis Estupiñán,Brighton,0
170,Michał Karbownik,Brighton,0
174,Oleksandr Zinchenko,Arsenal,1
176,Takehiro Tomiyasu,Arsenal,1
179,Kieran Tierney,Arsenal,0
183,Gabriel dos Santos Magalhães,Arsenal,1
187,Benjamin White,Arsenal,1
188,Jurriën Timber,Arsenal,0
197,William Saliba,Arsenal,1
199,Cédric Alves Soares,Arsenal,0
200,Jakub Kiwior,Arsenal,0
208,Ben Davies,Spurs,1
213,Emerson Leite de Souza Junior,Spurs,1
217,Eric Dier,Spurs,0
220,Davinson Sánchez,Spurs,0
225,Joe Rodon,Spurs,0
226,Ryan Sessegnon,Spurs,0
227,Destiny Udogie,Spurs,1
229,Djed Spence,Spurs,0
231,Japhet Tanganga,Spurs,0
233,Cristian Romero,Spurs,0
239,Ivan Perišić,Spurs,0
240,Pedro Porro,Spurs,1
242,Micky van de Ven,Spurs,0
251,Ethan Ampadu,Chelsea,0
252,César Azpilicueta,Chelsea,0
254,Abdul Rahman Baba,Chelsea,0
256,Benoît Badiashile,Chelsea,1
259,Nayef Aguerd,West Ham,1
260,Thilo Kehrer,West Ham,0
268,Vladimír Coufal,West Ham,1
270,Angelo Ogbonna,West Ham,0
273,Aaron Cresswell,West Ham,0
275,Konstantinos Mavropanos,West Ham,1
277,Kurt Zouma,West Ham,0
278,Ben Johnson,West Ham,0
