,name,team,minutes
5,Julián Álvarez,Man City,1
23,Erling Haaland,Man City,0
36,Cody Gakpo,Liverpool,1
47,Darwin Núñez Ribeiro,Liverpool,1
68,Jhon Durán,Aston Villa,1
78,Wesley Moraes Ferreira da Silva,Aston Villa,0
84,Ollie Watkins,Aston Villa,1
88,Keinan Davis,Aston Villa,0
91,Alejo Véliz,Spurs,0
92,Dane Scarlett,Spurs,0
119,Evan Ferguson,Brighton,1
129,Folarin Balogun,Arsenal,0
132,Gabriel Fernando de Jesus,Arsenal,1
142,Harry Kane,Spurs,0
185,João Pedro Junqueira de Jesus,Brighton,1
194,Aaron Connolly,Brighton,0
195,Andi Zeqiri,Brighton,0
200,Deniz Undav,Brighton,0
204,Callum Wilson,Newcastle,1
207,Eddie Nketiah,Arsenal,1
212,Alexander Isak,Newcastle,0
218,Danny Welbeck,Brighton,1
231,Jay Stansfield,Fulham,0
235,Pierre-Emerick Aubameyang,Chelsea,0
241,Carlos Vinícius Alves Morais,Fulham,0
244,Rodrigo Muniz Carvalho,Fulham,1
255,Aleksandar Mitrović,Fulham,0
264,Raúl Jiménez,Fulham,1
267,Mason Burstow,Chelsea,0
275,Christopher Nkunku,Chelsea,0
286,Michail Antonio,West Ham,0
288,Romelu Lukaku Bolingoli,Chelsea,0
289,Armando Broja,Chelsea,1
305,Nicolas Jackson,Chelsea,1
307,Gianluca Scamacca,West Ham,0
312,David Datro Fofana,Chelsea,0
313,Danny Ings,West Ham,1
316,Divin Mubama,West Ham,0
322,Halil Dervişoğlu,Brentford,0
325,Ivan Toney,Brentford,0
346,Yoane Wissa,Brentford,1
354,Thomas Cannon,Everton,0
355,Youssef Ramalho Chermiti,Everton,0
361,Dominic Calvert-Lewin,Everton,1
372,Ellis Simms,Everton,0
393,Antoine Semenyo,Bournemouth,0
398,Matheus Santos Carneiro Da Cunha,Wolves,1
399,Kieffer Moore,Bournemouth,0
417,Fábio Silva,Wolves,0
425,Dominic Solanke,Bournemouth,1
440,Sasa Kalajdzic,Wolves,0
447,Jacob Brown,Luton,1
451,Cauley Woodrow,Luton,0
454,Admiral Muskwe,Luton,0
457,John McAtee,Luton,0
458,Joe Taylor,Luton,0
463,Carlton Morris,Luton,0
472,Aribim Pepple,Luton,0
477,Elijah Adebayo,Luton,1
480,Chiedozie Ogbene,Luton,0
483,Zeki Amdouni,Burnley,1
490,Wout Weghorst,Burnley,0
500,Jay Rodriguez,Burnley,1
502,Lyle Foster,Burnley,1
504,Michael Obafemi,Burnley,0
518,Rasmus Højlund,Man Utd,1
521,Neal Maupay,Brentford,1
537,Shola Shoretire,Man Utd,0
553,Anthony Martial,Man Utd,0
561,Taiwo Awoniyi,Nott'm Forest,0
575,Hwang Ui-jo,Nott'm Forest,0
583,Chris Wood,Nott'm Forest,1
587,Emmanuel Dennis,Nott'm Forest,0
592,Sam Surridge,Nott'm Forest,0
599,Cameron Archer,Sheffield Utd,1
611,Odsonne Edouard,Crystal Palace,0
618,Luke Plange,Crystal Palace,0
620,Jean-Philippe Mateta,Crystal Palace,1
627,John-Kymani Gordon,Crystal Palace,0
630,Antwoine Hackford,Sheffield Utd,0
633,Louie Marsh,Sheffield Utd,0
636,William Osula,Sheffield Utd,1
642,Bénie Traoré,Sheffield Utd,0
645,Rhian Brewster,Sheffield Utd,0
649,Daniel Jebbison,Sheffield Utd,0
654,Iliman Ndiaye,Sheffield Utd,0
655,Oliver McBurnie,Sheffield Utd,1
