index,name,team,points,value
Erling Haaland2023-12-16T15:00:00Z,Erling Haaland,Man City,5.921014,140
Gabriel Fernando de Jesus2023-12-17T14:00:00Z,Gabriel Fernando de Jesus,Arsenal,5.7825255,79
Julián Álvarez2023-12-16T15:00:00Z,Julián Álvarez,Man City,5.4196024,69
Dominic Solanke2023-12-16T15:00:00Z,Dominic Solanke,Bournemouth,4.555326,67
Ollie Watkins2023-12-17T14:00:00Z,Ollie Watkins,Aston Villa,4.430189,85
Neal Maupay2023-12-17T14:00:00Z,Neal Maupay,Brentford,4.3724937,49
Raúl Jiménez2023-12-16T15:00:00Z,Raúl Jiménez,Fulham,4.2380033,53
Alexander Isak2023-12-16T15:00:00Z,Alexander Isak,Newcastle,4.149213,76
Matheus Santos Carneiro Da Cunha2023-12-17T14:00:00Z,Matheus Santos Carneiro Da Cunha,Wolves,3.6929665,57
Antoine Semenyo2023-12-16T15:00:00Z,Antoine Semenyo,Bournemouth,3.558821,46
Odsonne Edouard2023-12-16T15:00:00Z,Odsonne Edouard,Crystal Palace,3.4579992,55
Nicolas Jackson2023-12-16T15:00:00Z,Nicolas Jackson,Chelsea,3.437443,69
Rasmus Højlund2023-12-17T16:30:00Z,Rasmus Højlund,Man Utd,3.39695,69
Callum Wilson2023-12-16T15:00:00Z,Callum Wilson,Newcastle,3.176039,78
Darwin Núñez Ribeiro2023-12-17T16:30:00Z,Darwin Núñez Ribeiro,Liverpool,3.1532705,76
Cody Gakpo2023-12-17T16:30:00Z,Cody Gakpo,Liverpool,2.9592998,72
Zeki Amdouni2023-12-16T17:30:00Z,Zeki Amdouni,Burnley,2.941302,53
Yoane Wissa2023-12-17T14:00:00Z,Yoane Wissa,Brentford,2.8733897,58
João Pedro Junqueira de Jesus2023-12-17T14:00:00Z,João Pedro Junqueira de Jesus,Brighton,2.8654282,54
Jay Rodriguez2023-12-16T17:30:00Z,Jay Rodriguez,Burnley,2.755391,53
Evan Ferguson2023-12-17T14:00:00Z,Evan Ferguson,Brighton,2.7208803,60
Anthony Martial2023-12-17T16:30:00Z,Anthony Martial,Man Utd,2.491402,64
Dominic Calvert-Lewin2023-12-16T17:30:00Z,Dominic Calvert-Lewin,Everton,2.3146777,58
Jean-Philippe Mateta2023-12-16T15:00:00Z,Jean-Philippe Mateta,Crystal Palace,2.2895656,49
Chris Wood2023-12-15T20:00:00Z,Chris Wood,Nott'm Forest,2.2458694,49
Cameron Archer2023-12-16T15:00:00Z,Cameron Archer,Sheffield Utd,2.0841122,46
Carlos Vinícius Alves Morais2023-12-16T15:00:00Z,Carlos Vinícius Alves Morais,Fulham,2.0313244,47
Elijah Adebayo2023-12-16T15:00:00Z,Elijah Adebayo,Luton,1.8861344,48
Harry Kane2023-12-15T20:00:00Z,Harry Kane,Spurs,1.8368397,125
Armando Broja2023-12-16T15:00:00Z,Armando Broja,Chelsea,1.7588317,49
Jacob Brown2023-12-16T15:00:00Z,Jacob Brown,Luton,1.7245626,49
Kieffer Moore2023-12-16T15:00:00Z,Kieffer Moore,Bournemouth,1.5357883,47
Eddie Nketiah2023-12-17T14:00:00Z,Eddie Nketiah,Arsenal,1.3076136,54
Bénie Traoré2023-12-16T15:00:00Z,Bénie Traoré,Sheffield Utd,0.97821105,52
Carlton Morris2023-12-16T15:00:00Z,Carlton Morris,Luton,0.9624208,52
William Osula2023-12-16T15:00:00Z,William Osula,Sheffield Utd,0.9345185,43
Jhon Durán2023-12-17T14:00:00Z,Jhon Durán,Aston Villa,0.91807413,50
Chiedozie Ogbene2023-12-16T15:00:00Z,Chiedozie Ogbene,Luton,0.883396,49
Oliver McBurnie2023-12-16T15:00:00Z,Oliver McBurnie,Sheffield Utd,0.71539927,54
Michael Obafemi2023-12-16T17:30:00Z,Michael Obafemi,Burnley,0.6386844,49
