,name,team,minutes
0,Bernardo Veiga de Carvalho e Silva,Man City,1
1,Oscar Bobb,Man City,0
7,Kevin De Bruyne,Man City,0
9,Riyad Mahrez,Man City,0
10,Shea Charles,Man City,0
13,Phil Foden,Man City,1
14,Rodrigo Hernandez,Man City,1
17,Máximo Perrone,Man City,0
18,Mateo Kovačić,Man City,0
20,Kalvin Phillips,Man City,0
21,Jack Grealish,Man City,1
26,James McConnell,Liverpool,0
27,Bobby Clark,Liverpool,0
28,Ben Doak,Liverpool,0
31,Alexis Mac Allister,Liverpool,0
32,Thiago Alcántara do Nascimento,Liverpool,0
34,Curtis Jones,Liverpool,1
35,Jordan Henderson,Liverpool,0
42,Luis Díaz,Liverpool,1
44,Mohamed Salah,Liverpool,1
45,Omari Kellyman,Aston Villa,0
51,Dominik Szoboszlai,Liverpool,1
52,Harvey Elliott,Liverpool,1
54,Diogo Teixeira da Silva,Liverpool,0
55,Stefan Bajcetic,Liverpool,0
56,Fabio Henrique Tavares,Liverpool,0
59,Boubacar Kamara,Aston Villa,1
63,Emiliano Buendía Stati,Aston Villa,0
64,Bertrand Traoré,Aston Villa,0
66,Leon Bailey,Aston Villa,1
67,Leander Dendoncker,Aston Villa,0
70,Douglas Luiz Soares de Paulo,Aston Villa,0
71,Youri Tielemans,Aston Villa,0
73,John McGinn,Aston Villa,1
75,Jacob Ramsey,Aston Villa,1
76,Jaden Philogene-Bidace,Aston Villa,0
80,Moussa Diaby,Aston Villa,1
81,Philippe Coutinho Correia,Aston Villa,0
83,Morgan Sanson,Aston Villa,0
85,Tim Iroegbunam,Aston Villa,0
90,Matheus Luiz Nunes,Man City,0
94,Tanguy Ndombélé Alvaro,Spurs,0
95,Dejan Kulusevski,Spurs,1
96,Son Heung-min,Spurs,1
98,James Maddison,Spurs,0
111,Richarlison de Andrade,Spurs,1
112,Oliver Skipp,Spurs,1
113,Manor Solomon,Spurs,0
114,Giovani Lo Celso,Spurs,0
115,Pape Matar Sarr,Spurs,1
116,Yves Bissouma,Spurs,1
118,Rodrigo Bentancur,Spurs,0
120,Jacob Murphy,Newcastle,0
122,Jakub Moder,Brighton,0
124,Ryan Fraser,Newcastle,0
125,Facundo Buonanotte,Brighton,1
