,name,team,minutes
0,Fodé Ballo-Touré,Fulham,0
1,Timothy Castagne,Fulham,0
5,Ashley Phillips,Spurs,0
7,Rico Lewis,Man City,0
10,Rúben Gato Alves Dias,Man City,0
11,Nathan Aké,Man City,0
15,Manuel Akanji,Man City,0
17,João Cancelo,Man City,0
22,Sergio Gómez,Man City,0
23,Kyle Walker,Man City,0
25,Aymeric Laporte,Man City,0
28,John Stones,Man City,0
32,Joško Gvardiol,Man City,0
35,Jarell Quansah,Liverpool,0
39,Dan Burn,Newcastle,0
40,Javier Manquillo Gaitán,Newcastle,0
43,Pau Torres,Aston Villa,0
47,Kortney Hause,Aston Villa,0
49,Diego Carlos Santos Silva,Aston Villa,0
51,Matty Cash,Aston Villa,0
53,Calum Chambers,Aston Villa,0
55,Lucas Digne,Aston Villa,0
63,Alexandre Moreno Lopera,Aston Villa,0
67,Ezri Konsa Ngoyo,Aston Villa,0
68,Tyrone Mings,Aston Villa,0
73,Ibrahima Konaté,Liverpool,0
78,Konstantinos Tsimikas,Liverpool,0
79,Trent Alexander-Arnold,Liverpool,0
83,Sepp van den Berg,Liverpool,0
87,Joe Gomez,Liverpool,0
90,Joel Matip,Liverpool,0
92,Virgil van Dijk,Liverpool,0
93,Nathaniel Phillips,Liverpool,0
94,Andrew Robertson,Liverpool,0
101,Kell Watts,Newcastle,0
102,Fabian Schär,Newcastle,0
107,Kieran Trippier,Newcastle,0
108,Jamaal Lascelles,Newcastle,0
109,Jamal Lewis,Newcastle,0
114,Emil Krafth,Newcastle,0
119,Matt Targett,Newcastle,0
122,Harrison Ashby,Newcastle,0
125,Sven Botman,Newcastle,0
128,Paul Dummett,Newcastle,0
130,Micky van de Ven,Spurs,0
134,Japhet Tanganga,Spurs,0
136,Destiny Udogie,Spurs,0
137,Pedro Porro,Spurs,0
140,Ryan Sessegnon,Spurs,0
143,Joe Rodon,Spurs,0
145,Davinson Sánchez,Spurs,0
146,Cristian Romero,Spurs,0
148,Djed Spence,Spurs,0
154,Ivan Perišić,Spurs,0
155,Jakub Kiwior,Arsenal,0
158,Gabriel dos Santos Magalhães,Arsenal,0
162,Eric Dier,Spurs,0
164,Emerson Leite de Souza Junior,Spurs,0
172,Takehiro Tomiyasu,Arsenal,0
178,Kieran Tierney,Arsenal,0
179,Benjamin White,Arsenal,0
181,Ben Davies,Spurs,0
182,Oleksandr Zinchenko,Arsenal,0
187,William Saliba,Arsenal,0
188,Jurriën Timber,Arsenal,0
192,Cédric Alves Soares,Arsenal,0
200,Josh Brooking,Chelsea,0
204,Tariq Lamptey,Brighton,0
211,Pervis Estupiñán,Brighton,0
213,Igor Julio dos Santos de Paulo,Brighton,0
214,Michał Karbownik,Brighton,0
215,Lewis Hall,Newcastle,0
216,Lewis Dunk,Brighton,0
222,Jan Paul van Hecke,Brighton,0
224,Joël Veltman,Brighton,0
232,Adam Webster,Brighton,0
238,Tino Livramento,Newcastle,0
239,Alex Murphy,Newcastle,0
242,Bashir Humphreys,Chelsea,0
253,César Azpilicueta,Chelsea,0
254,Benoît Badiashile,Chelsea,0
256,Ethan Ampadu,Chelsea,0
257,Abdul Rahman Baba,Chelsea,0
261,Vladimír Coufal,West Ham,0
262,Aaron Cresswell,West Ham,0
263,Kurt Zouma,West Ham,0
268,Emerson Palmieri dos Santos,West Ham,0
274,Ben Johnson,West Ham,0
275,Nayef Aguerd,West Ham,0
276,Angelo Ogbonna,West Ham,0
279,Thilo Kehrer,West Ham,0
281,Konstantinos Mavropanos,West Ham,0
293,Wesley Fofana,Chelsea,0
295,Reece James,Chelsea,0
298,Marc Cucurella Saseta,Chelsea,0
300,Malo Gusto,Chelsea,0
301,Axel Disasi,Chelsea,0
302,Malang Sarr,Chelsea,0
303,Thiago Emiliano da Silva,Chelsea,0
304,Trevoh Chalobah,Chelsea,0
308,Levi Colwill,Chelsea,0
309,Ben Chilwell,Chelsea,0
317,Luc De Fougerolles,Fulham,0
320,Tim Ream,Fulham,0
323,Terence Kongolo,Fulham,0
324,Calvin Bassey,Fulham,0
328,Tosin Adarabioyo,Fulham,0
