index,name,team,points,value
Diogo Dalot Teixeira2023-10-07T14:00:00Z,Diogo Dalot Teixeira,Man Utd,3.3956933,49
Joachim Andersen2023-10-07T16:30:00Z,Joachim Andersen,Crystal Palace,3.3919516,48
Andrew Robertson2023-10-08T13:00:00Z,Andrew Robertson,Liverpool,3.3143568,66
Kieran Trippier2023-10-08T13:00:00Z,Kieran Trippier,Newcastle,3.1959252,68
Issa Diop2023-10-07T14:00:00Z,Issa Diop,Fulham,3.1876411,45
Fabian Schär2023-10-08T13:00:00Z,Fabian Schär,Newcastle,3.1720593,51
James Tarkowski2023-10-07T14:00:00Z,James Tarkowski,Everton,3.15594,45
Tim Ream2023-10-07T14:00:00Z,Tim Ream,Fulham,3.0483508,45
Ezri Konsa Ngoyo2023-10-08T13:00:00Z,Ezri Konsa Ngoyo,Aston Villa,3.0307007,45
Dan Burn2023-10-08T13:00:00Z,Dan Burn,Newcastle,3.0100288,46
Benjamin White2023-10-08T15:30:00Z,Benjamin White,Arsenal,3.004562,55
Connor Roberts2023-10-07T14:00:00Z,Connor Roberts,Burnley,3.0025876,44
Cristian Romero2023-10-07T11:30:00Z,Cristian Romero,Spurs,2.9795103,48
Joel Ward2023-10-07T16:30:00Z,Joel Ward,Crystal Palace,2.9741993,45
Kyle Walker2023-10-08T15:30:00Z,Kyle Walker,Man City,2.8880386,53
Tyrick Mitchell2023-10-07T16:30:00Z,Tyrick Mitchell,Crystal Palace,2.8822913,45
Axel Disasi2023-10-07T14:00:00Z,Axel Disasi,Chelsea,2.8799896,51
Emerson Palmieri dos Santos2023-10-08T13:00:00Z,Emerson Palmieri dos Santos,West Ham,2.865813,45
Lucas Digne2023-10-08T13:00:00Z,Lucas Digne,Aston Villa,2.8511107,46
Lewis Dunk2023-10-08T13:00:00Z,Lewis Dunk,Brighton,2.8484135,50
Matty Cash2023-10-08T13:00:00Z,Matty Cash,Aston Villa,2.8076203,50
Illia Zabarnyi2023-10-07T14:00:00Z,Illia Zabarnyi,Bournemouth,2.7978032,45
Thiago Emiliano da Silva2023-10-07T14:00:00Z,Thiago Emiliano da Silva,Chelsea,2.787842,50
Levi Colwill2023-10-07T14:00:00Z,Levi Colwill,Chelsea,2.7241268,46
Craig Dawson2023-10-08T13:00:00Z,Craig Dawson,Wolves,2.6886222,45
Max Aarons2023-10-07T14:00:00Z,Max Aarons,Bournemouth,2.6719055,45
Pedro Porro2023-10-07T11:30:00Z,Pedro Porro,Spurs,2.563739,51
Max Kilman2023-10-08T13:00:00Z,Max Kilman,Wolves,2.5620537,45
Vladimír Coufal2023-10-08T13:00:00Z,Vladimír Coufal,West Ham,2.5280614,45
Marc Guéhi2023-10-07T16:30:00Z,Marc Guéhi,Crystal Palace,2.5178304,45
Sven Botman2023-10-08T13:00:00Z,Sven Botman,Newcastle,2.510642,47
Pau Torres2023-10-08T13:00:00Z,Pau Torres,Aston Villa,2.5087702,45
Vitalii Mykolenko2023-10-07T14:00:00Z,Vitalii Mykolenko,Everton,2.5025845,43
Victor Lindelöf2023-10-07T14:00:00Z,Victor Lindelöf,Man Utd,2.4720101,45
Anel Ahmedhodžić2023-10-07T14:00:00Z,Anel Ahmedhodžić,Sheffield Utd,2.458053,43
Nayef Aguerd2023-10-08T13:00:00Z,Nayef Aguerd,West Ham,2.4446087,45
Jack Robinson2023-10-07T14:00:00Z,Jack Robinson,Sheffield Utd,2.4289057,45
Jarrad Branthwaite2023-10-07T14:00:00Z,Jarrad Branthwaite,Everton,2.424548,40
