,name,team,minutes
1,Javier Manquillo Gaitán,Newcastle,0
2,Dan Burn,Newcastle,1
5,Lewis Dunk,Brighton,1
8,Pervis Estupiñán,Brighton,0
10,Michał Karbownik,Brighton,0
12,Igor Julio dos Santos de Paulo,Brighton,1
22,Joël Veltman,Brighton,1
25,Jan Paul van Hecke,Brighton,1
30,Adam Webster,Brighton,0
35,Tariq Lamptey,Brighton,0
39,Micky van de Ven,Spurs,1
42,Jarell Quansah,Liverpool,0
44,Kortney Hause,Aston Villa,0
49,Kieran Trippier,Newcastle,1
51,Sven Botman,Newcastle,0
54,Kell Watts,Newcastle,0
57,Lucas Digne,Aston Villa,1
58,Diego Carlos Santos Silva,Aston Villa,1
62,Jamal Lewis,Newcastle,0
65,Calum Chambers,Aston Villa,0
68,Jamaal Lascelles,Newcastle,1
71,Tyrone Mings,Aston Villa,0
76,Harrison Ashby,Newcastle,0
77,Pau Torres,Aston Villa,1
78,Paul Dummett,Newcastle,0
82,Alexandre Moreno Lopera,Aston Villa,0
83,Fabian Schär,Newcastle,1
86,Ezri Konsa Ngoyo,Aston Villa,1
89,Emil Krafth,Newcastle,0
94,Matty Cash,Aston Villa,1
103,Matt Targett,Newcastle,0
108,Djed Spence,Spurs,0
110,Davinson Sánchez,Spurs,0
114,Cristian Romero,Spurs,1
115,Ivan Perišić,Spurs,0
117,Japhet Tanganga,Spurs,0
124,Rúben Gato Alves Dias,Man City,1
125,Ryan Sessegnon,Spurs,0
127,Rico Lewis,Man City,1
128,Joe Rodon,Spurs,0
130,Pedro Porro,Spurs,1
134,Manuel Akanji,Man City,0
135,João Cancelo,Man City,0
140,Destiny Udogie,Spurs,1
141,Nathan Aké,Man City,1
149,Sergio Gómez,Man City,0
150,Emerson Leite de Souza Junior,Spurs,1
153,Kyle Walker,Man City,1
158,Eric Dier,Spurs,0
159,John Stones,Man City,1
161,Ben Davies,Spurs,0
163,Aymeric Laporte,Man City,0
164,Virgil van Dijk,Liverpool,1
169,Nathaniel Phillips,Liverpool,0
170,Ibrahima Konaté,Liverpool,1
172,Sepp van den Berg,Liverpool,0
180,Joel Matip,Liverpool,1
181,Joško Gvardiol,Man City,1
182,Trent Alexander-Arnold,Liverpool,1
187,Andrew Robertson,Liverpool,1
188,Konstantinos Tsimikas,Liverpool,0
190,Joe Gomez,Liverpool,1
192,Alex Murphy,Newcastle,0
194,Tino Livramento,Newcastle,0
