,name,team,minutes
28,Julián Álvarez,Man City,1
42,Erling Haaland,Man City,1
62,Alexander Isak,Newcastle,0
72,Callum Wilson,Newcastle,0
79,Wesley Moraes Ferreira da Silva,Aston Villa,0
80,Ollie Watkins,Aston Villa,1
95,Jhon Durán,Aston Villa,0
112,Keinan Davis,Aston Villa,0
114,Darwin Núñez Ribeiro,Liverpool,1
121,Cody Gakpo,Liverpool,1
143,Deniz Undav,Brighton,0
152,João Pedro Junqueira de Jesus,Brighton,1
160,Evan Ferguson,Brighton,0
161,Aaron Connolly,Brighton,0
164,Andi Zeqiri,Brighton,0
174,Danny Welbeck,Brighton,0
177,Alejo Véliz,Spurs,0
178,Dane Scarlett,Spurs,0
208,Folarin Balogun,Arsenal,0
209,Eddie Nketiah,Arsenal,0
212,Harry Kane,Spurs,0
216,Gabriel Fernando de Jesus,Arsenal,0
255,Ivan Toney,Brentford,0
276,Yoane Wissa,Brentford,1
279,Halil Dervişoğlu,Brentford,0
293,Pierre-Emerick Aubameyang,Chelsea,0
300,Divin Mubama,West Ham,0
303,Michail Antonio,West Ham,0
304,Danny Ings,West Ham,0
322,Gianluca Scamacca,West Ham,0
325,Mason Burstow,Chelsea,0
332,Romelu Lukaku Bolingoli,Chelsea,0
334,Nicolas Jackson,Chelsea,1
342,Christopher Nkunku,Chelsea,0
343,David Datro Fofana,Chelsea,0
354,Armando Broja,Chelsea,1
356,Neal Maupay,Brentford,1
361,Sasa Kalajdzic,Wolves,1
379,Matheus Santos Carneiro Da Cunha,Wolves,1
383,Fábio Silva,Wolves,0
387,Thomas Cannon,Everton,0
390,Youssef Ramalho Chermiti,Everton,0
391,Cameron Archer,Sheffield Utd,1
398,Rasmus Højlund,Man Utd,1
403,Dominic Calvert-Lewin,Everton,1
408,Ellis Simms,Everton,0
421,Sam Surridge,Nott'm Forest,0
429,Anthony Martial,Man Utd,0
431,Shola Shoretire,Man Utd,0
438,Emmanuel Dennis,Nott'm Forest,0
449,Taiwo Awoniyi,Nott'm Forest,1
454,Chris Wood,Nott'm Forest,1
455,Hwang Ui-jo,Nott'm Forest,0
497,Carlton Morris,Luton,1
498,Deivid Washington de Souza Eugênio,Chelsea,0
499,Cauley Woodrow,Luton,0
501,Nathan Fraser,Wolves,0
503,Chiedozie Ogbene,Luton,1
504,Ronnie Stutter,Chelsea,0
507,Norberto Bercique Gomes Betuncal,Everton,1
521,Jacob Brown,Luton,0
526,Admiral Muskwe,Luton,0
530,John McAtee,Luton,0
533,Joe Taylor,Luton,0
543,Elijah Adebayo,Luton,1
545,Aribim Pepple,Luton,0
550,Jean-Philippe Mateta,Crystal Palace,0
564,Antwoine Hackford,Sheffield Utd,0
565,Louie Marsh,Sheffield Utd,0
566,Luke Plange,Crystal Palace,0
570,Odsonne Edouard,Crystal Palace,1
581,John-Kymani Gordon,Crystal Palace,0
587,Wout Weghorst,Burnley,0
589,Michael Obafemi,Burnley,0
594,Jay Rodriguez,Burnley,1
597,Lyle Foster,Burnley,0
615,Zeki Amdouni,Burnley,1
625,Bénie Traoré,Sheffield Utd,0
638,Kieffer Moore,Bournemouth,0
639,Rhian Brewster,Sheffield Utd,0
642,Iliman Ndiaye,Sheffield Utd,0
644,Oliver McBurnie,Sheffield Utd,0
645,Antoine Semenyo,Bournemouth,1
650,Dominic Solanke,Bournemouth,1
654,William Osula,Sheffield Utd,0
655,Daniel Jebbison,Sheffield Utd,0
677,Aleksandar Mitrović,Fulham,0
681,Raúl Jiménez,Fulham,1
685,Rodrigo Muniz Carvalho,Fulham,0
692,Carlos Vinícius Alves Morais,Fulham,1
705,Jay Stansfield,Fulham,0
710,Divock Origi,Nott'm Forest,0
