index,name,team,points,value
Erling Haaland2023-12-03T16:30:00Z,Erling Haaland,Man City,6.102859290607134,140
Nicolas Jackson2023-12-03T14:00:00Z,Nicolas Jackson,Chelsea,4.982012204659949,69
Ollie Watkins2023-12-03T14:00:00Z,Ollie Watkins,Aston Villa,4.695730985327245,85
Dominic Solanke2023-12-03T14:00:00Z,Dominic Solanke,Bournemouth,4.250924925886931,65
Julián Álvarez2023-12-03T16:30:00Z,Julián Álvarez,Man City,3.9019845103906348,70
Callum Wilson2023-12-02T20:00:00Z,Callum Wilson,Newcastle,3.419921709654357,78
Matheus Santos Carneiro Da Cunha2023-12-02T15:00:00Z,Matheus Santos Carneiro Da Cunha,Wolves,3.3993963901917983,55
Darwin Núñez Ribeiro2023-12-03T14:00:00Z,Darwin Núñez Ribeiro,Liverpool,3.321143777271692,76
Jay Rodriguez2023-12-02T15:00:00Z,Jay Rodriguez,Burnley,3.0704745784441454,53
Anthony Martial2023-12-02T20:00:00Z,Anthony Martial,Man Utd,2.7428031831196917,64
Odsonne Edouard2023-12-03T14:00:00Z,Odsonne Edouard,Crystal Palace,2.6652499618724477,55
Taiwo Awoniyi2023-12-02T17:30:00Z,Taiwo Awoniyi,Nott'm Forest,2.6463474078802625,64
João Pedro Junqueira de Jesus2023-12-03T14:00:00Z,João Pedro Junqueira de Jesus,Brighton,2.6050792343343416,53
Yoane Wissa2023-12-02T15:00:00Z,Yoane Wissa,Brentford,2.5153150268681994,59
Dominic Calvert-Lewin2023-12-02T17:30:00Z,Dominic Calvert-Lewin,Everton,2.5147251833193742,58
Zeki Amdouni2023-12-02T15:00:00Z,Zeki Amdouni,Burnley,2.504423342039749,53
Norberto Bercique Gomes Betuncal2023-12-16T17:30:00Z,Norberto Bercique Gomes Betuncal,Everton,2.4096774221229946,57
Carlton Morris2023-12-02T15:00:00Z,Carlton Morris,Luton,2.4022749617214885,53
Alexander Isak2023-12-02T20:00:00Z,Alexander Isak,Newcastle,2.355525447209159,75
Neal Maupay2023-12-02T15:00:00Z,Neal Maupay,Brentford,2.338588924061122,49
Cameron Archer2023-12-02T15:00:00Z,Cameron Archer,Sheffield Utd,2.3143431855424264,46
Rasmus Højlund2023-12-02T20:00:00Z,Rasmus Højlund,Man Utd,2.296519026727265,70
Chiedozie Ogbene2023-12-02T15:00:00Z,Chiedozie Ogbene,Luton,2.26593406736434,49
Evan Ferguson2023-12-03T14:00:00Z,Evan Ferguson,Brighton,2.165241545764383,61
Antoine Semenyo2023-12-03T14:00:00Z,Antoine Semenyo,Bournemouth,2.0391317331000547,46
Cody Gakpo2023-12-03T14:00:00Z,Cody Gakpo,Liverpool,1.963174520832443,72
Raúl Jiménez2023-12-03T14:00:00Z,Raúl Jiménez,Fulham,1.843170395531796,52
Eddie Nketiah2023-12-02T15:00:00Z,Eddie Nketiah,Arsenal,1.7251622918612946,57
