iter	Passed	Remaining
1173	54531	409962
1174	54579	409928
1175	54624	409873
1176	54674	409849
1177	54712	409738
1178	54760	409705
1179	54809	409681
1180	54859	409659
1181	54897	409550
1182	54944	409503
1183	54997	409510
1184	55047	409491
1185	55103	409512
1186	55155	409510
1187	55197	409428
1188	55249	409421
1189	55288	409319
1190	55338	409302
1191	55386	409267
1192	55439	409264
1193	55483	409204
1194	55525	409124
1195	55567	409042
1196	55610	408970
1197	55656	408919
1198	55699	408852
1199	55747	408817
1200	55796	408787
1201	55847	408771
1202	55903	408796
1203	55944	408709
1204	55996	408704
1205	56047	408694
1206	56087	408595
1207	56135	408562
1208	56184	408530
1209	56224	408438
1210	56270	408392
1211	56324	408397
1212	56364	408306
1213	56406	408227
1214	56444	408122
1215	56496	408110
1216	56548	408107
1217	56589	408019
1218	56626	407903
1219	56667	407823
1220	56712	407762
1221	56763	407749
1222	56814	407735
1223	56855	407653
1224	56899	407585
1225	56943	407524
1226	56987	407461
1227	57039	407449
1228	57093	407456
1229	57144	407446
1230	57183	407348
1231	57222	407246
1232	57274	407239
1233	57320	407186
1234	57372	407182
1235	57423	407169
1236	57467	407102
1237	57509	407023
1238	57558	407001
1239	57600	406918
1240	57649	406893
1241	57699	406870
1242	57740	406783
1243	57778	406680
1244	57830	406670
1245	57877	406630
1246	57918	406544
1247	57965	406500
1248	58005	406413
1249	58058	406407
1250	58103	406353
1251	58147	406288
1252	58188	406205
1253	58229	406119
1254	58269	406027
1255	58324	406041
1256	58374	406017
1257	58422	405987
1258	58462	405892
1259	58506	405829
1260	58559	405827
1261	58600	405746
1262	58644	405679
1263	58694	405661
1264	58744	405640
1265	58794	405614
1266	58838	405556
1267	58891	405549
1268	58937	405500
1269	58984	405459
1270	59034	405439
1271	59085	405424
1272	59138	405424
1273	59178	405329
1274	59228	405311
1275	59280	405298
1276	59323	405228
1277	59378	405239
1278	59432	405244
1279	59481	405220
1280	59534	405213
1281	59578	405154
1282	59630	405142
1283	59677	405103
1284	59728	405086
1285	59778	405061
1286	59824	405014
1287	59862	404909
1288	59912	404884
1289	59960	404847
1290	60004	404783
1291	60053	404759
1292	60097	404693
1293	60148	404680
1294	60192	404615
1295	60240	404578
1296	60291	404561
1297	60343	404553
1298	60396	404552
1299	60447	404531
1300	60500	404528
1301	60545	404475
1302	60586	404387
1303	60635	404358
1304	60684	404331
1305	60725	404244
1306	60763	404146
1307	60806	404072
1308	60847	403990
1309	60894	403948
1310	60937	403877
1311	60978	403797
1312	61024	403744
1313	61064	403655
1314	61118	403660
1315	61168	403637
1316	61216	403602
1317	61265	403570
1318	61304	403474
1319	61344	403385
1320	61394	403363
1321	61450	403376
1322	61495	403321
1323	61546	403307
1324	61595	403277
1325	61640	403221
1326	61683	403151
1327	61737	403150
1328	61780	403084
1329	61826	403034
1330	61876	403011
1331	61930	403015
1332	61983	403007
1333	62030	402965
1334	62079	402938
1335	62133	402935
1336	62185	402927
1337	62235	402904
1338	62286	402882
1339	62332	402837
1340	62374	402759
1341	62421	402719
1342	62466	402662
1343	62509	402588
1344	62552	402520
1345	62604	402512
1346	62657	402503
1347	62699	402429
1348	62739	402341
1349	62786	402296
1350	62830	402233
1351	62875	402180
1352	62915	402088
1353	62964	402058
1354	63005	401982
1355	63047	401904
1356	63099	401892
1357	63149	401868
1358	63197	401830
1359	63248	401812
1360	63299	401793
1361	63351	401786
1362	63395	401724
1363	63447	401710
1364	63503	401721
1365	63555	401712
1366	63606	401695
1367	63660	401696
1368	63704	401631
1369	63746	401555
1370	63788	401482
1371	63827	401386
1372	63880	401384
1373	63920	401293
1374	63970	401269
1375	64020	401244
1376	64072	401231
1377	64116	401167
1378	64166	401143
1379	64215	401112
1380	64264	401083
1381	64315	401061
1382	64361	401016
1383	64400	400923
1384	64450	400894
1385	64503	400886
1386	64553	400862
1387	64602	400834
1388	64651	400799
1389	64693	400730
1390	64741	400687
1391	64786	400632
1392	64830	400574
1393	64871	400490
1394	64922	400472
1395	64969	400429
1396	65008	400335
1397	65046	400236
1398	65091	400180
1399	65130	400088
1400	65184	400087
1401	65225	400008
1402	65265	399922
1403	65308	399854
1404	65353	399794
1405	65394	399714
1406	65436	399640
1407	65482	399592
1408	65523	399513
1409	65570	399470
1410	65616	399417
1411	65668	399404
1412	65711	399337
1413	65767	399349
1414	65815	399308
1415	65866	399290
1416	65922	399300
1417	65966	399241
1418	66015	399211
1419	66059	399149
1420	66101	399076
1421	66140	398981
1422	66193	398975
1423	66233	398889
1424	66279	398841
1425	66332	398830
1426	66385	398824
1427	66436	398806
1428	66477	398724
1429	66517	398636
1430	66561	398576
1431	66599	398478
1432	66648	398449
1433	66689	398368
1434	66743	398367
1435	66790	398323
1436	66839	398291
1437	66884	398234
1438	66933	398207
1439	66986	398196
1440	67037	398175
1441	67087	398154
1442	67129	398078
1443	67174	398021
1444	67214	397935
1445	67265	397915
1446	67308	397849
1447	67350	397775
1448	67401	397754
1449	67453	397742
1450	67497	397681
1451	67541	397622
1452	67590	397590
1453	67634	397529
1454	67675	397446
1455	67725	397421
1456	67766	397341
1457	67805	397251
1458	67845	397165
1459	67888	397100
1460	67932	397040
1461	67979	396995
1462	68021	396923
1463	68065	396861
1464	68107	396790
1465	68158	396768
1466	68203	396716
1467	68255	396700
1468	68300	396642
1469	68350	396618
1470	68391	396538
1471	68441	396516
1472	68488	396472
1473	68537	396440
1474	68580	396372
1475	68621	396291
1476	68672	396271
1477	68724	396256
1478	68773	396224
1479	68823	396201
1480	68867	396140
1481	68915	396101
1482	68955	396015
1483	69006	395997
1484	69056	395970
1485	69105	395937
1486	69153	395898
1487	69198	395842
1488	69239	395768
1489	69279	395685
1490	69330	395662
1491	69376	395611
1492	69421	395557
1493	69468	395516
1494	69520	395499
1495	69571	395479
1496	69611	395393
1497	69651	395310
1498	69701	395286
1499	69754	395277
1500	69798	395212
1501	69848	395189
1502	69893	395134
1503	69943	395106
1504	69995	395089
1505	70045	395063
1506	70093	395026
1507	70133	394940
1508	70172	394855
1509	70212	394773
1510	70265	394758
1511	70314	394726
1512	70357	394664
1513	70403	394610
1514	70444	394534
1515	70492	394499
1516	70544	394480
1517	70583	394392
1518	70635	394378
1519	70683	394339
1520	70735	394321
1521	70777	394254
1522	70830	394239
1523	70879	394206
1524	70920	394132
1525	70968	394094
1526	71010	394020
1527	71052	393951
1528	71101	393918
1529	71151	393893
1530	71197	393844
1531	71251	393838
1532	71300	393801
1533	71348	393767
1534	71400	393746
1535	71449	393719
1536	71494	393661
1537	71541	393616
1538	71590	393584
1539	71638	393545
1540	71689	393522
1541	71738	393490
1542	71790	393473
1543	71839	393440
1544	71888	393409
1545	71938	393380
1546	71989	393359
1547	72042	393348
1548	72093	393323
1549	72141	393286
1550	72190	393253
1551	72231	393176
1552	72276	393120
1553	72323	393079
1554	72365	393006
1555	72416	392987
1556	72468	392968
1557	72524	392975
1558	72577	392962
1559	72620	392896
1560	72671	392871
1561	72712	392794
1562	72765	392784
1563	72819	392778
1564	72868	392747
1565	72918	392716
1566	72960	392647
1567	73005	392589
1568	73057	392572
1569	73108	392550
1570	73160	392531
1571	73214	392525
1572	73264	392498
1573	73316	392482
1574	73370	392475
1575	73418	392436
1576	73462	392372
1577	73503	392295
1578	73556	392286
1579	73606	392258
1580	73657	392235
1581	73706	392200
1582	73758	392182
1583	73799	392106
1584	73852	392091
1585	73903	392070
1586	73954	392049
1587	73991	391949
1588	74037	391899
1589	74083	391850
1590	74122	391765
1591	74163	391687
1592	74214	391664
1593	74264	391636
1594	74312	391598
1595	74364	391577
1596	74409	391526
1597	74457	391485
1598	74507	391455
1599	74555	391414
1600	74604	391383
1601	74646	391313
1602	74696	391280
1603	74744	391244
1604	74787	391178
1605	74837	391149
1606	74886	391117
1607	74936	391085
1608	74985	391054
1609	75031	391000
1610	75082	390976
1611	75135	390963
1612	75177	390896
1613	75217	390815
1614	75272	390809
1615	75316	390753
1616	75368	390733
1617	75422	390726
1618	75463	390645
1619	75508	390591
1620	75553	390538
1621	75594	390460
1622	75636	390393
1623	75688	390373
1624	75738	390346
1625	75790	390326
1626	75843	390314
1627	75899	390313
1628	75938	390228
1629	75991	390216
1630	76043	390196
1631	76095	390175
1632	76139	390114
1633	76190	390092
1634	76234	390032
1635	76274	389950
1636	76317	389884
1637	76371	389878
1638	76424	389863
1639	76476	389841
1640	76529	389829
1641	76569	389748
1642	76619	389718
