iter	Logloss
0	0.600479863
1	0.5177436278
2	0.4468417836
3	0.3836032174
4	0.3238668539
5	0.2765622801
6	0.239136399
7	0.2135723797
8	0.1847891108
9	0.1629377944
10	0.1464076824
11	0.1308848188
12	0.1189103205
13	0.1084272152
14	0.09925954473
15	0.09201161752
16	0.08633186112
17	0.08077506637
18	0.07703328816
19	0.07314131847
20	0.0691664304
21	0.06682124272
22	0.06381886715
23	0.06238457528
24	0.06028373014
25	0.05812153183
26	0.05658423333
27	0.05559903182
28	0.0546979042
29	0.05373632462
30	0.05305041702
31	0.05200180391
32	0.05115529453
33	0.05066814778
34	0.0501079406
35	0.04963942391
36	0.049157583
37	0.04851644318
38	0.04812486272
39	0.04771532745
40	0.04743992797
41	0.04713945493
42	0.04690510725
43	0.04665944956
44	0.04643185739
45	0.04627725404
46	0.04584340098
47	0.0455811105
48	0.04544080706
49	0.04528993071
50	0.04514931893
51	0.04487409445
52	0.04476654409
53	0.04464238904
54	0.04458561969
55	0.04446131078
56	0.0442845842
57	0.04408225808
58	0.04392129626
59	0.04381319388
60	0.04373587562
61	0.04363298063
62	0.0435430636
63	0.04338962459
64	0.04323570293
65	0.04321886962
66	0.04310488325
67	0.04303279719
68	0.04299358184
69	0.04290989532
70	0.04283932693
71	0.04275453122
72	0.04266470041
73	0.04260376185
74	0.04253065596
75	0.04253065004
76	0.04239883841
77	0.04226701715
78	0.04218402967
79	0.04211375256
80	0.04200724679
81	0.04199303883
82	0.04194415706
83	0.04188519992
84	0.04183133149
85	0.04177865087
86	0.04170473282
87	0.04166011306
88	0.04159723709
89	0.04152673842
90	0.04147076773
91	0.04134885852
92	0.04130330606
93	0.04122348473
94	0.04115545106
95	0.04110310465
96	0.04104710395
97	0.04098199058
98	0.04094229509
99	0.04087564715
100	0.04081177953
101	0.0407657714
102	0.04071533895
103	0.04068217109
104	0.04062828743
105	0.0405707558
106	0.04055486217
107	0.04049329095
108	0.04047497218
109	0.04041064112
110	0.04037919331
111	0.04028612777
112	0.0401957422
113	0.04012880649
114	0.04008254978
115	0.0400244135
116	0.04002440955
117	0.03991633814
118	0.03987077224
119	0.03987077088
120	0.03982745388
121	0.03974128787
122	0.03970637952
123	0.03965459004
124	0.03959963447
125	0.03954168426
126	0.03950514211
127	0.03948817725
128	0.0394437662
129	0.03939357334
130	0.03937434769
131	0.03934716184
132	0.03934714576
133	0.03931382962
134	0.03924343682
135	0.03920319928
136	0.03916768994
137	0.03912836649
138	0.03909250047
139	0.03907030221
140	0.03905631044
141	0.03902457671
142	0.0389882857
143	0.03897936283
144	0.038969672
145	0.03892710599
146	0.03892710229
147	0.03885205616
148	0.03875494261
149	0.03875494242
150	0.03871759476
151	0.03867765733
152	0.0386213679
153	0.03858089224
154	0.03856548407
155	0.03851097805
156	0.03848359007
157	0.03843234976
158	0.03837633568
159	0.03834435153
160	0.03828775593
161	0.03825007655
162	0.0381865397
163	0.03818652779
164	0.03807491138
165	0.03802767332
166	0.03802767283
167	0.03798423728
168	0.03798423218
169	0.03794949326
170	0.03790760913
171	0.0378767117
172	0.03787670421
173	0.03782623663
174	0.03779586736
175	0.03776230603
176	0.03770968498
177	0.03767372917
178	0.03765348158
179	0.03762783926
180	0.03757490087
181	0.03755985358
182	0.03748997151
183	0.03744714505
184	0.03736665769
185	0.0373327553
186	0.03730315733
187	0.03726792975
188	0.03723321798
189	0.03721501565
190	0.03720470333
191	0.03715879609
192	0.03715879549
193	0.03714851533
194	0.03714849072
195	0.03711275585
196	0.03711275477
197	0.03707470957
198	0.03707470957
199	0.0370257949
200	0.0370257949
201	0.03698409022
202	0.03698408677
203	0.03696237247
204	0.03694569886
205	0.03694569339
206	0.03690978074
207	0.03685935296
208	0.03677456375
209	0.03672484438
210	0.03670334447
211	0.03665454886
212	0.03660654004
213	0.03657283114
214	0.03654302392
215	0.03651719019
216	0.03648314664
217	0.03646636392
218	0.03642642906
219	0.03640160406
220	0.03640160042
221	0.03640159933
222	0.03638997629
223	0.03636085471
224	0.03628116371
225	0.03622615761
226	0.03622614557
227	0.03621892816
228	0.03619982143
229	0.0361586664
230	0.03609354456
231	0.0360935313
232	0.03608785457
233	0.03602979258
234	0.03599129312
235	0.03599129312
236	0.03596082709
237	0.03596082339
238	0.03596082339
239	0.03596081646
240	0.03590740345
241	0.03584996604
242	0.035845731
243	0.03582300302
244	0.03578064012
245	0.03578063586
246	0.03578063546
247	0.03577932816
248	0.03574631825
249	0.0357463149
250	0.03573707618
251	0.03573707535
252	0.03573706646
253	0.03570018581
254	0.0357001843
255	0.03570017951
256	0.03570017662
257	0.035700174
258	0.03570017289
259	0.03570013641
260	0.03566407223
261	0.0356640658
262	0.03564126178
263	0.03564126133
264	0.03562897036
265	0.03562896776
266	0.03562896549
267	0.03562896398
268	0.03562896327
269	0.035628957
270	0.03562895335
271	0.03562895251
272	0.03558081347
273	0.03558081256
274	0.03558080138
275	0.03558079991
276	0.03558079925
277	0.03558079431
278	0.0355726918
279	0.03557269151
280	0.03557269014
281	0.03557268783
282	0.03557266871
283	0.03557266738
284	0.03555255218
285	0.03552287308
286	0.03552285097
287	0.03548521377
288	0.03544728311
289	0.03544728241
290	0.03544727281
291	0.03541619485
292	0.03541619291
293	0.03539793715
294	0.03537610302
295	0.0353760979
296	0.0353760952
297	0.03537609236
298	0.03537608432
299	0.03537608432
300	0.03532633114
301	0.03532612676
302	0.0353261261
303	0.03532612152
304	0.03532612089
305	0.03532611879
306	0.03532611584
307	0.03530076729
308	0.03525845598
309	0.03525845139
310	0.03525844713
311	0.03525844627
312	0.03525844205
313	0.03525843777
314	0.03525406385
315	0.03525406286
316	0.03524625928
317	0.03522377321
318	0.03517826613
319	0.03516153225
320	0.03512459526
321	0.03512459305
322	0.03512458232
323	0.03512458053
324	0.03512457741
325	0.03512457622
326	0.03512457622
327	0.03510662991
328	0.03510658338
329	0.0351065795
330	0.03508974786
331	0.03508974597
332	0.03508974499
333	0.03507189798
334	0.03507021808
335	0.03507015152
336	0.03507014331
337	0.03507014147
338	0.0350411188
339	0.03504111836
340	0.03504111836
341	0.03502801898
342	0.03499188344
343	0.0349918689
344	0.03499186851
345	0.03497671231
346	0.03497671023
347	0.03497670655
348	0.03497670479
349	0.03497668712
350	0.03497668417
351	0.03492066947
352	0.03492066549
353	0.03492066259
354	0.03492065887
355	0.03488143102
356	0.03488143055
357	0.03488142836
358	0.03484857971
359	0.03484857859
360	0.03484857417
361	0.03484857233
362	0.03483364966
363	0.03483364922
364	0.03483364854
365	0.03483364739
366	0.03483362961
367	0.03483361497
368	0.03483360955
369	0.03483360631
370	0.03483360469
371	0.03480255734
372	0.03480255734
373	0.03478575756
374	0.03472708814
375	0.03472708775
376	0.03472708645
377	0.03472708611
378	0.03472708484
379	0.03467266478
380	0.03464892078
381	0.03462315075
382	0.03462314675
383	0.03462314359
384	0.03461712089
385	0.03460177717
386	0.03458415758
387	0.03458414869
388	0.03455798923
389	0.03452319287
390	0.0345228378
391	0.03451104878
392	0.03448026253
393	0.03444557168
394	0.03444556888
395	0.03444123617
396	0.03444123617
397	0.03444123543
398	0.03441992545
399	0.03439905712
400	0.03438396375
401	0.03438395771
402	0.03438395771
403	0.03438395616
404	0.03438395579
405	0.03438395523
406	0.03437971984
407	0.0343797129
408	0.03437971083
409	0.03436313682
410	0.03436313542
411	0.03435277041
412	0.03431277088
413	0.03431276205
414	0.03431275763
415	0.03431275567
416	0.03431275209
417	0.03427498352
418	0.03427498188
419	0.03427498159
420	0.03423378055
421	0.03423377246
422	0.03423376852
423	0.03423374972
424	0.03423374393
425	0.03420268339
426	0.03420266518
427	0.03418574055
428	0.03416335777
429	0.03416335689
430	0.03414802709
431	0.03414802709
432	0.03414800577
433	0.03412407654
434	0.03412407519
435	0.03412406652
436	0.03412406584
437	0.03412404693
438	0.03411582754
439	0.03411582488
440	0.03408140508
441	0.0340656326
442	0.03406562799
443	0.03406562454
444	0.03406562266
445	0.03404993283
446	0.03401390517
447	0.03400529653
448	0.03400529317
449	0.0340052728
450	0.03400522864
451	0.03400522529
452	0.03399744489
453	0.03399744489
454	0.03399742043
455	0.03399741585
456	0.03399741115
457	0.03399738027
458	0.03399737419
459	0.03397941119
460	0.03397940895
461	0.03397939444
462	0.03393045661
463	0.03393044578
464	0.03393043979
465	0.03392302479
466	0.03392301844
467	0.03392300947
468	0.03391791255
469	0.03390471864
470	0.03390471674
471	0.03390471587
472	0.0339047109
473	0.03390470188
474	0.03390470188
475	0.03390469677
476	0.03390467438
477	0.03390466682
478	0.03390466364
479	0.03388670335
480	0.03388668656
481	0.03388668357
482	0.03388249045
483	0.03388248584
484	0.03388248301
485	0.03388247853
486	0.03388247698
487	0.033882455
488	0.033882455
489	0.03385414024
490	0.03385413761
491	0.0338247216
492	0.03382471951
493	0.03378572073
494	0.03375493918
495	0.03375493554
496	0.03375493554
497	0.03375492143
498	0.03371602334
499	0.03371599977
500	0.03371599977
501	0.03371598743
502	0.03371598743
503	0.03371598457
504	0.0337089345
505	0.03370893282
506	0.03370893017
507	0.03370892887
508	0.03370891567
509	0.03370890888
510	0.03370890437
511	0.03370890263
512	0.03370218047
513	0.03369753971
514	0.03369753446
515	0.03369753054
516	0.03367876521
517	0.03367408154
518	0.03367408057
519	0.03365722275
520	0.03365721837
521	0.03365721031
522	0.03361928642
523	0.03361928642
524	0.03359183953
525	0.03354992663
526	0.03350347321
527	0.03350347062
528	0.03345977158
529	0.03342608646
530	0.03340704574
531	0.03340704537
532	0.0333395313
533	0.03329644226
534	0.03328623549
535	0.0332577965
536	0.03323202014
537	0.03319787761
538	0.03319786037
539	0.03316186088
540	0.03314628243
541	0.03310976337
542	0.03308394953
543	0.03302783672
544	0.03298472658
545	0.03293504132
546	0.03292367243
547	0.03290450679
548	0.03290450206
549	0.03290450206
550	0.03288733313
551	0.03283413485
552	0.03280568575
553	0.03277578565
554	0.03271943109
555	0.03271940535
556	0.03271940359
557	0.03268555157
558	0.03267284608
559	0.0326631951
560	0.03266318678
561	0.03260779105
562	0.032589883
563	0.03258033363
564	0.03257404307
565	0.03256355948
566	0.03256355661
567	0.03253449613
568	0.03251208308
569	0.03251068052
570	0.03248776827
571	0.03246110051
572	0.03246109891
573	0.03242365517
574	0.03237205368
575	0.03237203934
576	0.03235799263
577	0.03233428293
578	0.03231770073
579	0.03227373398
580	0.03226865286
581	0.03223524783
582	0.03223521148
583	0.03223519776
584	0.0322152943
585	0.03221527451
586	0.03221527451
587	0.03221527053
588	0.03217113547
589	0.0321403634
590	0.03214035574
591	0.03214035239
592	0.03211475456
593	0.03211475357
594	0.0320870551
595	0.03205114492
596	0.03205114411
597	0.03203520863
598	0.0320351861
599	0.0320351835
600	0.03203517964
601	0.03202836305
602	0.03202835509
603	0.03197214013
604	0.03193578472
605	0.03193574478
606	0.0319316193
607	0.03190271394
608	0.03190271357
609	0.03190271187
610	0.03189811058
611	0.03189809825
612	0.03187469417
613	0.0318746933
614	0.03186258535
615	0.03186249803
616	0.0318624911
617	0.03184182569
618	0.03184182159
619	0.03184181603
620	0.03184181476
621	0.0318208878
622	0.03182087393
623	0.03179462799
624	0.03179462645
625	0.03176635591
626	0.03174581296
627	0.03174580974
628	0.03174203611
629	0.03173466505
630	0.03173466021
631	0.03171216292
632	0.03167704716
633	0.0316482396
634	0.03162214789
635	0.03161064132
636	0.03158546301
637	0.03153952539
638	0.03153268129
639	0.03153268
640	0.0315166528
641	0.03149622011
642	0.03149620789
643	0.03149620088
644	0.03147088007
645	0.03145338991
646	0.03143710798
647	0.03143710111
648	0.03141786565
649	0.03139962467
650	0.03139391322
651	0.03135806026
652	0.03132828271
653	0.03130716601
654	0.03130676934
655	0.03129548048
656	0.03126456589
657	0.03123015657
658	0.03123015599
659	0.03123015258
660	0.03119046619
661	0.0311739216
662	0.03117391715
663	0.03115381671
664	0.03114185295
665	0.03114184807
666	0.03114184418
667	0.03114184343
668	0.03110954958
669	0.03109406026
670	0.03107990581
671	0.03107990406
672	0.03107986855
673	0.03106219735
674	0.03106218527
675	0.03106217749
676	0.03106217321
677	0.03105888081
678	0.03105888081
679	0.03105888046
680	0.03102099539
681	0.0310099976
682	0.03100993947
683	0.03100993729
684	0.03099129402
685	0.03096083868
686	0.03096083569
687	0.03096082691
688	0.03094254475
689	0.03093308768
690	0.03092406819
691	0.03092030243
692	0.03092029476
693	0.03092029476
694	0.03088153571
695	0.03085010517
696	0.03085009165
697	0.03082232501
698	0.03077167591
699	0.03077167419
700	0.0307579196
701	0.03074416979
702	0.03074416942
703	0.03074416479
704	0.03074055927
705	0.03072388186
706	0.0307144677
707	0.03071445784
708	0.03071444722
709	0.03071444443
710	0.03071443443
711	0.03071438852
712	0.03068603271
713	0.03066719186
714	0.03063399757
715	0.03063398211
716	0.03058278857
717	0.03058278626
718	0.03054393834
719	0.03053043516
720	0.03052180893
721	0.03048357562
722	0.03046453574
723	0.03046453066
724	0.03046451314
725	0.03046450645
726	0.03042915101
727	0.03041812653
728	0.03041040558
729	0.03038155199
730	0.03038155025
731	0.03037279601
732	0.03034586057
733	0.0303239844
734	0.03028929434
735	0.03027388978
736	0.03026619786
737	0.0302392725
738	0.03023927107
739	0.0302195172
740	0.03021949643
741	0.03021948554
742	0.03021946874
