index,name,team,points,value
Matheus Santos Carneiro Da Cunha2023-12-09T15:00:00Z,Matheus Santos Carneiro Da Cunha,Wolves,9.907371561507814,56
Raúl Jiménez2023-12-10T14:00:00Z,Raúl Jiménez,Fulham,9.688808659378077,52
Jean-Philippe Mateta2023-12-09T12:30:00Z,Jean-Philippe Mateta,Crystal Palace,7.550750012520928,49
Dominic Solanke2023-12-09T15:00:00Z,Dominic Solanke,Bournemouth,7.094123286436815,65
Elijah Adebayo2023-12-10T14:00:00Z,Elijah Adebayo,Luton,6.735415636762145,48
Carlos Vinícius Alves Morais2023-12-10T14:00:00Z,Carlos Vinícius Alves Morais,Fulham,5.008009083514647,47
Julián Álvarez2023-12-10T14:00:00Z,Julián Álvarez,Man City,4.989115501837614,70
Dominic Calvert-Lewin2023-12-10T14:00:00Z,Dominic Calvert-Lewin,Everton,4.861040026038275,58
Jay Rodriguez2023-12-09T15:00:00Z,Jay Rodriguez,Burnley,4.8322293729974914,53
Callum Wilson2023-12-10T16:30:00Z,Callum Wilson,Newcastle,4.560417481706331,78
Cameron Archer2023-12-09T15:00:00Z,Cameron Archer,Sheffield Utd,2.6262013502855646,46
Ollie Watkins2023-12-09T17:30:00Z,Ollie Watkins,Aston Villa,1.9903790489320985,84
João Pedro Junqueira de Jesus2023-12-09T15:00:00Z,João Pedro Junqueira de Jesus,Brighton,1.9857865196044397,54
Zeki Amdouni2023-12-09T15:00:00Z,Zeki Amdouni,Burnley,1.9529774589038051,53
Evan Ferguson2023-12-09T15:00:00Z,Evan Ferguson,Brighton,1.9270749931891964,61
Neal Maupay2023-12-09T15:00:00Z,Neal Maupay,Brentford,1.8404361639361893,49
Gabriel Fernando de Jesus2023-12-09T17:30:00Z,Gabriel Fernando de Jesus,Arsenal,1.8373302186217724,79
Jacob Brown2023-12-10T14:00:00Z,Jacob Brown,Luton,1.6516555882294974,49
Darwin Núñez Ribeiro2023-12-09T12:30:00Z,Darwin Núñez Ribeiro,Liverpool,1.6316206431960107,77
Alexander Isak2023-12-10T16:30:00Z,Alexander Isak,Newcastle,1.616339393682743,76
Yoane Wissa2023-12-09T15:00:00Z,Yoane Wissa,Brentford,1.5686764232881465,59
Anthony Martial2023-12-09T15:00:00Z,Anthony Martial,Man Utd,1.5013112387274419,64
Nicolas Jackson2023-12-10T14:00:00Z,Nicolas Jackson,Chelsea,1.473804251661133,69
Cody Gakpo2023-12-09T12:30:00Z,Cody Gakpo,Liverpool,1.3446043186428112,72
Divin Mubama2023-12-10T14:00:00Z,Divin Mubama,West Ham,1.2438445755095309,43
Armando Broja2023-12-10T14:00:00Z,Armando Broja,Chelsea,1.2261649544930817,49
Antoine Semenyo2023-12-09T15:00:00Z,Antoine Semenyo,Bournemouth,1.1242345509804856,46
Odsonne Edouard2023-12-09T12:30:00Z,Odsonne Edouard,Crystal Palace,1.0982369003634662,55
Rasmus Højlund2023-12-09T15:00:00Z,Rasmus Højlund,Man Utd,0.622618835049446,69
William Osula2023-12-09T15:00:00Z,William Osula,Sheffield Utd,0.0803992336567955,43
