index,name,team,points,value
Benjamin White2023-10-28T14:00:00Z,Benjamin White,Arsenal,[3.7415416],56
Kieran Trippier2023-10-28T16:30:00Z,Kieran Trippier,Newcastle,[3.7209508],70
Pedro Porro2023-10-27T19:00:00Z,Pedro Porro,Spurs,[3.583014],52
Alfie Doughty2023-10-29T14:00:00Z,Alfie Doughty,Luton,[3.4073243],44
Lucas Digne2023-10-29T14:00:00Z,Lucas Digne,Aston Villa,[3.3748355],47
Lewis Dunk2023-10-29T14:00:00Z,Lewis Dunk,Brighton,[3.344051],50
Nayef Aguerd2023-10-29T13:00:00Z,Nayef Aguerd,West Ham,[3.3295884],45
Ethan Pinnock2023-10-28T11:30:00Z,Ethan Pinnock,Brentford,[3.3174462],45
Matty Cash2023-10-29T14:00:00Z,Matty Cash,Aston Villa,[3.3032641],51
Illia Zabarnyi2023-10-28T14:00:00Z,Illia Zabarnyi,Bournemouth,[3.2850533],45
William Saliba2023-10-28T14:00:00Z,William Saliba,Arsenal,[3.2468586],52
Trent Alexander-Arnold2023-10-29T14:00:00Z,Trent Alexander-Arnold,Liverpool,[3.2212927],79
Fabian Schär2023-10-28T16:30:00Z,Fabian Schär,Newcastle,[3.2141838],52
Tim Ream2023-10-29T14:00:00Z,Tim Ream,Fulham,[3.1949558],45
Cristian Romero2023-10-27T19:00:00Z,Cristian Romero,Spurs,[3.1583462],49
Gabriel dos Santos Magalhães2023-10-28T14:00:00Z,Gabriel dos Santos Magalhães,Arsenal,[3.1574275],47
Vladimír Coufal2023-10-29T13:00:00Z,Vladimír Coufal,West Ham,[3.1268215],46
Andrew Robertson2023-10-29T14:00:00Z,Andrew Robertson,Liverpool,[3.1202521],65
Oleksandr Zinchenko2023-10-28T14:00:00Z,Oleksandr Zinchenko,Arsenal,[3.0876522],49
Marc Guéhi2023-10-27T19:00:00Z,Marc Guéhi,Crystal Palace,[3.0701268],45
Destiny Udogie2023-10-27T19:00:00Z,Destiny Udogie,Spurs,[3.0425167],49
Ezri Konsa Ngoyo2023-10-29T14:00:00Z,Ezri Konsa Ngoyo,Aston Villa,[3.0314708],45
Willy Boly2023-10-29T14:00:00Z,Willy Boly,Nott'm Forest,[3.0293982],45
Virgil van Dijk2023-10-29T14:00:00Z,Virgil van Dijk,Liverpool,[2.9826915],60
Pau Torres2023-10-29T14:00:00Z,Pau Torres,Aston Villa,[2.9509952],45
Dan Burn2023-10-28T16:30:00Z,Dan Burn,Newcastle,[2.9500287],47
Nathan Collins2023-10-28T11:30:00Z,Nathan Collins,Brentford,[2.9256759],45
Micky van de Ven2023-10-27T19:00:00Z,Micky van de Ven,Spurs,[2.9142473],46
James Tarkowski2023-10-29T13:00:00Z,James Tarkowski,Everton,[2.912775],45
Diogo Dalot Teixeira2023-10-29T15:30:00Z,Diogo Dalot Teixeira,Man Utd,[2.8777463],49
Joachim Andersen2023-10-27T19:00:00Z,Joachim Andersen,Crystal Palace,[2.8710012],49
Thiago Emiliano da Silva2023-10-28T11:30:00Z,Thiago Emiliano da Silva,Chelsea,[2.8544874],50
Jarrad Branthwaite2023-10-29T13:00:00Z,Jarrad Branthwaite,Everton,[2.8408904],40
Kristoffer Ajer2023-10-28T11:30:00Z,Kristoffer Ajer,Brentford,[2.835411],45
Kurt Zouma2023-10-29T13:00:00Z,Kurt Zouma,West Ham,[2.8022053],45
Antonee Robinson2023-10-29T14:00:00Z,Antonee Robinson,Fulham,[2.769588],45
Tom Lockyer2023-10-29T14:00:00Z,Tom Lockyer,Luton,[2.6998305],43
Levi Colwill2023-10-28T11:30:00Z,Levi Colwill,Chelsea,[2.6746068],46
Charlie Taylor2023-10-28T14:00:00Z,Charlie Taylor,Burnley,[2.6706545],39
Jamaal Lascelles2023-10-28T16:30:00Z,Jamaal Lascelles,Newcastle,[2.6625392],40
Connor Roberts2023-10-28T14:00:00Z,Connor Roberts,Burnley,[2.6441255],44
Vitalii Mykolenko2023-10-29T13:00:00Z,Vitalii Mykolenko,Everton,[2.6188884],43
Marc Cucurella Saseta2023-10-28T11:30:00Z,Marc Cucurella Saseta,Chelsea,[2.5795527],48
Emerson Palmieri dos Santos2023-10-29T13:00:00Z,Emerson Palmieri dos Santos,West Ham,[2.5211535],45
Tyrick Mitchell2023-10-27T19:00:00Z,Tyrick Mitchell,Crystal Palace,[2.4938858],45
Milos Kerkez2023-10-28T14:00:00Z,Milos Kerkez,Bournemouth,[2.4758632],45
Reece Burke2023-10-29T14:00:00Z,Reece Burke,Luton,[2.4653826],40
Max Kilman2023-10-28T16:30:00Z,Max Kilman,Wolves,[2.4653006],45
Igor Julio dos Santos de Paulo2023-10-29T14:00:00Z,Igor Julio dos Santos de Paulo,Brighton,[2.4627385],43
Craig Dawson2023-10-28T16:30:00Z,Craig Dawson,Wolves,[2.4540188],45
Axel Disasi2023-10-28T11:30:00Z,Axel Disasi,Chelsea,[2.442417],51
Jack Robinson2023-10-28T14:00:00Z,Jack Robinson,Sheffield Utd,[2.4001048],44
Joel Ward2023-10-27T19:00:00Z,Joel Ward,Crystal Palace,[2.3084219],45
Joël Veltman2023-10-29T14:00:00Z,Joël Veltman,Brighton,[2.3063836],44
Kyle Walker2023-10-29T15:30:00Z,Kyle Walker,Man City,[2.2736278],53
Ashley Young2023-10-29T13:00:00Z,Ashley Young,Everton,[2.2544916],44
Max Aarons2023-10-28T14:00:00Z,Max Aarons,Bournemouth,[2.21248],45
Victor Lindelöf2023-10-29T15:30:00Z,Victor Lindelöf,Man Utd,[2.197298],45
Joe Gomez2023-10-29T14:00:00Z,Joe Gomez,Liverpool,[2.191585],45
Adam Webster2023-10-29T14:00:00Z,Adam Webster,Brighton,[2.1868303],43
Rúben Gato Alves Dias2023-10-29T15:30:00Z,Rúben Gato Alves Dias,Man City,[2.1784587],55
Harry Toffolo2023-10-29T14:00:00Z,Harry Toffolo,Nott'm Forest,[2.1552744],44
