index,name,team,points,value
Evan Ferguson2023-08-19T14:00:00Z,Evan Ferguson,Brighton,[4.4956427],60
Alexander Isak2023-08-19T19:00:00Z,Alexander Isak,Newcastle,[4.4898453],76
Callum Wilson2023-08-19T19:00:00Z,Callum Wilson,Newcastle,[4.3600106],80
Erling Haaland2023-08-19T19:00:00Z,Erling Haaland,Man City,[4.349653],140
Julián Álvarez2023-08-19T19:00:00Z,Julián Álvarez,Man City,[4.1971216],65
Ollie Watkins2023-08-20T13:00:00Z,Ollie Watkins,Aston Villa,[4.17334],80
Yoane Wissa2023-08-19T14:00:00Z,Yoane Wissa,Brentford,[3.9098883],60
Dominic Solanke2023-08-19T14:00:00Z,Dominic Solanke,Bournemouth,[3.864132],65
Odsonne Edouard2023-08-21T19:00:00Z,Odsonne Edouard,Crystal Palace,[3.8596444],55
Eddie Nketiah2023-08-21T19:00:00Z,Eddie Nketiah,Arsenal,[3.7721653],55
Taiwo Awoniyi2023-08-18T18:45:00Z,Taiwo Awoniyi,Nott'm Forest,[3.719525],65
Fábio Silva2023-08-19T14:00:00Z,Fábio Silva,Wolves,[3.3781211],55
Danny Welbeck2023-08-19T14:00:00Z,Danny Welbeck,Brighton,[3.3464193],60
Matheus Santos Carneiro Da Cunha2023-08-19T14:00:00Z,Matheus Santos Carneiro Da Cunha,Wolves,[2.9421606],55
Cody Gakpo2023-08-19T14:00:00Z,Cody Gakpo,Liverpool,[2.8024037],75
Neal Maupay2023-08-20T13:00:00Z,Neal Maupay,Everton,[2.7121615],50
Aleksandar Mitrović2023-08-19T14:00:00Z,Aleksandar Mitrović,Fulham,[2.6911736],75
Darwin Núñez Ribeiro2023-08-19T14:00:00Z,Darwin Núñez Ribeiro,Liverpool,[2.398426],75
João Pedro Junqueira de Jesus2023-08-19T14:00:00Z,João Pedro Junqueira de Jesus,Brighton,[2.3897982],55
Michail Antonio2023-08-20T15:30:00Z,Michail Antonio,West Ham,[2.2104836],60
Kieffer Moore2023-08-19T14:00:00Z,Kieffer Moore,Bournemouth,[2.0093775],50
Danny Ings2023-08-20T15:30:00Z,Danny Ings,West Ham,[1.7231009],60
Rasmus Højlund2023-08-19T16:30:00Z,Rasmus Højlund,Man Utd,[1.548624],70
