index,name,team,points,value
Ederson Santana de Moraes2023-08-19T19:00:00Z,Ederson Santana de Moraes,Man City,[3.6969674],55
Emiliano Martínez Romero2023-08-20T13:00:00Z,Emiliano Martínez Romero,Aston Villa,[3.4908128],50
Jason Steele2023-08-19T14:00:00Z,Jason Steele,Brighton,[3.477455],45
Nick Pope2023-08-19T19:00:00Z,Nick Pope,Newcastle,[3.0346313],55
Aaron Ramsdale2023-08-21T19:00:00Z,Aaron Ramsdale,Arsenal,[3.0336006],50
Bernd Leno2023-08-19T14:00:00Z,Bernd Leno,Fulham,[3.0251966],45
Jordan Pickford2023-08-20T13:00:00Z,Jordan Pickford,Everton,[2.9859583],45
José Malheiro de Sá2023-08-19T14:00:00Z,José Malheiro de Sá,Wolves,[2.9706664],50
Alisson Ramses Becker2023-08-19T14:00:00Z,Alisson Ramses Becker,Liverpool,[2.950258],55
Robert Sánchez2023-08-20T15:30:00Z,Robert Sánchez,Chelsea,[2.8276672],45
Sam Johnstone2023-08-21T19:00:00Z,Sam Johnstone,Crystal Palace,[2.7900832],45
Norberto Murara Neto2023-08-19T14:00:00Z,Norberto Murara Neto,Bournemouth,[2.5060332],45
Matt Turner2023-08-18T18:45:00Z,Matt Turner,Nott'm Forest,[2.336267],40
André Onana2023-08-19T16:30:00Z,André Onana,Man Utd,[2.227192],50
Mark Flekken2023-08-19T14:00:00Z,Mark Flekken,Brentford,[2.0984545],45
Guglielmo Vicario2023-08-19T16:30:00Z,Guglielmo Vicario,Spurs,[2.0851426],50
Alphonse Areola2023-08-20T15:30:00Z,Alphonse Areola,West Ham,[2.0086496],40
Wes Foderingham2023-08-18T18:45:00Z,Wes Foderingham,Sheffield Utd,[1.3289883],45
Lucas Bergström2023-08-20T15:30:00Z,Lucas Bergström,Chelsea,[1.1864805],40
Karl Hein2023-08-21T19:00:00Z,Karl Hein,Arsenal,[0.8928637],40
Joseph Anang2023-08-20T15:30:00Z,Joseph Anang,West Ham,[0.7477506],40
Bart Verbruggen2023-08-19T14:00:00Z,Bart Verbruggen,Brighton,[0.6978168],45
George Shelvey2023-08-18T18:45:00Z,George Shelvey,Nott'm Forest,[0.63727427],40
Ionuț Radu2023-08-19T14:00:00Z,Ionuț Radu,Bournemouth,[0.55620706],45
David Raya Martin2023-08-21T19:00:00Z,David Raya Martin,Arsenal,[0.5146897],50
Tom King2023-08-19T14:00:00Z,Tom King,Wolves,[0.4867195],40
Dean Henderson2023-08-19T16:30:00Z,Dean Henderson,Man Utd,[0.4383009],45
Rúnar Alex Rúnarsson2023-08-21T19:00:00Z,Rúnar Alex Rúnarsson,Arsenal,[0.42795038],40
João Neves Virgínia2023-08-20T13:00:00Z,João Neves Virgínia,Everton,[0.4263246],40
Alfie Whiteman2023-08-19T16:30:00Z,Alfie Whiteman,Spurs,[0.42548656],40
Gabriel Słonina2023-08-20T15:30:00Z,Gabriel Słonina,Chelsea,[0.4247887],40
Ethan Horvath2023-08-18T18:45:00Z,Ethan Horvath,Nott'm Forest,[0.4086092],45
Kepa Arrizabalaga2023-08-20T15:30:00Z,Kepa Arrizabalaga,Chelsea,[0.4048301],50
Hugo Lloris2023-08-19T16:30:00Z,Hugo Lloris,Spurs,[0.40404266],50
Vicente Guaita2023-08-21T19:00:00Z,Vicente Guaita,Crystal Palace,[0.3856219],45
Lukasz Fabianski2023-08-20T15:30:00Z,Lukasz Fabianski,West Ham,[0.37695217],45
Fraser Forster2023-08-19T16:30:00Z,Fraser Forster,Spurs,[0.37002242],40
Joe Whitworth2023-08-21T19:00:00Z,Joe Whitworth,Crystal Palace,[0.36848217],40
Mark Travers2023-08-19T14:00:00Z,Mark Travers,Bournemouth,[0.30070245],40
Stefan Ortega Moreno2023-08-19T19:00:00Z,Stefan Ortega Moreno,Man City,[0.27342296],40
Viljami Sinisalo2023-08-20T13:00:00Z,Viljami Sinisalo,Aston Villa,[0.26535785],40
Adam Davies2023-08-18T18:45:00Z,Adam Davies,Sheffield Utd,[0.25639307],40
Jordan Amissah2023-08-18T18:45:00Z,Jordan Amissah,Sheffield Utd,[0.25639307],40
