index,name,team,points,value
Mohamed Salah2023-12-23T17:30:00Z,Mohamed Salah,Liverpool,4.580611228942871,132
Son Heung-min2023-12-23T15:00:00Z,Son Heung-min,Spurs,4.4629411697387695,98
Martin Ødegaard2023-12-23T17:30:00Z,Martin Ødegaard,Arsenal,3.8297219276428223,84
Bukayo Saka2023-12-23T17:30:00Z,Bukayo Saka,Arsenal,3.8137869834899902,90
Bruno Borges Fernandes2023-12-23T12:30:00Z,Bruno Borges Fernandes,Man Utd,3.6470179557800293,82
Dejan Kulusevski2023-12-23T15:00:00Z,Dejan Kulusevski,Spurs,3.5496864318847656,71
Miguel Almirón Rejala2023-12-23T15:00:00Z,Miguel Almirón Rejala,Newcastle,3.5444839000701904,62
Jarrod Bowen2023-12-23T12:30:00Z,Jarrod Bowen,West Ham,3.4686295986175537,77
Michael Olise2023-12-21T20:00:00Z,Michael Olise,Crystal Palace,3.46319842338562,58
Andreas Hoelgebaum Pereira2023-12-23T15:00:00Z,Andreas Hoelgebaum Pereira,Fulham,3.4540371894836426,53
Pascal Groß2023-12-21T20:00:00Z,Pascal Groß,Brighton,3.4230000972747803,64
Anthony Gordon2023-12-23T15:00:00Z,Anthony Gordon,Newcastle,3.3782620429992676,62
Gabriel Martinelli Silva2023-12-23T17:30:00Z,Gabriel Martinelli Silva,Arsenal,3.3427467346191406,77
Alex Iwobi2023-12-23T15:00:00Z,Alex Iwobi,Fulham,3.3366780281066895,53
Antony Matheus dos Santos2023-12-23T12:30:00Z,Antony Matheus dos Santos,Man Utd,3.327713966369629,68
Phil Foden2023-12-27T20:15:00Z,Phil Foden,Man City,3.3077168464660645,76
Kai Havertz2023-12-23T17:30:00Z,Kai Havertz,Arsenal,3.223480701446533,71
Richarlison de Andrade2023-12-23T15:00:00Z,Richarlison de Andrade,Spurs,3.2055704593658447,67
Raheem Sterling2023-12-24T13:00:00Z,Raheem Sterling,Chelsea,3.2053282260894775,71
Jack Grealish2023-12-27T20:15:00Z,Jack Grealish,Man City,3.1602442264556885,72
Jack Harrison2023-12-23T15:00:00Z,Jack Harrison,Everton,3.1490488052368164,55
Mykhailo Mudryk2023-12-24T13:00:00Z,Mykhailo Mudryk,Chelsea,3.137772560119629,63
Vitaly Janelt2023-12-27T19:30:00Z,Vitaly Janelt,Brentford,3.135256767272949,53
Kaoru Mitoma2023-12-21T20:00:00Z,Kaoru Mitoma,Brighton,3.1230993270874023,65
Luis Díaz2023-12-23T17:30:00Z,Luis Díaz,Liverpool,3.1198790073394775,74
Brennan Johnson2023-12-23T15:00:00Z,Brennan Johnson,Spurs,3.118372917175293,58
Willian Borges da Silva2023-12-23T15:00:00Z,Willian Borges da Silva,Fulham,3.115124225616455,53
Cole Palmer2023-12-24T13:00:00Z,Cole Palmer,Chelsea,3.1031510829925537,56
Leon Bailey2023-12-22T20:00:00Z,Leon Bailey,Aston Villa,3.0854341983795166,56
Joelinton Cássio Apolinário de Lira2023-12-23T15:00:00Z,Joelinton Cássio Apolinário de Lira,Newcastle,3.0448973178863525,58
