,name,team,minutes
1,Fodé Ballo-Touré,Fulham,1
2,Bashir Humphreys,Chelsea,0
5,Timothy Castagne,Fulham,1
9,Ashley Phillips,Spurs,0
17,Rico Lewis,Man City,0
19,Manuel Akanji,Man City,1
20,Rúben Gato Alves Dias,Man City,1
27,Dan Burn,Newcastle,0
29,Nathan Aké,Man City,0
30,João Cancelo,Man City,0
31,Javier Manquillo Gaitán,Newcastle,0
37,John Stones,Man City,0
39,Kyle Walker,Man City,1
40,Sergio Gómez,Man City,0
43,Aymeric Laporte,Man City,0
44,Joško Gvardiol,Man City,1
51,Matt Targett,Newcastle,0
52,Kieran Trippier,Newcastle,1
54,Kell Watts,Newcastle,0
56,Emil Krafth,Newcastle,0
60,Harrison Ashby,Newcastle,0
66,Jamal Lewis,Newcastle,0
67,Jamaal Lascelles,Newcastle,1
70,Fabian Schär,Newcastle,1
71,Paul Dummett,Newcastle,0
74,Sven Botman,Newcastle,0
81,Ezri Konsa Ngoyo,Aston Villa,1
85,Lucas Digne,Aston Villa,1
87,Pau Torres,Aston Villa,1
89,Calum Chambers,Aston Villa,0
97,Diego Carlos Santos Silva,Aston Villa,0
100,Alexandre Moreno Lopera,Aston Villa,0
101,Tyrone Mings,Aston Villa,0
105,Matty Cash,Aston Villa,1
107,Kortney Hause,Aston Villa,0
111,Jarell Quansah,Liverpool,1
115,Nathaniel Phillips,Liverpool,0
118,Joel Matip,Liverpool,1
122,Trent Alexander-Arnold,Liverpool,1
123,Virgil van Dijk,Liverpool,1
126,Tino Livramento,Newcastle,1
128,Andrew Robertson,Liverpool,0
131,Alex Murphy,Newcastle,0
132,Sepp van den Berg,Liverpool,0
134,Ibrahima Konaté,Liverpool,0
135,Konstantinos Tsimikas,Liverpool,1
136,Joe Gomez,Liverpool,0
142,Lewis Dunk,Brighton,0
145,Joël Veltman,Brighton,1
155,Michał Karbownik,Brighton,0
156,Lewis Hall,Newcastle,1
157,Jan Paul van Hecke,Brighton,1
159,Igor Julio dos Santos de Paulo,Brighton,1
167,Pervis Estupiñán,Brighton,0
171,Adam Webster,Brighton,1
172,Tariq Lamptey,Brighton,0
176,Micky van de Ven,Spurs,0
183,Pedro Porro,Spurs,1
184,Ryan Sessegnon,Spurs,0
190,Ivan Perišić,Spurs,0
193,Japhet Tanganga,Spurs,0
194,Joe Rodon,Spurs,0
195,Destiny Udogie,Spurs,0
197,Davinson Sánchez,Spurs,0
199,Cristian Romero,Spurs,0
200,Djed Spence,Spurs,0
206,Benjamin White,Arsenal,0
219,Ben Davies,Spurs,1
223,Jurriën Timber,Arsenal,0
226,Oleksandr Zinchenko,Arsenal,1
227,Takehiro Tomiyasu,Arsenal,1
229,Emerson Leite de Souza Junior,Spurs,1
230,Gabriel dos Santos Magalhães,Arsenal,1
231,Cédric Alves Soares,Arsenal,0
232,Kieran Tierney,Arsenal,0
235,William Saliba,Arsenal,1
236,Eric Dier,Spurs,1
239,Jakub Kiwior,Arsenal,0
244,Konstantinos Mavropanos,West Ham,1
248,Gonzalo Montiel,Nott'm Forest,0
250,Clément Lenglet,Aston Villa,0
257,Ethan Pinnock,Brentford,1
263,Charlie Goode,Brentford,0
265,Kristoffer Ajer,Brentford,1
268,Mathias Jorgensen,Brentford,0
271,Ben Mee,Brentford,1
272,Nathan Collins,Brentford,1
274,Rico Henry,Brentford,0
275,Mads Roerslev Rasmussen,Brentford,1
282,Mads Bech Sørensen,Brentford,0
284,Aaron Hickey,Brentford,0
291,Abdul Rahman Baba,Chelsea,0
294,César Azpilicueta,Chelsea,0
296,Benoît Badiashile,Chelsea,0
297,Ethan Ampadu,Chelsea,0
305,Vladimír Coufal,West Ham,1
307,Aaron Cresswell,West Ham,0
309,Nayef Aguerd,West Ham,1
318,Thilo Kehrer,West Ham,0
319,Kurt Zouma,West Ham,1
320,Ben Johnson,West Ham,0
323,Emerson Palmieri dos Santos,West Ham,1
324,Angelo Ogbonna,West Ham,0
328,Malang Sarr,Chelsea,0
331,Thiago Emiliano da Silva,Chelsea,1
333,Malo Gusto,Chelsea,1
335,Levi Colwill,Chelsea,0
336,Reece James,Chelsea,1
338,Wesley Fofana,Chelsea,0
339,Trevoh Chalobah,Chelsea,0
340,Marc Cucurella Saseta,Chelsea,1
345,Ben Chilwell,Chelsea,0
348,Axel Disasi,Chelsea,1
363,Nélson Cabral Semedo,Wolves,1
364,Toti António Gomes,Wolves,1
365,Ki-Jana Hoever,Wolves,0
368,Max Kilman,Wolves,1
370,Hugo Bueno López,Wolves,0
371,Matt Doherty,Wolves,1
372,Craig Dawson,Wolves,1
382,Sergio Reguilón,Man Utd,1
384,Jonathan Castro Otto,Wolves,0
385,Bendegúz Bolla,Wolves,0
386,Rayan Aït-Nouri,Wolves,1
392,Rob Holding,Crystal Palace,0
395,Nathan Patterson,Everton,1
396,Josh Powell,Nott'm Forest,0
399,James Tarkowski,Everton,1
400,Seamus Coleman,Everton,0
401,Mason Holgate,Everton,0
405,Ben Godfrey,Everton,0
407,Jarrad Branthwaite,Everton,1
413,Ashley Young,Everton,1
417,Vitalii Mykolenko,Everton,1
420,Michael Keane,Everton,0
425,Steve Cook,Nott'm Forest,0
427,Jonathan Panzo,Nott'm Forest,0
430,Olu Aina,Nott'm Forest,1
432,Felipe Augusto de Almeida Monteiro,Nott'm Forest,0
434,Mohamed Dräger,Nott'm Forest,0
436,Joe Worrall,Nott'm Forest,0
437,Serge Aurier,Nott'm Forest,1
441,Raphaël Varane,Man Utd,0
442,Aaron Wan-Bissaka,Man Utd,0
443,Eric Bailly,Man Utd,0
444,Luke Shaw,Man Utd,0
445,Moussa Niakhaté,Nott'm Forest,1
450,Neco Williams,Nott'm Forest,0
460,Nuno Varela Tavares,Nott'm Forest,0
463,Brandon Williams,Man Utd,0
464,Alex Telles,Man Utd,0
465,Tyrell Malacia,Man Utd,0
469,Victor Lindelöf,Man Utd,1
470,Omar Richards,Nott'm Forest,0
472,Harry Toffolo,Nott'm Forest,1
473,Harry Maguire,Man Utd,1
477,Giulian Biancone,Nott'm Forest,0
478,Willy Boly,Nott'm Forest,1
481,Scott McKenna,Nott'm Forest,0
483,Loïc Mbe Soh,Nott'm Forest,0
484,Richie Laryea,Nott'm Forest,0
486,Lisandro Martínez,Man Utd,0
490,Álvaro Fernández Carreras,Man Utd,0
491,Diogo Dalot Teixeira,Man Utd,1
494,Santiago Bueno,Wolves,0
502,Ryan Giles,Luton,0
505,Owen Dodgson,Burnley,0
506,Dan Potts,Luton,0
513,Hannes Delcroix,Burnley,0
515,Amari'i Bell,Luton,0
516,Tom Lockyer,Luton,1
517,Alfie Gilchrist,Chelsea,0
518,Alfie Doughty,Luton,1
519,Issa Kaboré,Luton,1
525,Aidan Francis-Clarke,Luton,0
536,Reece Burke,Luton,0
544,Gabriel Osho,Luton,1
546,Mads Juel Andersen,Luton,0
549,Joel Ward,Crystal Palace,1
551,Chris Richards,Crystal Palace,0
561,Teden Mengi,Luton,1
562,Marc Guéhi,Crystal Palace,1
563,James Tomkins,Crystal Palace,0
567,Nathaniel Clyne,Crystal Palace,0
572,Tyrick Mitchell,Crystal Palace,1
577,Femi Seriki,Sheffield Utd,0
579,Jake O'Brien,Crystal Palace,0
580,Joachim Andersen,Crystal Palace,1
599,Luke McNally,Burnley,0
603,Ameen Al-Dakhil,Burnley,0
604,Hjalmar Ekdal,Burnley,0
607,Victor da Silva,Burnley,1
610,Jordan Beyer,Burnley,1
611,Dara O'Shea,Burnley,1
612,Charlie Taylor,Burnley,1
613,Connor Roberts,Burnley,0
614,CJ Egan-Riley,Burnley,0
616,Bobby Thomas,Burnley,0
619,Illia Zabarnyi,Bournemouth,1
621,George Baldock,Sheffield Utd,1
623,Jack Robinson,Sheffield Utd,1
624,Anel Ahmedhodžić,Sheffield Utd,0
629,Lloyd Kelly,Bournemouth,1
631,James Hill,Bournemouth,0
632,Chris Mepham,Bournemouth,0
637,Rhys Norrington-Davies,Sheffield Utd,0
640,Chris Basham,Sheffield Utd,0
646,Adam Smith,Bournemouth,1
647,Yasser Larouci,Sheffield Utd,0
648,Ryan Fredericks,Bournemouth,0
652,Max Lowe,Sheffield Utd,0
653,Jayden Bogle,Sheffield Utd,1
663,John Egan,Sheffield Utd,0
668,Marcos Senesi,Bournemouth,1
669,Milos Kerkez,Bournemouth,0
670,Ben Greenwood,Bournemouth,0
672,Auston Trusty,Sheffield Utd,1
673,Max Aarons,Bournemouth,1
684,Calvin Bassey,Fulham,1
690,Antonee Robinson,Fulham,1
691,Kenny Tete,Fulham,0
693,Terence Kongolo,Fulham,0
697,Issa Diop,Fulham,0
698,Tim Ream,Fulham,1
700,Kevin Mbabu,Fulham,0
701,Tosin Adarabioyo,Fulham,0
703,Luc De Fougerolles,Fulham,0
706,Andrew Omobamidele,Nott'm Forest,0
711,Murillo Santiago Costa dos Santos,Nott'm Forest,1
712,Jonny Evans,Man Utd,0
716,Joseph Johnson,Luton,0
717,Luke Thomas,Sheffield Utd,0
