,name,team,minutes
2,Aaron Connolly,Brighton,0.0
4,Evan Ferguson,Brighton,80.0
8,Deniz Undav,Brighton,0.0
16,Andi Zeqiri,Brighton,0.0
22,Danny Welbeck,Brighton,0.0
36,João Pedro Junqueira de Jesus,Brighton,76.0
56,Ollie Watkins,Aston Villa,72.0
57,Wesley Moraes Ferreira da Silva,Aston Villa,0.0
68,Jhon Durán,Aston Villa,17.0
72,Cameron Archer,Sheffield Utd,74.0
74,Keinan Davis,Aston Villa,0.0
76,Michail Antonio,West Ham,79.0
82,Erling Haaland,Man City,90.0
85,Gianluca Scamacca,West Ham,0.0
90,Halil Dervişoğlu,Brentford,0.0
105,Ivan Toney,Brentford,0.0
123,Julián Álvarez,Man City,89.0
136,Harry Kane,Spurs,0.0
186,Callum Wilson,Newcastle,32.0
194,Yoane Wissa,Brentford,90.0
197,Alejo Véliz,Spurs,0.0
201,Alexander Isak,Newcastle,73.0
220,Danny Ings,West Ham,10.0
225,Dane Scarlett,Spurs,0.0
230,Cody Gakpo,Liverpool,25.0
232,Darwin Núñez Ribeiro,Liverpool,64.0
234,Divin Mubama,West Ham,0.0
280,Sam Surridge,Nott'm Forest,0.0
283,Pierre-Emerick Aubameyang,Chelsea,0.0
289,Taiwo Awoniyi,Nott'm Forest,64.0
305,Chris Wood,Nott'm Forest,25.0
310,Hwang Ui-jo,Nott'm Forest,0.0
312,Eddie Nketiah,Arsenal,75.0
315,Emmanuel Dennis,Nott'm Forest,0.0
320,Folarin Balogun,Arsenal,0.0
324,Gabriel Fernando de Jesus,Arsenal,14.0
338,Rasmus Højlund,Man Utd,23.0
357,Shola Shoretire,Man Utd,0.0
359,Anthony Martial,Man Utd,66.0
371,Romelu Lukaku Bolingoli,Chelsea,0.0
372,Antwoine Hackford,Sheffield Utd,0.0
374,Armando Broja,Chelsea,0.0
386,Nicolas Jackson,Chelsea,90.0
390,Christopher Nkunku,Chelsea,0.0
393,David Datro Fofana,Chelsea,0.0
402,Louie Marsh,Sheffield Utd,0.0
404,Mason Burstow,Chelsea,0.0
407,Daniel Jebbison,Sheffield Utd,0.0
413,Kieffer Moore,Bournemouth,0.0
415,Iliman Ndiaye,Sheffield Utd,0.0
421,Rhian Brewster,Sheffield Utd,0.0
434,Antoine Semenyo,Bournemouth,59.0
436,Sasa Kalajdzic,Wolves,9.0
442,Bénie Traoré,Sheffield Utd,15.0
462,Fábio Silva,Wolves,73.0
471,Matheus Santos Carneiro Da Cunha,Wolves,90.0
475,William Osula,Sheffield Utd,0.0
483,Dominic Solanke,Bournemouth,90.0
484,Oliver McBurnie,Sheffield Utd,90.0
491,Aleksandar Mitrović,Fulham,0.0
508,Jean-Philippe Mateta,Crystal Palace,19.0
516,Rodrigo Muniz Carvalho,Fulham,9.0
525,Raúl Jiménez,Fulham,80.0
527,Luke Plange,Crystal Palace,0.0
532,Odsonne Edouard,Crystal Palace,89.0
539,Carlos Vinícius Alves Morais,Fulham,0.0
553,Youssef Ramalho Chermiti,Everton,0.0
556,John-Kymani Gordon,Crystal Palace,0.0
558,Ellis Simms,Everton,0.0
563,Neal Maupay,Brentford,0.0
570,Jay Stansfield,Fulham,0.0
574,Thomas Cannon,Everton,0.0
583,Dominic Calvert-Lewin,Everton,0.0
