index,name,team,points,value
Trent Alexander-Arnold2023-09-03T13:00:00Z,Trent Alexander-Arnold,Liverpool,3.9668583133783653,79
Andrew Robertson2023-09-03T13:00:00Z,Andrew Robertson,Liverpool,3.8792585416142717,65
Micky van de Ven2023-09-02T14:00:00Z,Micky van de Ven,Spurs,3.6217655335931656,45
Kyle Walker2023-09-02T14:00:00Z,Kyle Walker,Man City,3.5118549707463083,52
Vladimír Coufal2023-09-01T19:00:00Z,Vladimír Coufal,West Ham,3.4291229041673974,45
Virgil van Dijk2023-09-03T13:00:00Z,Virgil van Dijk,Liverpool,3.327942160663115,60
Kieran Trippier2023-09-02T16:30:00Z,Kieran Trippier,Newcastle,3.323114342285905,65
Joško Gvardiol2023-09-02T14:00:00Z,Joško Gvardiol,Man City,3.272469524569064,51
Emerson Palmieri dos Santos2023-09-01T19:00:00Z,Emerson Palmieri dos Santos,West Ham,3.239137361197377,45
Rico Henry2023-09-02T14:00:00Z,Rico Henry,Brentford,3.238611058877743,46
Ethan Pinnock2023-09-02T14:00:00Z,Ethan Pinnock,Brentford,3.2052446691648644,45
Destiny Udogie2023-09-02T14:00:00Z,Destiny Udogie,Spurs,3.194541761175247,46
Max Kilman2023-09-03T13:00:00Z,Max Kilman,Wolves,3.157403682082403,45
Pervis Estupiñán2023-09-02T16:30:00Z,Pervis Estupiñán,Brighton,3.145875549178623,53
Tyrick Mitchell2023-09-03T13:00:00Z,Tyrick Mitchell,Crystal Palace,3.1265468308200886,45
Marc Guéhi2023-09-03T13:00:00Z,Marc Guéhi,Crystal Palace,3.126398114829537,45
Ben Chilwell2023-09-02T14:00:00Z,Ben Chilwell,Chelsea,3.1254746752601736,58
Cristian Romero2023-09-02T14:00:00Z,Cristian Romero,Spurs,3.1187996973222587,46
Kurt Zouma2023-09-01T19:00:00Z,Kurt Zouma,West Ham,3.0893677204648142,45
Manuel Akanji2023-09-02T14:00:00Z,Manuel Akanji,Man City,3.0277272095497354,51
Thiago Emiliano da Silva2023-09-02T14:00:00Z,Thiago Emiliano da Silva,Chelsea,2.943363585548444,50
Matty Cash2023-09-03T13:00:00Z,Matty Cash,Aston Villa,2.9113343606415603,46
Nathan Collins2023-09-02T14:00:00Z,Nathan Collins,Brentford,2.882807386033687,45
Levi Colwill2023-09-02T14:00:00Z,Levi Colwill,Chelsea,2.835181982662956,45
Ibrahima Konaté2023-09-03T13:00:00Z,Ibrahima Konaté,Liverpool,2.711962433269414,50
Joachim Andersen2023-09-03T13:00:00Z,Joachim Andersen,Crystal Palace,2.7059943331905347,46
Ashley Young2023-09-02T11:30:00Z,Ashley Young,Everton,2.691833513508339,45
Joel Ward2023-09-03T13:00:00Z,Joel Ward,Crystal Palace,2.687498974897284,45
Anel Ahmedhodžić2023-09-02T11:30:00Z,Anel Ahmedhodžić,Sheffield Utd,2.6652429033578624,45
Nélson Cabral Semedo2023-09-03T13:00:00Z,Nélson Cabral Semedo,Wolves,2.6151197275796676,45
Willy Boly2023-09-02T14:00:00Z,Willy Boly,Nott'm Forest,2.5770139107578864,45
Rúben Gato Alves Dias2023-09-02T14:00:00Z,Rúben Gato Alves Dias,Man City,2.545150526967128,55
Axel Disasi2023-09-02T14:00:00Z,Axel Disasi,Chelsea,2.499830276766702,51
Craig Dawson2023-09-03T13:00:00Z,Craig Dawson,Wolves,2.4928204951002186,45
Lewis Dunk2023-09-02T16:30:00Z,Lewis Dunk,Brighton,2.451778954861982,50
James Tarkowski2023-09-02T11:30:00Z,James Tarkowski,Everton,2.4147239914536858,45
Illia Zabarnyi2023-09-02T14:00:00Z,Illia Zabarnyi,Bournemouth,2.4044338505340694,45
Milos Kerkez2023-09-02T14:00:00Z,Milos Kerkez,Bournemouth,2.388074250844272,45
Nathan Aké2023-09-02T14:00:00Z,Nathan Aké,Man City,2.352899225687316,51
Lucas Digne2023-09-03T13:00:00Z,Lucas Digne,Aston Villa,2.3405260024647387,45
William Saliba2023-09-03T15:30:00Z,William Saliba,Arsenal,2.318663738260855,52
Ivan Perišić2023-09-02T14:00:00Z,Ivan Perišić,Spurs,2.3157133649086643,49
Aaron Hickey2023-09-02T14:00:00Z,Aaron Hickey,Brentford,2.292847869212148,45
Serge Aurier2023-09-02T14:00:00Z,Serge Aurier,Nott'm Forest,2.2798034503347666,45
Pedro Porro2023-09-02T14:00:00Z,Pedro Porro,Spurs,2.258563064751989,49
Jack Robinson2023-09-02T11:30:00Z,Jack Robinson,Sheffield Utd,2.2367546161220724,45
Max Aarons2023-09-02T14:00:00Z,Max Aarons,Bournemouth,2.2293684588315843,45
Benjamin White2023-09-03T15:30:00Z,Benjamin White,Arsenal,2.2148517861612924,55
John Egan2023-09-02T11:30:00Z,John Egan,Sheffield Utd,2.19708860176953,45
Michael Keane2023-09-02T11:30:00Z,Michael Keane,Everton,2.1559820857887386,45
Reece James2023-09-02T14:00:00Z,Reece James,Chelsea,2.1057014137870738,54
Nathan Patterson2023-09-02T11:30:00Z,Nathan Patterson,Everton,2.0461551214329594,45
Scott McKenna2023-09-02T14:00:00Z,Scott McKenna,Nott'm Forest,1.941661859223672,45
Ezri Konsa Ngoyo2023-09-03T13:00:00Z,Ezri Konsa Ngoyo,Aston Villa,1.8804727900482088,45
Emerson Leite de Souza Junior2023-09-02T14:00:00Z,Emerson Leite de Souza Junior,Spurs,1.8303760628475898,45
Hugo Bueno López2023-09-03T13:00:00Z,Hugo Bueno López,Wolves,1.7353443390992693,45
Luke Shaw2023-09-03T15:30:00Z,Luke Shaw,Man Utd,1.7339254222478755,54
Raphaël Varane2023-09-03T15:30:00Z,Raphaël Varane,Man Utd,1.7293394674747045,51
Aaron Wan-Bissaka2023-09-03T15:30:00Z,Aaron Wan-Bissaka,Man Utd,1.7051448744965518,46
Sven Botman2023-09-02T16:30:00Z,Sven Botman,Newcastle,1.6863093778316671,45
Rayan Aït-Nouri2023-09-03T13:00:00Z,Rayan Aït-Nouri,Wolves,1.6476086206027314,45
Dan Burn2023-09-02T16:30:00Z,Dan Burn,Newcastle,1.6125930410255718,45
Malo Gusto2023-09-02T14:00:00Z,Malo Gusto,Chelsea,1.6027879966559049,41
Max Lowe2023-09-02T11:30:00Z,Max Lowe,Sheffield Utd,1.5821973386907302,45
Fabian Schär2023-09-02T16:30:00Z,Fabian Schär,Newcastle,1.552888678514065,50
Lisandro Martínez2023-09-03T15:30:00Z,Lisandro Martínez,Man Utd,1.5503308852664852,49
Kristoffer Ajer2023-09-02T14:00:00Z,Kristoffer Ajer,Brentford,1.5358457349386816,45
Marcos Senesi2023-09-02T14:00:00Z,Marcos Senesi,Bournemouth,1.5251325986300854,44
Pau Torres2023-09-03T13:00:00Z,Pau Torres,Aston Villa,1.4567518806162751,45
Antonee Robinson2023-09-02T14:00:00Z,Antonee Robinson,Fulham,1.4173561399055103,45
Yasser Larouci2023-09-02T11:30:00Z,Yasser Larouci,Sheffield Utd,1.4011282199529103,45
Oleksandr Zinchenko2023-09-03T15:30:00Z,Oleksandr Zinchenko,Arsenal,1.3701570580286726,49
Kenny Tete2023-09-02T14:00:00Z,Kenny Tete,Fulham,1.3624495114077781,45
Joël Veltman2023-09-02T16:30:00Z,Joël Veltman,Brighton,1.352803159446927,44
Rico Lewis2023-09-02T14:00:00Z,Rico Lewis,Man City,1.3467243047045754,45
Adam Webster2023-09-02T16:30:00Z,Adam Webster,Brighton,1.3417011276699,44
Neco Williams2023-09-02T14:00:00Z,Neco Williams,Nott'm Forest,1.3313995134962089,45
Diego Carlos Santos Silva2023-09-03T13:00:00Z,Diego Carlos Santos Silva,Aston Villa,1.3123060740313084,45
