,name,team,minutes
1,Pervis Estupiñán,Brighton,1
4,Tariq Lamptey,Brighton,0
5,Jan Paul van Hecke,Brighton,0
10,Lewis Dunk,Brighton,1
20,Joël Veltman,Brighton,1
26,Michał Karbownik,Brighton,0
29,Igor Julio dos Santos de Paulo,Brighton,0
32,Adam Webster,Brighton,1
35,Aaron Hickey,Brentford,1
37,Diego Carlos Santos Silva,Aston Villa,1
41,Ezri Konsa Ngoyo,Aston Villa,1
46,Sven Botman,Newcastle,1
47,Nathan Collins,Brentford,1
54,Ethan Pinnock,Brentford,1
55,Jamaal Lascelles,Newcastle,0
56,Jamal Lewis,Newcastle,0
63,Rico Henry,Brentford,1
66,Emil Krafth,Newcastle,0
71,Fabian Schär,Newcastle,1
75,Ben Mee,Brentford,0
77,Mads Roerslev Rasmussen,Brentford,0
86,Mathias Jorgensen,Brentford,0
88,Matt Targett,Newcastle,1
90,Matty Cash,Aston Villa,1
92,Alexandre Moreno Lopera,Aston Villa,0
103,Mads Bech Sørensen,Brentford,0
107,Kell Watts,Newcastle,0
110,Charlie Goode,Brentford,0
112,Calum Chambers,Aston Villa,0
115,Kieran Trippier,Newcastle,1
117,Lucas Digne,Aston Villa,1
118,Kortney Hause,Aston Villa,0
119,Harrison Ashby,Newcastle,0
120,Kristoffer Ajer,Brentford,0
122,Pau Torres,Aston Villa,1
125,Tyrone Mings,Aston Villa,0
126,Paul Dummett,Newcastle,0
129,Josh Powell,Nott'm Forest,0
131,John Stones,Man City,0
135,Kyle Walker,Man City,1
140,Ben Davies,Spurs,1
144,Emerson Leite de Souza Junior,Spurs,0
146,Sergio Reguilón,Man Utd,0
147,Eric Dier,Spurs,0
150,Sergio Gómez,Man City,0
151,Aymeric Laporte,Man City,0
157,Kieran Tierney,Arsenal,0
162,Moussa Niakhaté,Nott'm Forest,1
168,Takehiro Tomiyasu,Arsenal,0
171,Cédric Alves Soares,Arsenal,0
172,Jurriën Timber,Arsenal,0
173,Steve Cook,Nott'm Forest,0
178,Olu Aina,Nott'm Forest,1
180,Nuno Varela Tavares,Nott'm Forest,0
181,William Saliba,Arsenal,1
182,Oleksandr Zinchenko,Arsenal,1
186,Neco Williams,Nott'm Forest,0
188,Willy Boly,Nott'm Forest,1
189,Omar Richards,Nott'm Forest,0
194,Benjamin White,Arsenal,1
195,Mohamed Dräger,Nott'm Forest,0
196,Loïc Mbe Soh,Nott'm Forest,0
200,Rob Holding,Arsenal,0
202,Joe Worrall,Nott'm Forest,1
203,Gabriel dos Santos Magalhães,Arsenal,0
211,Serge Aurier,Nott'm Forest,1
213,Felipe Augusto de Almeida Monteiro,Nott'm Forest,0
215,Richie Laryea,Nott'm Forest,0
216,Jakub Kiwior,Arsenal,1
220,Scott McKenna,Nott'm Forest,1
221,Giulian Biancone,Nott'm Forest,0
222,Harry Toffolo,Nott'm Forest,0
223,Jonathan Panzo,Nott'm Forest,0
229,Marcos Senesi,Bournemouth,0
231,Femi Seriki,Sheffield Utd,0
237,Abdul Rahman Baba,Chelsea,0
240,Ryan Fredericks,Bournemouth,0
241,Milos Kerkez,Bournemouth,1
246,Illia Zabarnyi,Bournemouth,1
247,Adam Smith,Bournemouth,0
248,Max Aarons,Bournemouth,1
252,Ben Greenwood,Bournemouth,0
256,Joško Gvardiol,Man City,1
257,César Azpilicueta,Chelsea,0
268,Chris Mepham,Bournemouth,0
269,Lloyd Kelly,Bournemouth,1
271,James Hill,Bournemouth,0
272,Benoît Badiashile,Chelsea,0
274,Lewis Hall,Newcastle,0
277,Ethan Ampadu,Chelsea,0
279,Victor Lindelöf,Man Utd,1
280,Raphaël Varane,Man Utd,1
282,Rayan Aït-Nouri,Wolves,1
286,Rhys Norrington-Davies,Sheffield Utd,0
288,Yasser Larouci,Sheffield Utd,1
295,Nélson Cabral Semedo,Wolves,1
296,Toti António Gomes,Wolves,0
297,Tyrell Malacia,Man Utd,0
298,Álvaro Fernández Carreras,Man Utd,0
299,George Baldock,Sheffield Utd,1
300,Hugo Bueno López,Wolves,1
302,Bendegúz Bolla,Wolves,0
305,Harry Maguire,Man Utd,0
308,Jayden Bogle,Sheffield Utd,1
312,Jack Robinson,Sheffield Utd,1
318,Eric Bailly,Man Utd,0
320,Diogo Dalot Teixeira,Man Utd,1
322,Brandon Williams,Man Utd,0
327,Craig Dawson,Wolves,1
330,Chris Basham,Sheffield Utd,1
332,Anel Ahmedhodžić,Sheffield Utd,1
338,Luke Shaw,Man Utd,0
340,Aaron Wan-Bissaka,Man Utd,1
347,Matt Doherty,Wolves,0
348,Max Kilman,Wolves,1
349,Max Lowe,Sheffield Utd,0
350,Alex Telles,Man Utd,0
351,Lisandro Martínez,Man Utd,1
353,John Egan,Sheffield Utd,1
355,Ki-Jana Hoever,Wolves,0
357,Jonathan Castro Otto,Wolves,0
364,Victor da Silva,Burnley,0
365,CJ Egan-Riley,Burnley,0
368,Ameen Al-Dakhil,Burnley,1
369,Bobby Thomas,Burnley,0
370,Alex Murphy,Newcastle,0
373,Tino Livramento,Newcastle,0
374,Charlie Taylor,Burnley,0
378,Luke McNally,Burnley,0
385,Jordan Beyer,Burnley,1
390,Hjalmar Ekdal,Burnley,0
397,Dara O'Shea,Burnley,1
399,Connor Roberts,Burnley,1
403,Owen Dodgson,Burnley,0
