,total_points,was_home,kickoff_time,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,name,cost,position,team,GW,match_result,opponent,last_season_position,opponent_last_season_position,percent_value,position rank,goals_scored_ex,assists_ex,total_points_ex,minutes_ex,goals_conceded_ex,creativity_ex,influence_ex,threat_ex,bonus_ex,bps_ex,ict_index_ex,clean_sheets_ex,red_cards_ex,yellow_cards_ex,selected_by_percent_ex,now_cost_ex,team Goal scored,team Goal conceded,element_type_ex,season,mean assists 3,mean assists all,mean bonus 3,mean bonus all,mean bps 3,mean bps all,mean clean_sheets 3,mean clean_sheets all,mean creativity 3,mean creativity all,mean goals_conceded 3,mean goals_conceded all,mean goals_scored 3,mean goals_scored all,mean ict_index 3,mean ict_index all,mean influence 3,mean influence all,mean minutes 3,mean minutes all,mean own_goals 3,mean own_goals all,mean penalties_missed 3,mean penalties_missed all,mean penalties_saved 3,mean penalties_saved all,mean red_cards 3,mean red_cards all,mean saves 3,mean saves all,mean selected 3,mean selected all,mean threat 3,mean threat all,mean total_points 3,mean total_points all,mean transfers_in 3,mean transfers_in all,mean transfers_out 3,mean transfers_out all,mean value 3,mean value all,mean match_result 3,mean match_result all,mean team Goal scored 3,mean team Goal scored all,mean team Goal conceded 3,mean team Goal conceded all,std bps 3,std creativity 3,std ict_index 3,std influence 3,std minutes 3,std selected 3,std threat 3,std total_points 3,std transfers_in 3,std transfers_out 3,std value 3,ratio_goal_scored 3,ratio_goal_scored all,opp mean team Goal scored 3,opp mean team Goal conceded 3,opp mean team Goal scored all,opp mean team Goal conceded all,opp mean match_result all
0,0.0,False,2023-12-16T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,-44.0,2757.0,25.0,69.0,Adama Traoré,49.0,MID,Fulham,16,0.0,Burnley,10,20,3.453136011275546,7,,,,,,,,,,,,,,,,,0.0,3.0,,2023-24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9199999999999999,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.8800000000000001,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2832.3333333333335,2870.6,0.0,0.0,0.0,0.2,10.666666666666666,44.4,79.33333333333333,95.0,49.0,49.0,2.0,1.8,4.333333333333333,3.4,1.3333333333333333,1.8,0.0,0.0,0.0,0.0,0.0,31.752515210959626,0.0,0.0,1.247219128924647,40.59830319388019,0.0,0.0,0.0,2.0,0.6666666666666666,1.6,1.4,0.8
1,0.0,False,2023-12-10T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,-138.0,8910.0,121.0,259.0,Scott Carson,39.0,GKP,Man City,16,3.0,Everton,1,17,2.4359775140537163,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,38.0,2.0,1.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9150.666666666666,8298.5,0.0,0.0,0.0,0.0,204.0,396.2857142857143,285.0,382.0,39.0,39.285714285714285,0.6666666666666666,1.9285714285714286,1.3333333333333333,2.4285714285714284,1.6666666666666667,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,112.4050216355519,0.0,0.0,76.54192750817468,39.25132694147634,0.0,0.0,0.0,2.0,0.0,1.8,1.0,2.4
2,9.0,False,2023-12-10T14:00:00Z,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,50.2,38.2,30.0,11.8,64,9807.0,339179.0,35954.0,26147.0,Bernardo Veiga de Carvalho e Silva,64.0,MID,Man City,16,3.0,Everton,1,17,3.9975015615240475,4,4.0,6.0,106.0,2196.0,24.0,515.0,492.0,424.0,9.0,427.0,143.1,7.0,0.0,5.0,5.9,67.0,2.0,1.0,,2023-24,0.0,0.21428571428571427,0.0,0.5714285714285714,14.0,-1.0,0.0,0.14285714285714285,28.366666666666664,21.050000000000004,1.6666666666666667,0.9285714285714286,0.0,0.21428571428571427,6.3,5.457142857142856,19.266666666666666,20.714285714285715,90.0,64.85714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322610.0,223753.5,15.333333333333334,12.714285714285714,1.6666666666666667,3.7142857142857144,57908.0,25334.0,21747.0,27005.35714285714,64.0,63.714285714285715,0.6666666666666666,1.9285714285714286,1.3333333333333333,2.4285714285714284,1.6666666666666667,1.1428571428571428,4.08248290463863,8.211509537770073,1.8239152027072603,6.113009806052081,0.0,4905.388669616303,8.73053390247253,0.4714045207910317,35328.74020774965,7368.811165988717,0.0,0.0,8.823529411764707,2.0,0.0,1.8,1.0,2.4
3,0.0,False,2023-12-10T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,36.0,0.0,0.0,Shea Charles,45.0,MID,Man City,16,3.0,Everton,1,17,2.8107432854465957,9,0.0,0.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,1.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,41.214285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2142857142857144,45.0,45.0,0.6666666666666666,1.9285714285714286,1.3333333333333333,2.4285714285714284,1.6666666666666667,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.8,1.0,2.4
4,2.0,False,2023-12-10T14:00:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.8,1.9,19.0,3.7,55,4317.0,744145.0,17704.0,13387.0,Rúben Gato Alves Dias,55.0,DEF,Man City,16,3.0,Everton,1,17,3.4353529044347284,1,0.0,0.0,80.0,1997.0,16.0,83.7,416.8,124.0,1.0,432.0,62.5,9.0,0.0,3.0,7.4,60.0,2.0,1.0,,2023-24,0.0,0.0,0.0,0.07142857142857142,17.333333333333332,13.571428571428571,0.0,0.21428571428571427,5.5,4.107142857142857,1.6666666666666667,1.0,0.0,0.0,3.6,2.5,27.0,15.557142857142859,90.0,71.78571428571429,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744646.0,762749.4285714285,3.6666666666666665,5.285714285714286,1.6666666666666667,-1.0,11090.666666666666,28927.85714285714,23861.333333333332,41748.07142857143,55.0,55.0,0.6666666666666666,1.9285714285714286,1.3333333333333333,2.4285714285714284,1.6666666666666667,1.1428571428571428,2.6246692913372702,4.4773504069557335,0.9899494936611667,12.120506040040848,0.0,6579.57430233902,2.3570226039551585,0.4714045207910317,5503.540456429439,7955.381295422336,0.0,0.0,0.0,2.0,0.0,1.8,1.0,2.4
5,0.0,False,2023-12-10T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,-18.0,4314.0,0.0,18.0,Riyad Mahrez,75.0,MID,Man City,16,3.0,Everton,1,17,4.684572142410993,2,5.0,12.0,126.0,1913.0,23.0,773.4,533.6,520.0,11.0,470.0,182.5,6.0,0.0,2.0,8.9,75.0,2.0,1.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4344.333333333333,5036.357142857143,0.0,0.0,0.0,0.0,0.0,0.0,19.666666666666668,326.42857142857144,75.0,75.0,0.6666666666666666,1.9285714285714286,1.3333333333333333,2.4285714285714284,1.6666666666666667,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,11.14550233153366,0.0,0.0,0.0,8.65383665716478,0.0,0.0,0.0,2.0,0.0,1.8,1.0,2.4
6,0.0,False,2023-12-10T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,7.0,162521.0,787.0,780.0,Kevin De Bruyne,102.0,MID,Man City,16,3.0,Everton,1,17,6.371018113678951,0,7.0,18.0,183.0,2413.0,23.0,1476.7,897.8,598.0,26.0,742.0,297.6,10.0,0.0,1.0,25.5,121.0,2.0,1.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,1.342857142857143,0.0,0.0,0.0,0.0,0.0,0.15714285714285717,0.0,0.17142857142857143,0.0,1.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162693.33333333334,276572.21428571426,0.0,0.07142857142857142,0.0,0.07142857142857142,604.3333333333334,837.6428571428571,1335.0,77473.85714285714,102.0,102.42857142857143,0.6666666666666666,1.9285714285714286,1.3333333333333333,2.4285714285714284,1.6666666666666667,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,296.1602419111804,0.0,0.0,291.1635660968285,557.3598478541489,0.0,0.0,0.0,2.0,0.0,1.8,1.0,2.4
7,0.0,False,2023-12-10T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,1277.0,34351.0,2334.0,1057.0,Rico Lewis,43.0,DEF,Man City,16,3.0,Everton,1,17,2.6858213616489692,8,0.0,0.0,29.0,900.0,8.0,152.4,114.6,40.0,0.0,168.0,30.7,2.0,0.0,1.0,1.1,38.0,2.0,1.0,,2023-24,0.0,0.0,0.0,0.0,6.0,5.285714285714286,0.3333333333333333,0.21428571428571427,5.133333333333333,1.85,0.3333333333333333,0.14285714285714285,0.0,0.0,0.9333333333333332,0.3642857142857143,2.4,0.9285714285714286,28.0,17.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33172.0,36732.71428571428,2.0,0.8571428571428571,2.0,1.5,1087.0,3678.9285714285716,1775.0,4201.357142857143,43.0,43.714285714285715,0.6666666666666666,1.9285714285714286,1.3333333333333333,2.4285714285714284,1.6666666666666667,1.1428571428571428,4.546060565661952,5.1070757016341775,0.8219218670625303,1.7663521732655694,28.437065014988214,388.9507252424999,1.632993161855452,2.160246899469287,190.6847310789898,444.1643839841281,0.0,0.0,0.0,2.0,0.0,1.8,1.0,2.4
8,2.0,False,2023-12-10T14:00:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.8,32.9,36.0,8.6,76,119406.0,1196026.0,148002.0,28596.0,Phil Foden,76.0,MID,Man City,16,3.0,Everton,1,17,4.747033104309806,1,11.0,7.0,142.0,1832.0,16.0,670.8,671.2,712.0,15.0,517.0,205.4,5.0,0.0,1.0,9.7,80.0,2.0,1.0,,2023-24,0.0,0.14285714285714285,0.6666666666666666,0.5714285714285714,16.333333333333332,18.571428571428573,0.3333333333333333,0.35714285714285715,14.866666666666667,27.349999999999998,1.0,1.0,0.3333333333333333,0.2857142857142857,5.733333333333333,7.485714285714286,18.466666666666665,21.614285714285717,78.0,82.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034704.6666666666,1099588.642857143,24.0,25.785714285714285,4.666666666666667,4.642857142857143,62217.666666666664,73906.07142857143,46485.0,101231.85714285714,75.0,75.5,0.6666666666666666,1.9285714285714286,1.3333333333333333,2.4285714285714284,1.6666666666666667,1.1428571428571428,10.498677165349081,6.157019480957396,2.55255862921022,14.97939325280641,8.48528137423857,25169.50797205928,16.08311744241976,3.0912061651652345,14769.748865690153,17991.651971585787,0.0,25.0,11.76470588235294,2.0,0.0,1.8,1.0,2.4
9,0.0,False,2023-12-10T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,-383.0,109534.0,0.0,383.0,João Cancelo,58.0,DEF,Man City,16,3.0,Everton,1,17,3.622735790131168,0,2.0,2.0,73.0,1273.0,16.0,266.4,277.0,276.0,10.0,304.0,81.2,6.0,1.0,3.0,17.8,71.0,2.0,1.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110379.66666666667,147846.35714285713,0.0,0.0,0.0,0.0,0.0,1115.0714285714287,749.0,15556.642857142857,58.0,58.214285714285715,0.6666666666666666,1.9285714285714286,1.3333333333333333,2.4285714285714284,1.6666666666666667,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,412.457943984057,0.0,0.0,0.0,334.6679946852801,0.0,0.0,0.0,2.0,0.0,1.8,1.0,2.4
